incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-00288,SITE-005,2024-09-29,Leak,Medium,79.9,Of pressure prevent full do smile understand exactly amount risk cause entire.,Operator Error,3.4,Closed
INC-05361,SITE-002,27/07/2023,Equipment Failure, Low,85.6,Lead sure item cost old way.,Material Fatigue,3.4,Closed
INC-02418,SITE-003,2024-11-27T00:00:00Z,Equipment Failure,medium,70.5,Single strategy executive quality list management any goal until to cup short current protect hard majority particularly.,Valve Failure,7.0,Open
INC-05574,SITE-006,07/03/2026, Leak,Critical,40.8,Program professor structure if stay protect space brother action.,Material Fatigue,4.6,Under Investigation
INC-01072,SITE-006,2025-12-23,Near Miss,High,52.9,Sound respond car open eight time.,Third-party Damage,5.6,Closed
INC-02733,SITE-002,29/01/2026,Near Miss,Medium ,80.3,Age it story feeling debate hour movie four there stuff Democrat between crime age western public information.,,8.6,Open
INC-00117,SITE-002,2025-04-12,Near Miss,Medium,75.3,Lay sign party discuss accept million marriage edge response foot strong box.,Third-party Damage,3.7,Closed
INC-03056,SITE-006,2026-07-09,Spill,High,51.4,Step news first Mr window official almost coach institution occur goal employee window newspaper parent receive way increase.,Material Fatigue,4.5,Under Investigation
INC-02075,SITE-003,2025-11-19,Near Miss,High,60.5,Source war public letter wonder southern part might.,Corrosion,3.9,Under Investigation
INC-04749,SITE-006,2024-09-02,Leak,High,43.2,Style PM soon watch executive matter me wife fall run meet education school.,,5.9,Under Investigation
INC-00309,SITE-004,2024-03-18,Spill,Medium,82.7,Better discuss statement state agency stage important coach could heart event.,,12.6,Under Investigation
INC-05209,SITE-002,2025-07-03,Equipment Failure,Low,87.5,Use act I theory even ability probably car him shake nor.,Third-party Damage,4.9,Closed
INC-00167,SITE-005,2023-08-20,Fire,High,63.9,Car travel international draw design Republican religious.,Valve Failure,4.7,Under Investigation
INC-00317,SITE-003,26-Jul-2025,Fire,High,69.1,Director much spring market fly nearly rock mission military hear thousand white.,Valve Failure,23.6,Under Investigation
INC-05298,SITE-003,2025-07-14,Equipment Failure,Medium,77.7,High world police war field bag culture guy.,Sensor Malfunction,4.1,Under Investigation
INC-00472,SITE-001,2024-04-24,Leak,LOW,92.2,First stock theory others successful side help able it sit mouth pay notice affect.,Operator Error,6.6,Under Investigation
INC-05357,SITE-006,2025-06-12,Leak,High,48.9,Agree thank watch modern serious someone.,Corrosion,8.1,Open
INC-05256,SITE-006,2024-07-22,Near Miss,High,59.8,Huge probably sell go great project film sure go last rather.,Material Fatigue,2.0,Open
INC-02492,SITE-005,2025-03-31,Equipment Failure,Low,92.9,Off community fly draw sound area.,Material Fatigue,1.3,Open
INC-03153,SITE-001,2024-06-17,Near Miss,Critical,40.8,Other answer feeling deep mean loss.,Sensor Malfunction,4.2,Open
INC-00908,SITE-001,2025-10-22,Equipment Failure,High,66.4,Attorney life side low question history movie want travel per hand sell brother fish student meeting particularly.,Third-party Damage,9.2,Open
INC-02106,SITE-004,2026-05-22,Near Miss,,82.3,Never American happy world push role guy issue she.,,6.2,Open
INC-04575,SITE-006,2026-05-23,Spill, medium,84.6,Listen area play own serve.,Material Fatigue,8.0,Closed
INC-03718,SITE-001,2024-10-23T00:00:00Z,Fire,Medium,74.1,You require what environment.,Third-party Damage,1.0,Under Investigation
INC-03160,SITE-006,2026-10-17,Spill ,High,58.0,But scene measure something floor reduce local such.,Material Fatigue,3.3,Under Investigation
INC-05802,SITE-006,2026-01-27,Leak,Medium,77.1,Arrive western region pressure policy public.,Operator Error,3.2,Closed
INC-00215,SITE-004,2024-06-08,Near Miss,High,60.0,Partner none nice will director up seat.,Operator Error,11.6,Under Investigation
INC-03531,SITE-001,29/07/2025,Fire,Low,93.8,On finally PM research wait how life adult now long most.,Corrosion,0.7,Under Investigation
INC-03519,SITE-002,2024-10-21,Near Miss,Medium,65.3,Side stuff red store major approach save fall wear team mind keep arrive sing any program.,Third-party Damage,4.3,Open
INC-03873,SITE-001,05/06/2026,Near Miss,Critical,-5.0,Factor role front few center business.,Sensor Malfunction,7.1,Closed
INC-04107,SITE-005,2023-10-27,Fire,,92.1,Certain situation feeling until final magazine recognize return with administration.,Material Fatigue,10.9,Closed
INC-00152,SITE-003,07/29/2025,Spill,High,47.3,Not own artist cause begin organization agent stock understand.,Operator Error,10.6,Closed
INC-03423,SITE-001,2025-04-12,Equip. Failure,Low,85.4,Do compare white institution ball majority among be.,Material Fatigue,3.9,Under Investigation
INC-04528,SITE-006,2024-09-30,Fire,High,76.7,Though long able it dog indicate public financial while.,Sensor Malfunction,14.9,Closed
INC-01860,SITE-001,31/05/2024,Near Miss,Medium,75.3,Six produce walk response condition past difficult husband public.,Sensor Malfunction,2.9,Closed
INC-01025,SITE-001,2026-01-18,Near Miss,Medium,72.7,Design recent hotel factor soon address whose person agent particular civil inside indicate provide include at environmental soon.,Third-party Damage,3.9,Under Investigation
INC-05723,SITE-001,2024-07-30,Equipment Failure,Low,93.2,Help since another reduce read rule trouble.,Material Fatigue,2.4,Open
INC-05383,SITE-005,2024-02-12,,Low,87.0,Include head left side leg message remain during own.,Operator Error,13.3,Under Investigation
INC-02154,SITE-002,2024-09-20,Leak, Low,97.3,Face tough effect already science stop rule respond sure class door guy television record sort.,Material Fatigue,6.5,Open
INC-03129,SITE-004,2026-01-01,Spill,High,-12.3,Could the various of office natural.,Operator Error,11.9,Under Investigation
INC-01801,SITE-006,2026-05-24,Spill,Medium,83.9,Trade article school whether since class develop our.,Material Fatigue,5.7,Under Investigation
INC-05558,SITE-002,10/07/2025,Leak,Low,93.3,Represent analysis happy others far ago population use door race project mission.,Third-party Damage,3.4,Closed
INC-05935,SITE-003,2024-12-01,Equipment Failure,Medium ,75.7,Fill piece sign mean view program face challenge almost throughout forget several support.,Third-party Damage,11.8,Open
INC-04154,SITE-006,2026-07-07,Leak,High,59.3,Nature age trial research easy rate with listen talk skin staff fight hope answer keep think unit.,Corrosion,11.4,Open
INC-05071,SITE-004,2026-06-18,Equip. Failure,Medium,76.0,Painting your action approach hospital all human leg sign.,Operator Error,6.2,Open
INC-00930,SITE-006,03/10/2024,Spill,Crit,44.7,Part a necessary seat kid great even social rich.,Material Fatigue,15.1,Under Investigation
INC-05240,SITE-002,2025-04-18,Spill,Critical,86.1,Weight similar environment PM worker factor affect person almost instead various yard.,Material Fatigue,18.2,Closed
INC-01298,SITE-003,2023-11-27T00:00:00Z,Spill,Critical,29.2,Back throw method no record want describe address quickly arm strong network stuff look purpose cup your.,Material Fatigue,9.9,Under Investigation
INC-01962,SITE-003,2025-02-18,Near Miss,Lo,80.8,Use carry for exist administration boy piece good financial.,Material Fatigue,8.4,Open
INC-00229,SITE-006,10/21/2024,Leak,Medium,70.6,Here of attorney happy turn social politics itself low when scene modern attention fast.,Material Fatigue,9.6,Open
INC-01755,SITE-002,2026-02-13,Leak,Low,85.0,Lot hope your series actually require might.,Operator Error,1.8,Open
INC-01923,SITE-003,2024-08-09,Equipment Failure,Critical,53.2,Very find now act step run industry college these through management.,Material Fatigue,6.4,Open
INC-04338,SITE-006,2024-02-19,Leak,Critical,16.7,General significant seem speech talk camera couple century fast most.,,4.7,Open
INC-01592,SITE-002,2024-05-07,NEAR MISS,Critical,45.0,Risk others leader region loss hot ask various study one parent.,Corrosion,9.8,Closed
INC-00325,SITE-002,2025-08-10,Equipment Failure,Low,90.5,Quality evidence hospital development arrive.,Third-party Damage,5.4,Closed
INC-00918,SITE-003,2024-08-07,Near Miss,Critical,26.2,Field drive painting return behavior statement building reach picture quality exactly like.,,5.4,Open
INC-02502,SITE-006,2024-07-09,Near Miss,Critical,54.4,Here on turn Mr manager oil vote up understand push pattern.,Valve Failure,4.9,Closed
INC-03585,SITE-003,2026-01-09,Leak,Critical,58.2,Behind pass bad school just individual.,,7.2,Closed
INC-03291,SITE-006,12-Jan-2024,Fire,High,52.1,Wrong role audience central himself rise set.,Sensor Malfunction,2.8,Open
INC-05009,SITE-001,14-Dec-2023,Leak,Critical,27.5,Station floor current budget material join.,Valve Failure,6.0,Closed
INC-03369,SITE-006,06/09/2024,Leak,High,76.0,Admit past necessary mind truth plan someone drive.,Third-party Damage,8.1,Closed
INC-02970,SITE-003,2026-02-14,Spill,critical,13.9,Adult pressure prove nothing push high story air.,Valve Failure,14.5,Under Investigation
INC-01606,SITE-001,2024-04-06,Near Miss,Medium,84.5,Check report along second of clear.,Corrosion,7.0,Closed
INC-01236,SITE-001,2026-01-16,Leak,Critical,79.3,Its citizen true picture recently kind staff already hold man color eight give inside several prepare front blue.,Operator Error,1.3,Under Investigation
INC-03912,SITE-002,08/20/2023,Equipment Failure,Low,96.8,Born study education agree form teach while eat.,Operator Error,5.7,Closed
INC-04400,SITE-002,2026-07-07,Near Miss,High,67.0,Discussion responsibility theory again determine wear simply born one believe work.,Operator Error,0.6,Closed
INC-02936,SITE-002,2024-02-10,Leak,Medium,89.2,Identify behind well daughter rule officer letter agreement.,Corrosion,7.4,Open
INC-05116,SITE-004,2026-03-10,Near Miss,Low,87.0,Seek since several southern official everything authority tonight military.,Operator Error,6.1,Under Investigation
INC-00211,SITE-004,2023-09-20,Equipment Failure,Medium,97.5,Coach career one chance truth own never.,Valve Failure,2.8,Open
INC-04272,SITE-006,2026-03-16,Spill,High,62.1,Money heavy upon dark hold use behavior country yourself base entire.,Material Fatigue,7.5,Closed
INC-00928,SITE-003,2025-02-23,Leak,High,59.9,Maintain avoid close local.,Operator Error,16.3,Open
INC-02277,SITE-004,2025-11-12,Near Miss,Low,99.6,Subject three choose one create war house customer.,Material Fatigue,5.6,Open
INC-04110,SITE-003,06/02/2026,Spill,,68.4,Ago see message food culture.,Operator Error,1.2,Closed
INC-05164,SITE-006,2024-07-07,Spill,,54.8,Yard usually lay Congress practice.,Valve Failure,10.2,Under Investigation
INC-02845,SITE-006,2024-05-20,Leak,Critical,25.8,Citizen join skill change may process bag low have call since positive according house military bed ball.,Operator Error,7.0,Open
INC-01002,SITE-005,2026-02-25,Near Miss,Low,85.7,Security structure writer local even matter price usually threat daughter information three fight use.,,20.3,Closed
INC-01034,SITE-003,01/19/2024,Near Miss,High,57.1,Middle begin right much final east people middle side floor.,Operator Error,10.4,Under Investigation
INC-02093,SITE-001,22-Oct-2023,Near Miss,Critical,45.8,Issue same pay.,Valve Failure,5.3,Open
INC-05394,SITE-003,2025-10-22,Equipment Failure,Medium,71.1,Skill former exactly television cause rest ability although child statement gun those author offer.,Sensor Malfunction,5.5,Under Investigation
INC-02652,SITE-003,2024-09-29,Fire,Critical,42.6,Customer company worker worry onto happy traditional through require say time box executive.,Operator Error,3.8,Open
INC-01411,SITE-003,2025-02-03,Fire,High,52.8,Final start voice billion discover idea feel bar foot according send anyone participant.,Operator Error,4.8,Open
INC-05234,SITE-006,2023-12-09,Equipment Failure,Critical,37.4,Yes where future available within.,Material Fatigue,19.6,Open
INC-05286,SITE-006,2025-04-09,Leak,MEDIUM,86.8,Treatment adult leader civil benefit source.,Material Fatigue,8.5,Open
INC-03321,SITE-001,2025-01-02,,Medium,89.8,How range table term.,Corrosion,6.4,Open
INC-01233,SITE-005,2024-09-09,Spill,High,59.9,Race professional early assume model Republican national fear.,,4.0,Open
INC-03187,SITE-003,14/12/2024,Near Miss,High,25.4,Six way clearly think agree wonder.,,6.6,Closed
INC-01353,SITE-006,2026-04-24,Equipment Failure,Medium ,72.5,Relate let crime mother.,Operator Error,12.8,Closed
INC-04389,SITE-006,2023-12-02,Near Miss,medium,72.6,Network really behavior because.,Valve Failure,7.1,Open
INC-03224,SITE-004,2023-08-05,Equipment Failure,Critical,42.7,Suggest week matter almost score pretty.,Sensor Malfunction,5.2,Under Investigation
INC-03440,SITE-003,2026-02-14T00:00:00Z,Fire,Critical,30.6,Church upon hard individual pretty size group training not game white.,Third-party Damage,11.6,Under Investigation
INC-04311,SITE-001,2025-10-04,Near Miss,Low,82.6,Gun law although admit wish reason cost management.,Corrosion,4.1,Closed
INC-00801,SITE-001,2024-06-10,Near Miss,Low,88.3,Future reach wrong push them rest investment practice skin north.,Corrosion,0.8,Closed
INC-05933,SITE-005,2025-11-22,Near Miss,Medium,73.4,College toward after skin energy white whose really start agreement test improve this suggest think white.,Material Fatigue,6.1,Open
INC-05846,SITE-005,15-Aug-2025,Fire,Medium,86.1,Image big able shoulder never perhaps accept improve very despite affect risk stage.,Valve Failure,15.5,Closed
INC-00745,SITE-006,10-Jul-2025,Equipment Failure,Medium,70.8,Direction tree huge team break book statement American radio we.,,12.9,Closed
INC-02334,SITE-004,2024-10-30,,Critical,41.5,Seem allow never small fear off world reason director half song raise talk chair air meeting.,,9.6,Open
INC-04790,SITE-002,2026-05-26,Fire,Low,93.3,Mr rich reduce rise discussion democratic test keep compare.,,9.9,Open
INC-05163,SITE-006,2024-07-14,Leak,Low,91.3,Business often great school any indeed Democrat on very.,Material Fatigue,0.5,Under Investigation
INC-03739,SITE-005,2025-12-01,Equipment Failure,Medium,79.7,Boy stock floor drive interesting visit suddenly fire.,Sensor Malfunction,5.2,Closed
INC-00115,SITE-006,14-Nov-2024,Leak,High,67.9,Particular according happen might knowledge.,Corrosion,2.2,Closed
INC-05575,SITE-001,13/10/2025,Equipment Failure,Low,70.4,Where the star affect poor.,Sensor Malfunction,13.1,Closed
INC-05132,SITE-004,2023-09-15,Equipment Failure,Medium,81.2,Professional carry player power its trial strategy leg without reality.,Material Fatigue,10.2,Open
INC-00331,SITE-001,01/04/2025,Near Miss,Low,92.2,Service consumer memory keep movie commercial matter throw head such mention anyone system live school.,Operator Error,10.8,Under Investigation
INC-02481,SITE-005,2025-11-25,Fire ,Low,84.9,Score parent indeed should cause involve own.,Third-party Damage,9.1,Under Investigation
INC-02606,SITE-001,2024-02-29,Spill,Medium,84.8,Yet floor dog recent history court finish team over.,Third-party Damage,1.3,Closed
INC-01776,SITE-006,2024-12-01,,Med,70.4,Buy anyone later up southern dog toward pull seat area market candidate rock.,Sensor Malfunction,4.0,Open
INC-01164,SITE-001,2025-11-10,Leak,Medium,61.9,Simply spring too soldier player worry table rock.,Material Fatigue,3.5,Under Investigation
INC-00500,SITE-001,2023-10-09,Near Miss,Medium,74.9,Ground imagine couple anything.,Material Fatigue,3.5,Under Investigation
INC-00758,SITE-002,2025-09-01,Equipment Failure,Low,81.0,Different for across old none music individual.,Corrosion,14.7,Open
INC-00660,SITE-001,2025-04-21,Fire,Low,83.7,Life reach positive ten image current represent tonight report per.,Material Fatigue,5.6,Under Investigation
INC-05160,SITE-001,10/07/2023,Near Miss,low,92.8,Instead quite sit want improve free trip fine.,Operator Error,1.8,Under Investigation
INC-03901,SITE-002,2025-07-29T00:00:00Z,Leak,High,55.7,Still sound try size candidate most writer sport but third house.,Third-party Damage,11.3,Open
INC-04994,SITE-002,2025-05-18,Leak,Critical,34.7,Policy thousand win take mother himself cost.,Sensor Malfunction,7.4,Closed
INC-04802,SITE-004,2025-10-28T00:00:00Z,Near Miss,Medium,83.4,Firm cost plan measure protect food woman no bag agent south fight government news.,Material Fatigue,6.1,Open
INC-02051,SITE-004,2026-08-27,Spill,Medium,80.7,Else interest issue member body.,Material Fatigue,8.5,Open
INC-00353,SITE-004,2026-08-25,Near Miss,High,53.0,Scene blood teach unit call language admit between.,,5.5,Open
INC-02868,SITE-001,2024-07-18,Equipment Failure,High,38.8,Reveal arm great rather group future let move sea face rate nice.,Valve Failure,8.0,Under Investigation
INC-02428,SITE-003,09-Jan-2024,near miss,Medium,77.5,Country table significant smile list ready author together like yard already.,Sensor Malfunction,5.5,Open
INC-04263,SITE-001,2025-08-01,,Critical,24.1,Best effort network again avoid factor because price college particularly environment summer.,Corrosion,10.9,Under Investigation
INC-04652,SITE-004,2026-01-16,Near Miss,low,86.1,Though make find bit resource offer give out capital total same church experience head performance huge Democrat.,Material Fatigue,5.0,Open
INC-02099,SITE-005,2026-02-10,Spill,Med,76.3,Impact right difference window onto special Congress really case when risk those sense.,Corrosion,3.6,Under Investigation
INC-01588,SITE-003,2026-09-03,Leak,Critical,45.8,Weight suggest road though drug official and.,Sensor Malfunction,7.8,Closed
INC-05940,SITE-005,2025-05-23,Spill,High,70.1,Stay camera wind think so near almost task.,Sensor Malfunction,19.3,Under Investigation
INC-02825,SITE-004,2025-02-12T00:00:00Z,Fire,Low,86.3,Arm account bad artist like personal.,,8.5,Open
INC-05550,SITE-001,2025-06-26,Equipment Failure,Critical,73.4,Economy reach will cover choose manage may but.,Material Fatigue,10.1,Open
INC-05583,SITE-001,2024-10-27,Spill,Medium,79.3,Picture yard finally quite find senior.,Valve Failure,9.5,Under Investigation
INC-04948,SITE-004,2024-02-21,Spill,,80.1,Expect provide many authority north executive always star third music about indeed.,Operator Error,13.7,Open
INC-04404,SITE-001,2024-01-14,Fire,High,62.8,Fire TV go opportunity senior interesting better executive political next serve economy picture cell ability interesting.,Operator Error,5.2,Under Investigation
INC-03427,SITE-002,2025-04-26,,Low,88.1,Special become expect training fight every experience industry relate worry challenge.,,4.5,Closed
INC-04416,SITE-006,2025-07-12,Fire,High,72.5,Their feeling hold last describe.,Material Fatigue,12.3,Open
INC-05801,SITE-005,11/09/2025,Fire,Medium,79.5,Result including yes cause treat type notice he.,Third-party Damage,6.9,Closed
INC-04386,SITE-002,2026-05-23,Equipment Failure,,59.6,Response economic whose job team base head or reduce according from new.,,13.4,Under Investigation
INC-04891,SITE-003,2025-08-09,Leak,High,59.6,Activity difficult Mrs amount assume great your something happen.,Sensor Malfunction,8.1,Open
INC-03327,SITE-006,2026-04-30,Spill,Critical,62.2,Do customer notice west summer human election end assume.,Third-party Damage,5.5,Closed
INC-03644,SITE-004,2024-05-06,Near Miss,Low,94.9,Risk amount rate film put pull.,,4.8,Closed
INC-01763,SITE-003,11/02/2025,Near Miss,Medium,69.0,Ability beat measure lay she factor time later plant different house ok alone.,Third-party Damage,5.6,Under Investigation
INC-01900,SITE-004,2025-06-05,Near Miss,Critical,43.2,Amount former market list sound future mission.,Third-party Damage,5.9,Open
INC-05075,SITE-004,2025-11-04,Spill,Medium,75.0,Military believe majority store she north ago election building prove chair hope air which question.,Sensor Malfunction,6.8,Open
INC-05061,SITE-001,2026-08-24,Fire,Critical,37.3,Add system choose some hundred area beautiful institution loss leg time.,,7.6,Open
INC-02362,SITE-001,2025-12-25,Fire,Low,80.5,Hope save senior site modern next send ten peace.,Material Fatigue,14.3,Open
INC-05276,SITE-004,2025-06-04,leak,Medium,82.6,Hope direction structure town person discussion reason.,Third-party Damage,11.7,Closed
INC-04172,SITE-001,2025-04-18,Near Miss,Low,83.4,Office work court represent group job.,Material Fatigue,0.5,Closed
INC-04721,SITE-002,2026-02-10,,Low,96.3,Data hour product year security rock what key pay her now nice.,Corrosion,10.1,Open
INC-04796,SITE-005,2026-01-25,Near Miss,Low,94.6,Five student from window some think executive into follow whether stage alone truth both health take ask.,Material Fatigue,18.0,Closed
INC-00924,SITE-001,2025-06-04, spill ,Critical,36.7,Fast work plant police top.,Valve Failure,11.6,Under Investigation
INC-05871,SITE-003,2023-11-09,Leak,High,64.5,Economic attention here no tough various down play media city thousand issue natural economic owner evidence community that.,Operator Error,9.7,Closed
INC-04447,SITE-005,2026-04-24,Spill,Low,84.6,Executive present condition risk include sing attack foreign truth coach.,Third-party Damage,12.5,Under Investigation
INC-04666,SITE-006,2026-07-13,Leak,Critical,40.5,Gun television page strong charge stand choice many avoid.,Material Fatigue,4.3,Open
INC-02116,SITE-002,2026-03-14,Near Miss,MEDIUM,69.8,Five wear particular nation.,Third-party Damage,2.0,Under Investigation
INC-04333,SITE-003,28/09/2024,Equipment Failure,Critical,42.6,Should peace strategy visit force near perform purpose foreign institution camera.,Third-party Damage,5.7,Closed
INC-02821,SITE-002,2023-09-21,Leak,Medium,72.5,Or appear large news fact huge little.,Material Fatigue,4.3,Under Investigation
INC-05628,SITE-003,2026-07-19T00:00:00Z,Spill,Critical,30.5,Probably individual money why white none work today mention organization our land view.,Corrosion,11.1,Open
INC-03297,SITE-003,2024-05-21,Spill,Critical,34.3,Decade check affect rate four third throughout civil newspaper audience.,,4.5,Closed
INC-04597,SITE-006,2026-05-21,EQUIPMENT FAILURE,Medium,78.0,Sense simple shoulder report still worker man represent save.,Corrosion,5.6,Open
INC-00759,SITE-004,2026-02-13,Spill,High,63.6,Generation ask everyone computer beat room white recently society identify however of.,Valve Failure,19.1,Open
INC-05131,SITE-001,2025-11-20,Leak,Medium,73.6,Away store explain threat address mission various character parent clearly easy him strategy new finally.,Operator Error,6.0,Closed
INC-01568,SITE-001,2026-03-04,Equipment Failure,High,54.8,Very friend number almost can many however race my traditional.,Sensor Malfunction,9.3,Closed
INC-02962,SITE-004,2026-05-19,Spill,Low,78.6,However indicate southern somebody.,,22.3,Closed
INC-02462,SITE-001,2023-12-10,Fire,Medium,83.7,Car room player agree ok personal guy director about somebody media set sea.,Sensor Malfunction,28.7,Open
INC-03378,SITE-004,2025-06-27,Equipment Failure,Low,88.1,Method itself whose sister office industry significant their morning response.,Valve Failure,4.2,Under Investigation
INC-04257,SITE-003,2026-02-04,Spill,Critical,35.6,Follow prevent agreement build suggest response effort professor east move important financial.,,5.3,Under Investigation
INC-04218,SITE-003,2025-11-06,Spill,Med,79.1,Court region ok card we consumer.,Material Fatigue,11.0,Open
INC-00481,SITE-005,2025-01-19,Spill,Medium,76.0,Their mission difference partner perform east south strong all.,Valve Failure,8.6,Under Investigation
INC-05828,SITE-004,2025-06-22T00:00:00Z,Equipment Failure,Critical,64.7,Place he give head exactly successful woman movement build in business make cost.,Third-party Damage,11.9,Closed
INC-03016,SITE-005,06/05/2026,,Medium,67.3,Quickly smile set claim while rate spend affect result same.,Sensor Malfunction,8.9,Under Investigation
INC-02256,SITE-002,17-Jul-2026,Spill,Low,91.2,Speak study it production meeting opportunity hold design learn democratic.,Material Fatigue,8.5,Closed
INC-04259,SITE-001,2023-08-17,Near Miss,Critical,45.1,Career well my serious late modern the cup almost wind compare off win.,Sensor Malfunction,4.9,Closed
INC-02802,SITE-003,2025-04-13,Fire,CRITICAL,53.2,Red series unit cup suggest fight do decision street your toward.,,13.0,Closed
INC-01822,SITE-006,2025-07-10,Spill,Critical,53.7,Quality carry mention off evening there already boy.,Operator Error,6.1,Closed
INC-05147,SITE-006,2025-08-23,Leak,Critical,31.1,Operation each total painting order.,Valve Failure,4.9,Closed
INC-05635,SITE-001,2026-04-25,Equipment Failure,Low,89.2,Always ground one college.,Corrosion,7.5,Open
INC-00724,SITE-006,2025-12-30,Equipment Failure,Medium,73.8,Tax sound even where a number movie deep clear make behavior method just participant million black long.,Material Fatigue,1.3,Closed
INC-04627,SITE-001,2025-11-08,Equipment Failure,Medium,72.9,Girl discuss hold degree peace here improve real to month that effect article anyone.,Operator Error,7.6,Open
INC-02861,SITE-005,2023-11-17,Spill,,84.2,Draw coach score behavior pass.,Corrosion,23.7,Under Investigation
INC-04718,SITE-005,03/06/2026,near-miss,Low,79.0,Environmental pick attention benefit public family offer.,Corrosion,26.1,Under Investigation
INC-00596,SITE-001,2026-03-27,Spill,Lo,91.7,Cut star Mrs authority.,Valve Failure,4.0,Under Investigation
INC-02678,SITE-001,2025-12-31,Equipment Failure,Low,88.0,Consider try member color project lose use language.,Material Fatigue,5.3,Closed
INC-02298,SITE-002,2025-12-25,Spill, medium,74.9,Respond boy sure can stuff more beautiful.,,6.1,Open
INC-03132,SITE-003,2023-09-21,Leak,High,66.5,Building order sense wife bring not article one season ready drive list nature crime television give between follow against television.,Valve Failure,9.5,Open
INC-03349,SITE-005,2025-11-27T00:00:00Z,Fire,Low,82.9,There so research movie product visit bill wife no number already fear rule other around newspaper entire.,Corrosion,6.9,Open
INC-04742,SITE-003,2025-12-31,Fire,High,52.9,Deal represent scientist benefit big chance another.,Material Fatigue,2.8,Closed
INC-04266,SITE-001,2023-09-14,Spill,High,66.4,Generation become paper white dream trial network tough computer watch source drive few Republican student significant.,Third-party Damage,18.6,Open
INC-04518,SITE-006,13-Mar-2026,Leak,Critical,41.6,Develop actually learn perhaps easy develop anything concern government us here possible question leg main any plan.,Material Fatigue,8.4,Under Investigation
INC-05775,SITE-006,2024-02-02,Leak,Critical,50.1,Control hotel employee soon camera new hotel second try best.,,2.5,Closed
INC-05761,SITE-003,2026-06-20,Leak,High,64.5,Participant improve break good throw car offer safe set at.,Corrosion,9.0,Closed
INC-03473,SITE-002,2023-10-04,Equipment Failure,Low,84.6,Pull answer require amount system play total visit item nation woman sure.,Valve Failure,15.1,Under Investigation
INC-02945,SITE-001,2024-06-22,SPILL,,87.0,Morning room we write kitchen make least hour trial beautiful mind test parent.,Operator Error,0.8,Closed
INC-02657,SITE-005,2025-10-04,Near Miss,Medium,70.8,Prove budget wish staff shoulder simple right American.,Valve Failure,5.3,Closed
INC-05818,SITE-003,2025-07-06,Equipment Failure,Medium,81.9,Operation baby career continue different senior.,Third-party Damage,10.1,Closed
INC-00737,SITE-003,2023-12-27,Leak,High,51.0,Analysis room general fish type.,Corrosion,1.2,Under Investigation
INC-03749,SITE-001,2025-10-20,Equipment Failure,Critical,44.4,Must house her hope question into by.,Valve Failure,6.3,Open
INC-02968,SITE-001,2024-06-03,Near Miss,Critical,57.8,Effort career certain school sing chance.,Third-party Damage,4.0,Open
INC-05793,SITE-004,2024-03-16T00:00:00Z, spill ,Low,90.7,Father night into good fill southern without often.,Third-party Damage,2.6,Under Investigation
INC-01869,SITE-002,2025-07-24,Leak,Medium ,64.1,Politics have rest keep structure east forward significant rest glass be risk old cultural.,Third-party Damage,9.1,Under Investigation
INC-05442,SITE-003,27-May-2025,Fire,High,56.0,Inside station around less clearly old agreement success main.,Sensor Malfunction,29.8,Closed
INC-03569,SITE-001,2026-05-05,Leak,Low,84.7,Ten leg maintain money site star him woman.,Operator Error,9.5,Closed
INC-01769,SITE-003,2026-06-04,Spill,,85.4,Certainly out mission she talk notice.,Sensor Malfunction,5.2,Closed
INC-00162,SITE-005,2025-03-13,Spill,Low,92.9,Trouble management age follow across floor blood economic letter officer home.,Material Fatigue,22.3,Under Investigation
INC-05036,SITE-004,30-Jul-2023,Spill,High,60.1,Career relationship form enter team conference operation close community quickly collection either management play best forward nearly network.,Sensor Malfunction,7.7,Under Investigation
INC-00703,SITE-001,2024-03-20,Equipment Failure,High,42.3,System significant start like couple always remain knowledge wonder which oil indeed feeling tree sometimes.,Operator Error,8.5,Closed
INC-05127,SITE-003,2025-09-07,Leak,Low,82.7,Enter house effort stop increase write next college everybody company authority involve.,Operator Error,4.1,Under Investigation
INC-05685,SITE-004,2025-09-30,Oil Leak,Medium,77.7,Between what high few situation individual of reason office.,Corrosion,13.2,Open
INC-04717,SITE-003,2023-12-13,leak,Critical,30.7,Along just Mrs spring employee fight development would wife door meeting on make only.,,2.4,Under Investigation
INC-03897,SITE-002,2024-06-16,Equipment Failure,Medium,63.1,Age language responsibility audience show nature become memory field.,Corrosion,7.1,Open
INC-04917,SITE-005,2025-06-28,Fire,Medium,65.3,Realize center what child experience everyone.,Operator Error,3.2,Under Investigation
INC-04698,SITE-005,2024-06-23,EQUIPMENT FAILURE, medium,84.4,Those future choose college strong you should where station small.,Third-party Damage,2.8,Under Investigation
INC-01883,SITE-001,2026-03-22,Near Miss,Medium,77.8,Way during win interest security.,Valve Failure,11.4,Closed
INC-01426,SITE-003,2025-08-13,Spill,Critical,59.8,Good leader imagine drop personal night left television write sit also production watch while involve.,Third-party Damage,7.8,Closed
INC-04103,SITE-003,2025-07-25,Leak,High,52.6,Such office seat development share.,Third-party Damage,5.0,Under Investigation
INC-01655,SITE-006,2025-12-11,Leak,High,58.0,Understand attorney by positive detail theory leave factor natural end.,Material Fatigue,13.1,Open
