audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-01411,SITE-004,2024-05-24,2024-05-31,83.8,Personnel Training,Four attack stock part treatment.,,Nancy Martin PhD,Closed
AUD-07748,SITE-001,2025-11-16,,58.5,Personnel Training,Chair tend organization it serve animal add put perform can resource base hear.,Special quite yet try same difficult everyone kid you.,James Scott,Open
AUD-00362,SITE-001,09/28/2025,2025-10-10,84.0,Safety Equipment,Peace resource drop agree near soon open look office cup will surface next share consumer skill enough amount as word agreement born.,Wear against current leader chair listen court especially network.,Matthew Miller,Closed
AUD-00819,SITE-002,2025-09-08,,96.3,Documentation,Fine former pay know grow term sit alone serious amount according bad base discuss eight none.,Quite quality still fight professional guy fight.,Brittany Hess,In Progress
AUD-08549,SITE-004,2024-11-10,2024-11-18,92.8,Emergency Response,Everyone brother month Republican range region most assume police speech.,Break whom college pattern recently spring especially letter.,Justin Taylor,Closed
AUD-01709,SITE-006,13/12/2025,,81.3,Leak Detection,Officer writer single glass either lot follow son type.,,Aaron Morris,In Progress
AUD-03162,SITE-002,04/02/2025,2025-04-16,85.8,Personnel Training,Local member when happy after water under out father market.,Knowledge style group shoulder whose here.,John Oneill,Closed
AUD-00141,SITE-003,2026-05-14,,69.2,Containment Integrity,Fire how store maybe its few only service food put tree model.,Future modern the speak knowledge later speak how some.,Lisa Dodson,In Progress
AUD-02287,SITE-006,2025-09-18,,41.0,Containment Integrity,Morning loss speak firm there land dog no development similar phone somebody she reduce five continue population watch happy unit policy imagine most soldier half themselves.,,Alicia Alvarado,In Progress
AUD-01258,SITE-005,2026-01-09,2026-01-17,77.1,Safety Equipment,Notice look reduce meeting become but focus hit street financial well represent.,Worker involve growth debate live but family activity and.,Michelle Heath,Closed
AUD-07428,SITE-005,2025-05-14,,74.5,Documentation,Space news follow bit think artist give summer property among.,Cell out full whether.,Jennifer Haas,Open
AUD-07025,SITE-004,2024-08-17,2024-08-31,72.5,Environmental Monitoring,Actually most physical school in increase fish marriage knowledge debate prepare international ahead hard Democrat political century because than on.,,Billy Stephenson,Closed
AUD-01330,SITE-003,2026-06-25,2026-07-30,57.1,Safety Equipment,Three consumer size travel price rise sport third there concern beyond employee main me do arm head score check what seven those hotel maintain inside decade.,,Michael Miller,Closed
AUD-06074,SITE-004,09-Apr-2025,,91.6,Containment Integrity,Threat security paper official reveal must chance rule interesting subject traditional resource.,Through until force dinner theory general fish staff three appear.,John Phillips,In Progress
AUD-01970,SITE-001,2024-03-17,,78.4,Documentation,Party customer significant American week standard camera discover some water.,Trip investment magazine old relate lot run west this.,Natalie Brown,Open
AUD-05233,SITE-006,2026-02-22,,51.3,Leak Detection,Entire most doctor direction tend writer boy stay across determine production less.,,Douglas Webb,In Progress
AUD-08596,SITE-003,2026-05-29,,66.3,Personnel Training,Coach woman require hour lose necessary laugh represent bar certainly quality wonder process radio significant pressure.,Continue give recent too voice class question rather song already.,Joshua Watkins,In Progress
AUD-02784,SITE-005,2026-06-21,,92.5,Personnel Training,Able her end main bag situation for course cell strategy free he huge provide hair site establish.,Knowledge find identify pass simply direction.,Jeffery Brennan,In Progress
AUD-02534,SITE-006,2026-03-06,,45.8,Environmental Monitoring,Successful language case other glass region region agency can month officer forward parent determine forward.,View most box between agent set concern other point.,Willie Gomez,Open
AUD-06610,SITE-006,2024-05-01,2024-06-18,57.0,Emergency Response,Success shake race probably power full market perform at body.,,Joy Thomas,Closed
AUD-08384,SITE-006,2026-05-09,2026-07-31,72.8,Safety Equipment,Avoid usually popular or entire check year environment push car offer military institution term claim standard brother population movie long majority step deal anyone total old.,Offer throw body clearly voice game.,Christopher Riggs,Closed
AUD-05009,SITE-006,2024-07-24,,51.1,Safety Equipment,Sense hand ok take choice realize hope might receive manage human someone reduce sort simple total soldier product south speak.,Pattern recently if participant system and.,James Estrada,In Progress
AUD-03758,SITE-005,2024-05-22,,105.0,Containment Integrity,Poor matter candidate its image federal appear artist service spring half.,Decision check person building knowledge accept stop teach officer large indeed.,Alyssa Hernandez,Open
AUD-05117,SITE-001,2026-07-03,2026-07-09T00:00:00Z,65.5,Emergency Response,Produce floor land stop happen forget bring Mrs television recently leader.,,Joy King,Closed
AUD-06197,SITE-001,18-May-2025,2025-06-04,83.5,Documentation,Alone trial take plant animal must.,Together machine politics number idea standard war Republican grow rock.,Sheri Martin,Closed
AUD-01234,SITE-005,2024-10-16,2024-10-24,88.1,Documentation,How give particularly outside base another center item if sing teacher cold per pull population develop.,World collection people travel pressure generation writer form chair majority sea official our art trouble.,Lauren Weaver,Closed
AUD-00620,SITE-005,2025-12-31,2026-01-24,81.8,Personnel Training,Along necessary item especially other information near message remember finally draw board represent think.,Color treatment down what black.,Diana Craig,Closed
AUD-02875,SITE-006,2024-11-06,2024-11-27,65.3,Maintenance Backlog,Kid main light hospital yeah any friend writer two.,,Michelle Rodriguez,Closed
AUD-04833,SITE-002,2025-10-15,2025-10-30,77.3,Emergency Response,Shoulder suddenly consumer fire stage century ask boy common fight across young wind beyond.,Alone ten sea body set nearly administration quality kind foreign.,Raymond Price,Closed
AUD-08357,SITE-006,2024-04-25,2024-05-19T00:00:00Z,85.9,Documentation,Stay take water letter force machine situation growth.,Activity audience account determine government enter find study.,Barbara Sanchez,Closed
AUD-06824,SITE-001,2025-09-15,28/09/2025,87.3,Personnel Training,Size late public show deep all be beyond huge determine various debate lead travel today.,,Charles King,Closed
AUD-01557,SITE-004,2026-04-20,2026-05-19,71.3,Leak Detection,Early value teacher future listen exist music network factor me play visit interview meet.,Clearly doctor every use laugh stock Democrat likely.,Melissa Jenkins,Closed
AUD-03675,SITE-002,2024-02-25,2024-03-12,80.2,Maintenance Backlog,Opportunity effort charge candidate probably five plant surface suffer husband table field finally else cultural your task interesting candidate huge throughout.,,Cassidy Mcclure,Closed
AUD-09437,SITE-001,11-Sep-2025,2025-10-07,97.9,Personnel Training,Hold today keep arrive eight.,They through together hear table.,Brian Hughes,Closed
AUD-07195,SITE-003,2026-01-28,,54.3,Containment Integrity,Per answer increase song choose my I help feeling defense space the.,,Alan Gordon,Open
AUD-02059,SITE-002,2025-12-21,2025-12-31,96.1,Environmental Monitoring,Reveal hard could step dream knowledge just analysis however.,Property hotel money have loss trouble easy role.,James Hernandez,Closed
AUD-02352,SITE-001,2026-07-03,2026-08-02,79.5,Emergency Response,Congress game on public probably month I every.,,Deborah Bailey,Closed
AUD-08022,SITE-003,2025-06-11,,61.6,Safety Equipment,Their professional industry them bill rule rich finally sound doctor because address old defense son attention animal.,Home firm evening stage.,Rebecca Lewis,Open
AUD-04187,SITE-006,2025-11-01,,81.6,Leak Detection,Account deep feeling unit song create write medical green decide maintain would song team effect himself floor course system high itself each change enter dog citizen American.,Hot than inside whether organization.,Lee Craig,Open
AUD-04212,SITE-001,2024-09-19T00:00:00Z,2024-09-26,100.0,Personnel Training,Foot best write son difference fish control nothing our often conference find task son.,Section thousand field conference bad dog good price effort direction no exist join talk.,Susan Jackson,Closed
AUD-02946,SITE-004,18-Dec-2024,,68.4,Documentation,Key interest way its measure that kid market right student fall support court.,,Dr. Christopher Martin,In Progress
AUD-07500,SITE-003,2024-08-30,,61.4,Emergency Response,Condition according someone room treat deal investment process quickly list wear paper.,Analysis threat weight protect by three hospital mind concern method indeed respond.,Johnathan Porter,Open
AUD-00900,SITE-005,2026-03-10,,94.9,Environmental Monitoring,Chair win hour step human someone street could better face arrive goal daughter manage agent manager study field want purpose.,Together check loss him available its attorney.,George Taylor,In Progress
AUD-08408,SITE-003,10/07/2025,2025-08-30,83.2,Personnel Training,Choice provide support many move science vote the since change because edge tend.,Long head plant learn commercial.,Jeffrey King,Closed
AUD-07876,SITE-002,2025-01-28,,67.9,Environmental Monitoring,Yet foreign as quite magazine free leave least company century.,Series hold face report common what beat production able third animal meet development.,Morgan Tran,Open
AUD-06880,SITE-004,2024-07-10,,70.5,Personnel Training,But ten learn employee coach religious risk deal option represent amount protect dream scene four soldier book really table remember little television you nearly.,,Matthew Kim,Open
AUD-09137,SITE-006,2025-10-13,2025-11-17,59.3,Documentation,Enjoy maintain physical adult official together couple product scene those simply camera leader time sell cost director.,Someone it visit fear nature both price.,Michael Lewis,Closed
AUD-01433,SITE-002,2025-07-15,,91.9,Documentation,Try during five better law dream note one different relate suddenly partner condition.,Hair free push brother eight service young together city mouth near accept exist.,Jason Mcgee,In Progress
AUD-06974,SITE-006,2024-04-12,2024-05-16,57.7,Safety Equipment,Agent ability budget structure ready finish give.,Occur series defense the.,Edward Gibson,Closed
AUD-01661,SITE-003,2025-11-10,2025-12-14,79.3,Maintenance Backlog,Tv pattern whom purpose good provide particularly he medical success like democratic small everyone toward economic.,Seem admit toward win soon often.,Kent Hartman,Closed
AUD-06705,SITE-001,2025-11-21,2025-12-16,80.5,Documentation,Enter shake wind those treatment music character imagine.,For already wear food per likely wide newspaper improve identify.,Judith Cross,Closed
AUD-01897,SITE-001,11-Feb-2025,,96.7,Safety Equipment,Ok thing hit and stand official true bring successful story.,Firm senior should worry new surface range beat.,Elizabeth Peterson,In Progress
AUD-02112,SITE-003,2024-05-27,09-Aug-2024,63.6,Leak Detection,Population raise reflect degree own defense moment news make young sister the political together.,,Cynthia Maxwell,Closed
AUD-00417,SITE-002,2025-03-14,2025-04-08,72.5,Documentation,Gas rise election security money land cut entire.,,Robert Wagner,Closed
AUD-05972,SITE-001,2026-02-08,2026-02-23,89.5,Maintenance Backlog,Soldier word take beyond power provide sea pass water whose standard.,Player issue involve letter single quality apply group.,Melissa Tapia,Closed
AUD-01662,SITE-004,2024-06-11,,68.5,Maintenance Backlog,Style let white card popular stuff talk discover hand staff its yet similar trial trouble a huge significant add nothing similar my.,Car international state idea star.,Glen Fuller,Open
AUD-07272,SITE-001,2026-03-26,2026-04-21,71.7,Containment Integrity,Much air body receive bit painting level mission money matter pass determine.,According seek glass middle low most listen nothing film.,Brian Zamora,Closed
AUD-00624,SITE-006,2025-12-11,,57.8,Documentation,Water black class everything security term option culture level first partner mouth consumer conference.,,Mr. Daniel Blankenship,Open
AUD-08661,SITE-004,2025-11-09,2025-12-03,96.5,Emergency Response,Paper happy key model care three follow if give.,,Angela Payne,Closed
AUD-06479,SITE-005,2024-05-13T00:00:00Z,2024-06-10,58.9,Emergency Response,Arm establish event care statement instead within list spend consumer the piece skin about again recently better candidate never.,Bad purpose none speak resource kitchen do there final travel those.,Elizabeth Beltran,Closed
AUD-04372,SITE-002,2025-03-06,05/04/2025,81.9,Emergency Response,Wall support ability product she across really name movement energy.,College half certainly show page white himself.,Sharon Gray,Closed
AUD-08923,SITE-006,2025-08-20,,72.2,Leak Detection,Talk source people pass control lay fill air edge eat institution.,,Joan Jones,Open
AUD-00286,SITE-004,04/13/2025,2025-04-27,99.0,Maintenance Backlog,Industry develop Mr expect green pattern sit picture both worker never outside research action though have risk image.,Movie state scene center paper try expect senior take drug social leg service.,Morgan Lee,Closed
AUD-05835,SITE-002,05-Feb-2025,,77.7,Containment Integrity,Perform on big white push special green what blue important source one notice whole before.,Make medical east land material member.,Samantha Snyder,In Progress
AUD-00972,SITE-005,15-Apr-2025,2025-04-29,73.9,Maintenance Backlog,Seven natural who election easy.,Pressure evening everybody power keep type reality knowledge movement activity hair interesting.,Cody Hamilton,Closed
AUD-04204,SITE-003,2026-05-04,,57.1,Leak Detection,Play imagine two hospital common may mean call result relationship short late industry.,,Gregory Oneill,Open
AUD-05189,SITE-001,2025-11-25,,83.7,Emergency Response,Most analysis common your thought religious this agree doctor age.,On hit analysis dark attack charge Congress talk sign short first debate perform accept.,William Turner,In Progress
AUD-00669,SITE-006,2025-05-21,2025-08-18,73.3,Containment Integrity,Land wide staff hotel able foreign than interest every various sign though hair.,Discover economy easy research need sure camera.,Brittany Little,Closed
AUD-07445,SITE-002,2025-09-08,,79.9,Documentation,Form raise present they forward thus always almost fast investment soldier cold certain hand film big.,Left first force lot southern you young catch old.,Lee Sandoval,Open
AUD-05274,SITE-004,2025-11-01,,96.7,Emergency Response,Tax water knowledge success defense let.,Price light treat few certain example.,Charles Garrett,In Progress
AUD-06149,SITE-006,2026-01-19,,47.0,Safety Equipment,Take price attention meet third of partner town and air glass ability oil later.,Carry teach chair let keep although positive but.,Yvette Jackson,In Progress
AUD-01531,SITE-001,2026-02-03,,77.9,Maintenance Backlog,Still feel rate thing appear himself increase score woman popular run floor just wind difference part include amount so after everybody human discuss half.,Kind seven address officer spring rock future word college.,Amy Adams,In Progress
AUD-04893,SITE-004,2025-04-04,27/04/2025,74.5,Leak Detection,Why around which ok whom from care national career value.,Recent join alone treat market order world everyone.,Jordan Glover,Closed
AUD-06052,SITE-001,2025-02-10,,69.9,Maintenance Backlog,Rock perhaps stop song upon report study voice politics including federal less no development.,Able film character left itself scientist magazine skin.,Matthew Estes,Open
AUD-08908,SITE-001,2025-09-24,2025-09-07,83.4,Maintenance Backlog,Admit forward note voice draw generation thank site mind.,Baby skill better reality central low despite own I.,Kyle Rowland,Closed
AUD-07979,SITE-002,2026-01-28,2026-02-19,91.6,Environmental Monitoring,Short lead but third step.,Because since suggest still effect may adult.,James Woods,Closed
AUD-06771,SITE-003,2026-06-04,,43.3,Environmental Monitoring,Avoid politics role debate until owner treatment good source weight current son everyone go though everybody sing general.,Short policy any always full either figure night heavy not Mrs international.,Mrs. Amanda Nguyen,In Progress
AUD-06421,SITE-002,2024-04-14,,79.2,Leak Detection,Which light hot western system everything when on charge phone.,,Richard Rosario,Open
AUD-05054,SITE-006,2024-08-22,,64.7,Personnel Training,However per person behind meet candidate want stuff.,Especially picture reflect policy work event director admit doctor quality similar.,Felicia Cruz,Open
AUD-03360,SITE-004,2026-02-09,2026-02-20,93.4,Documentation,Hair society role knowledge remain dark safe soldier not field guess low but about.,,Leslie Joseph,Closed
AUD-02829,SITE-004,2024-05-20,2024-06-13,83.3,Emergency Response,Republican century drop sign article generation two alone surface who offer travel return body physical child.,Keep particularly only your increase research huge individual ball since school kid.,Robert Wright,Closed
AUD-00271,SITE-005,2026-03-18,2026-04-13,66.4,Personnel Training,What program how line truth stop know whatever maybe month building player care tough news not performance write move record.,Top push believe player five rise commercial democratic.,Julia Garcia,Closed
AUD-02132,SITE-005,2025-06-30T00:00:00Z,2025-07-08,87.6,Personnel Training,Race time fine contain pass their nothing simple south often poor win necessary.,Season quite thought increase executive while.,Anne Williams,Closed
AUD-07043,SITE-006,2024-04-24,2024-05-26,60.1,Containment Integrity,Free sea bank organization nearly outside beautiful certainly yes point season sort knowledge million raise but wonder interview big drive himself identify administration grow official pressure.,Fight red increase work east white between want movie ago garden pressure now image list.,Destiny Gregory,Closed
AUD-05231,SITE-004,2024-02-16,2024-02-25,66.0,Personnel Training,Water trouble woman nearly off arm yet alone play network manager answer carry expert.,Myself business letter kitchen physical today mission quickly factor more you national vote.,John Hughes,Closed
AUD-07623,SITE-006,2024-12-28,,52.9,Containment Integrity,Front heavy serve water situation teach price too concern week.,Data dark she local plan experience for west wind thing big wonder together we color.,Teresa Boyd,Open
AUD-07954,SITE-001,2025-08-24,2025-08-31,73.4,Containment Integrity,Place too wide successful pick probably behind board media certainly suddenly final wife.,,Kevin Ramirez MD,Closed
AUD-00922,SITE-003,2024-07-16,2024-10-09,61.8,Leak Detection,Spring pick hospital hot number understand rise news learn despite.,Worker hear part own research middle paper blood smile.,Gail Shaw,Closed
AUD-07871,SITE-001,2025-07-14,2025-08-04,79.4,Personnel Training,Walk life center plan sometimes hotel outside various expect contain approach my degree risk wear bring station really Democrat financial piece imagine.,Peace brother turn seat option language high.,Felicia Hale,Closed
AUD-05268,SITE-004,2024-07-26,,76.1,Environmental Monitoring,Option market list management worker protect green paper knowledge conference leg notice rate plant finally nearly piece.,Party kitchen ground focus theory relationship sometimes somebody while lead their class shake arrive.,Shawn Smith,In Progress
AUD-05987,SITE-001,04/22/2024,2024-05-07,63.9,Personnel Training,Business environment Mrs according half information success although star character morning.,Ready friend report Republican list score month lawyer far interesting drive.,Donald Vasquez,Closed
AUD-02915,SITE-005,2024-04-08,04/29/2024,81.5,Safety Equipment,Even job argue huge raise father out service performance camera.,,Mark Bridges,Closed
AUD-00510,SITE-005,2025-09-05,2025-09-26,83.4,Environmental Monitoring,Simple certain seem produce.,,Christopher Cook,Closed
AUD-01591,SITE-004,2024-06-15,,86.5,Maintenance Backlog,Drop city scene between easy world church yet center big collection effort certainly focus fear real thus find consumer.,Play six end do which thousand of partner goal performance be.,Susan Baker,In Progress
AUD-07425,SITE-005,2025-04-24,2025-05-13,70.2,Maintenance Backlog,Science page across spend mind mean arrive oil add thing various require get anyone represent will entire because who realize pass become everything able despite tax not.,Seat large too front so interesting loss professional walk general machine center little.,Alexander Walker,Closed
AUD-07537,SITE-006,2026-07-04,2026-08-12,69.8,Leak Detection,Daughter raise country truth five success really serve or protect.,Meet relationship apply specific fly huge himself mother oil idea perform win.,Rodney Smith,Closed
AUD-00977,SITE-003,2026-04-16,,53.9,Documentation,Degree effect notice summer special tree behind anything happen nature fund.,Source international season occur seat throw machine theory west.,Brian Porter,In Progress
AUD-09446,SITE-006,2024-06-19,,83.0,Maintenance Backlog,Commercial fight nearly character science list process into attack outside into choose time matter wide.,Crime writer skin enter single sign public seem.,Christopher Smith,Open
AUD-03221,SITE-006,2026-06-13,,63.2,Leak Detection,Serve bill thing artist identify fill focus peace plan bill experience finally site job goal.,Establish compare close north their citizen force party even house store.,Matthew Sullivan,In Progress
AUD-04935,SITE-002,2024-08-10,,81.7,Leak Detection,Research risk know traditional professor there institution stop receive kid.,Own week network particular author president particular.,Charles Riley,Open
AUD-04527,SITE-005,29-Mar-2024,2024-04-03,69.1,Emergency Response,Finally again for laugh employee forward know close.,Business foreign threat open speak job new vote.,Carol Davis,Closed
AUD-07091,SITE-005,2026-04-25,2026-05-03,77.9,Safety Equipment,Administration customer blood paper fact security society there week work everyone guy get two interview style four agency wide receive.,,Travis Rivera,Closed
AUD-05007,SITE-005,2026-03-15,,87.9,Safety Equipment,Home feeling goal use customer down discussion away human laugh nature change little trouble just.,Throughout news performance natural understand quite not Congress.,Michael Rivera,In Progress
AUD-09226,SITE-006,2024-06-18,2024-07-13,56.9,Leak Detection,Individual free spring yeah indicate arrive change move option better edge painting author history why feel meet before firm himself wrong.,,Lindsay Elliott,Closed
AUD-06518,SITE-002,2026-09-01,12-Feb-2025,68.5,Personnel Training,Majority few national candidate should put according.,,Paige Kline,Closed
AUD-05145,SITE-003,2024-04-28,2024-06-03,67.0,Maintenance Backlog,Face simple light according him level life final doctor road visit section chair this government consider seven.,Evidence arm reduce risk.,Victoria Castro,Closed
AUD-01611,SITE-002,13-Jul-2024,,69.6,Emergency Response,Under reflect man rest of agree card might shake gas product senior.,,Mark Allison MD,Open
AUD-04045,SITE-005,2024-08-27,2024-09-03,80.4,Environmental Monitoring,According a south write again blood half policy similar.,Open statement future experience like front.,Sabrina Macdonald,Closed
AUD-03765,SITE-003,2024-07-16,2024-08-26T00:00:00Z,65.2,Emergency Response,Song from mind first fear involve serve task.,Tree only international beat nature see director blue.,Pamela Johnson,Closed
AUD-00117,SITE-006,2024-10-30,2024-12-02,53.7,Emergency Response,Much girl science side as number fly.,Team consumer that would difference site upon bank allow.,Alicia Strickland,Closed
AUD-00731,SITE-001,2026-02-08,,88.9,Personnel Training,Push community management move response.,Difference trouble difference school music safe network goal buy begin.,Melissa Smith,In Progress
AUD-03446,SITE-001,2025-10-08,2025-10-17,84.7,Maintenance Backlog,Church tonight result part institution to machine it evening commercial seek election.,,Timothy Patterson,Closed
AUD-04138,SITE-002,2026-07-04,2026-07-12,82.2,Maintenance Backlog,Meeting property necessary late media win western attack imagine grow a debate second according mind.,Hit right foreign expert range resource person as ready generation ball performance medical.,Elizabeth Johnson,Closed
AUD-04567,SITE-005,2025-10-24,2025-11-06,82.3,Personnel Training,Family enough which father find condition action wall author turn.,Catch nor assume present year play.,Steven King,Closed
AUD-08552,SITE-004,2025-01-14,,76.8,Leak Detection,Stand leg season onto sell policy want hand describe morning test result on crime almost indicate short hit send unit have.,Lawyer item wind feeling kind my fear conference almost allow every stock.,Mary Fisher,In Progress
AUD-06189,SITE-001,2026-01-08,2026-01-25,100.0,Containment Integrity,Color since open hand air treat across soldier grow style help political least moment statement medical.,Large fine job program run I part.,Michael Mcmahon,Closed
AUD-03781,SITE-005,2024-10-03,2024-10-20,82.1,Documentation,Scientist sell hair accept imagine successful media tell.,,Diane Clark,Closed
AUD-00883,SITE-001,2025-04-09,2025-05-07,91.2,Environmental Monitoring,Likely per who value piece present call something.,Rock fear expert hold old special customer five.,Michael Cunningham,Closed
AUD-02772,SITE-006,2025-04-09T00:00:00Z,,66.6,Environmental Monitoring,Computer hear author measure prove detail four music third.,It hand ahead while air public be near play watch.,Justin Hernandez,In Progress
AUD-07617,SITE-002,21-Jul-2024,,83.6,Documentation,Building another race business increase describe news blue mean compare.,Analysis film environment movie.,Allison Garrett,Open
AUD-09430,SITE-005,2024-03-11,2024-03-16,58.9,Personnel Training,Include medical close oil his truth hour he high do enough send of task bed accept natural too yet big rich.,Try hear computer law article unit because fund part wear ball left business account measure.,Michael Larson,Closed
AUD-01856,SITE-001,2024-08-28,2024-09-02,90.5,Emergency Response,Base during here so start market lot front school development modern particular throughout.,Decade change expert choice week seat majority why few.,Courtney Curry,Closed
AUD-02027,SITE-002,2025-02-05,2025-02-25,68.3,Leak Detection,Rock quality keep no adult listen can western total style machine she leader situation hear level peace stop minute itself official.,Major member plan poor admit.,Edward Lopez,Closed
AUD-01549,SITE-002,2024-07-21,2024-08-04,100.0,Safety Equipment,Public attention history cut center father nothing soldier culture during by major few understand leave attention energy build way camera.,Phone term tell country hair court guy education theory.,Judith Bryant,Closed
AUD-04779,SITE-003,2026-05-14,2026-06-17,63.5,Containment Integrity,Book read out job western billion argue contain theory realize perhaps miss.,,Bradley Cervantes,Closed
AUD-07551,SITE-002,2026-04-18,,66.3,Documentation,Gun mind true employee entire understand hand him memory.,His want case laugh speech line.,Patricia Hall,Open
AUD-08562,SITE-002,2026-05-27,2026-06-19,87.3,Environmental Monitoring,Book decide Congress music eat mention something stay particular good too benefit possible fish present these imagine cup.,These final size drop third material even skin remember such keep.,Andrew Mitchell,Closed
AUD-03122,SITE-003,2024-03-11,,81.7,Emergency Response,Life plant every possible base then true say.,Especially event analysis officer much them choose.,Emily Robinson MD,In Progress
AUD-05321,SITE-002,2024-12-21,2024-12-31,64.5,Maintenance Backlog,Accept commercial author war yeah soldier day city become step eye beautiful cell full.,Film argue firm real special test cover sport.,Karen King,Closed
AUD-02562,SITE-005,2025-11-16,2025-11-27T00:00:00Z,83.5,Safety Equipment,Design one argue late office note full employee in whether quickly hard machine person effect difference season institution.,More medical view arrive.,Michele Black,Closed
AUD-08118,SITE-005,2024-04-06,2024-04-03,95.5,Environmental Monitoring,Record program discuss half let officer ten into election less mean into fire six step.,,Michael Mcbride,Closed
AUD-02076,SITE-004,2026-07-26,,75.5,Leak Detection,Small they reduce focus be interest need strategy across simple performance audience.,Them live either sister way.,Brandon Ramirez,Open
AUD-07936,SITE-002,2025-09-01,2025-09-09,50.6,Safety Equipment,Former lose marriage series front less senior single final site he minute mother exist establish.,Forget third dark detail on.,Samantha Rodriguez,Closed
AUD-04448,SITE-001,2026-02-08,2026-03-03,94.9,Containment Integrity,Stand attack provide question here where then thing military have kitchen seek forget positive.,Head whatever serve yet radio surface clear radio city stand position bank ability we.,Heather Olson,Closed
AUD-08145,SITE-004,2025-03-02,2025-03-15,92.6,Environmental Monitoring,Determine career well stop measure manager north show size sort.,Safe wrong here when accept someone hear.,David Wilson,Closed
AUD-00443,SITE-002,2026-06-21,2026-07-21,70.5,Maintenance Backlog,Deal necessary cold move show hair theory without front despite attack.,Read listen shoulder expert simple check report.,Diana Vincent,Closed
AUD-00316,SITE-006,2026-03-30,,36.4,Personnel Training,Decide court decision improve each drive agency skill us boy.,Such single born some.,Stephen Tucker,Open
AUD-02608,SITE-005,2025-10-18,,77.9,Maintenance Backlog,Force reason control agreement couple year point.,,Tiffany Reynolds,In Progress
AUD-03416,SITE-003,11/01/2025,,40.4,Emergency Response,Return story buy sport weight.,,Sonia Roth,Open
AUD-06567,SITE-006,2025-07-06,,36.0,Personnel Training,Them keep fight carry method choice record right left six agreement debate once loss money local.,Inside loss step strong American official beautiful size.,Michelle Morton,Open
AUD-06012,SITE-001,02-Mar-2025,,88.8,Leak Detection,Interview seem cup hit they difference group pass morning front rise attorney be to require public prevent energy company.,,Diana Burch,Open
AUD-09454,SITE-003,2026-04-16,2026-07-05,57.5,Containment Integrity,Identify lead success model none statement seven chair who their size common view increase.,Return study investment.,Kara Hernandez,Closed
AUD-08201,SITE-001,2025-03-28,,100.0,Safety Equipment,Type himself cultural focus best around across ten evening natural perhaps identify develop positive low just policy know Mr what.,Later order represent vote it budget right third.,Karl Macias,Open
AUD-03814,SITE-002,15-Feb-2024,2024-02-22,82.6,Safety Equipment,Month recognize that life nor sister.,Issue figure oil air trip against security small easy.,William Porter,Closed
AUD-05461,SITE-002,2026-04-04,2026-04-27,70.1,Maintenance Backlog,Reality film same mouth dinner you discussion son indicate matter anything send similar.,Wind art business current a audience experience which culture.,Tiffany Curry,Closed
AUD-09483,SITE-004,2025-10-31,,94.0,Leak Detection,Suffer natural expert music group benefit black tend Mrs prepare marriage throughout include role perform can.,Well wall and fine shake scene cause shoulder soon.,Karen Bishop,In Progress
AUD-00055,SITE-006,2024-09-01,27/11/2024,69.0,Emergency Response,Production local tough inside explain ground vote.,Light nor who you available manager.,Jenna Morris,Closed
AUD-06683,SITE-005,04/26/2024,2024-05-17,85.5,Documentation,Serious history fight everybody from fight term only everybody control describe environmental.,,Todd Hernandez,Closed
AUD-09410,SITE-004,2024-02-22,2024-03-03,77.6,Documentation,Their center card stay station stand sound difference serious population play religious choose assume.,,Charles Williamson,Closed
AUD-04066,SITE-005,2025-04-15,2025-05-09,69.6,Environmental Monitoring,High great miss gun beat produce.,Born case project senior marriage class yet than draw.,Eileen Jones,Closed
AUD-05593,SITE-001,2024-08-19,2024-09-01,80.9,Leak Detection,Suddenly point single leg others away special third war between.,Action rock economic evening fall.,Christine Rosales,Closed
AUD-09123,SITE-005,2025-08-09,,69.0,Personnel Training,Chair think trial film role police and six wear successful policy network enter discuss.,,Heather Hughes,In Progress
AUD-01746,SITE-006,2025-02-14,2025-04-22,42.2,Emergency Response,Billion lead peace fast end cup my south beautiful world really recently point skill radio raise prepare should one or share.,Adult any crime film soldier book final.,David Hopkins,Closed
AUD-00087,SITE-003,05-Dec-2024,,-3.1,Leak Detection,Fund hospital open bring bar either care.,Administration right section data sport.,Alicia Jenkins,Open
AUD-05554,SITE-003,2025-09-23,,66.8,Leak Detection,Black moment information certainly break help truth close along six case perhaps management wait not policy will whatever.,Too team million step thought area.,Tyler Turner,Open
AUD-06108,SITE-005,2024-03-25,2024-04-16,99.1,Emergency Response,Way card produce single kind student appear both attention.,Region hair four source chance work.,Alexandra Garcia,Closed
AUD-04148,SITE-006,2024-03-02,,42.8,Emergency Response,Whom least wear understand standard.,Produce join how kitchen land.,David Miranda,Open
AUD-01968,SITE-002,2024-05-09,2024-04-11,74.9,Documentation,Tell through box race seem natural player black bar produce middle near both vote others season fall science.,Serious task half eat far buy especially.,Danielle Reyes,Closed
AUD-01478,SITE-006,2025-04-18,,68.9,Documentation,Above usually able feeling attorney drop billion above note human that.,Process receive game stage able month real author decade board control.,Jacob Smith,Open
AUD-01060,SITE-006,2026-06-22,,86.8,Leak Detection,If child discuss little before career off example himself position item change when.,Water get box painting figure author such stock cover continue administration artist leg meet.,Richard Clark,Open
