record_id,dataset,issue_type,detail
INC-05669,incidents,dirty_label:severity,Low ->  Low
INC-05669,incidents,dirty_label:incident_type,Leak -> leak 
INC-05670,incidents,dirty_label:severity,Medium -> Medium 
INC-05672,incidents,dirty_label:severity,High -> HIGH
INC-05673,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Jul-2025
INC-05674,incidents,dirty_label:severity,Medium -> Med
INC-05675,incidents,dirty_label:incident_type,Fire -> fire
INC-05676,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-07T00:00:00Z
INC-05677,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Oct-2023
INC-05678,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Mar-2024
INC-05681,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-15T00:00:00Z
INC-05682,incidents,dirty_label:severity,Medium ->  medium
INC-05685,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/30/2025
INC-05687,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-05690,incidents,missing_required_field:severity,
INC-05690,incidents,future_date:incident_date,2026-08-20
INC-05695,incidents,dirty_label:severity,Medium -> Medium 
INC-05696,incidents,dirty_label:severity,Medium -> MEDIUM
INC-05697,incidents,dirty_label:severity,Medium -> MEDIUM
INC-05698,incidents,dirty_label:severity,Medium -> medium
INC-05700,incidents,dirty_label:severity,Critical -> CRITICAL
INC-05702,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-05703,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/07/2024
INC-05704,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Nov-2025
INC-05709,incidents,out_of_range:compliance_score,150.0
INC-05710,incidents,dirty_label:severity,High -> HIGH
INC-05710,incidents,dirty_label:incident_type,Spill -> Spill 
INC-05718,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/14/2025
INC-05720,incidents,dirty_label:severity,High -> Hi
INC-05722,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Nov-2024
INC-05725,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Apr-2026
INC-05726,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/02/2024
INC-05727,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/23/2023
INC-05736,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/14/2026
INC-05738,incidents,dirty_label:severity,High -> high
INC-05738,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 08-Jan-2025
INC-05739,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-05739,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/07/2023
INC-05740,incidents,dirty_label:incident_type,Leak -> leak 
INC-05741,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-09T00:00:00Z
INC-05741,incidents,missing_required_field:incident_type,
INC-05742,incidents,invalid_coordinates,longitude=284.566344 outside valid range
INC-05744,incidents,missing_required_field:incident_type,
INC-05745,incidents,dirty_label:severity,Medium -> medium
INC-05745,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/21/2023
INC-05746,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/08/2024
INC-05747,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/03/2024
INC-05750,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-25T00:00:00Z
INC-05753,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-05759,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-Jul-2025
INC-05762,incidents,dirty_label:severity,Critical -> CRITICAL
INC-05763,incidents,dirty_label:severity,Low -> low
INC-05763,incidents,future_date:incident_date,2026-08-28
INC-05764,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/02/2025
INC-05765,incidents,invalid_coordinates,latitude=120.850118 > 90
INC-05766,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-11T00:00:00Z
INC-05767,incidents,dirty_label:severity,Critical -> crit
INC-05767,incidents,dirty_label:incident_type,Spill -> SPILL
INC-05771,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/03/2024
INC-05773,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/11/2024
INC-05773,incidents,future_date:incident_date,2026-09-11
INC-05774,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-05775,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/06/2024
INC-05776,incidents,dirty_label:severity,Medium -> Med
INC-05776,incidents,missing_required_field:incident_type,
INC-05777,incidents,missing_required_field:incident_type,
INC-05786,incidents,invalid_coordinates,"coordinates (0,0)"
INC-05786,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-05787,incidents,dirty_label:severity,Medium ->  medium
INC-05788,incidents,dirty_label:severity,Medium -> Med
INC-05789,incidents,missing_required_field:severity,
INC-05792,incidents,dirty_label:severity,High -> high
INC-05792,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-14T00:00:00Z
INC-05793,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Nov-2024
INC-05794,incidents,dirty_label:severity,High -> high
INC-05797,incidents,dirty_label:severity,High ->  High
INC-05798,incidents,dirty_label:severity,Critical -> Crit
INC-05798,incidents,dirty_label:incident_type,Fire ->  fire
INC-05798,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Apr-2024
INC-05800,incidents,missing_required_field:severity,
INC-05802,incidents,missing_required_field:severity,
INC-05803,incidents,dirty_label:incident_type,Leak -> leak
INC-05807,incidents,dirty_label:incident_type,Spill ->  spill 
INC-05810,incidents,dirty_label:severity,High -> Hi
INC-05813,incidents,missing_required_field:incident_type,
INC-05815,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-May-2024
INC-05816,incidents,dirty_label:severity,Low -> Lo
INC-05817,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-26T00:00:00Z
INC-05818,incidents,future_date:incident_date,2026-08-28
INC-05819,incidents,dirty_label:severity,High ->  High
INC-05822,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/08/2023
INC-05823,incidents,dirty_label:incident_type,Fire -> Fire 
INC-05824,incidents,dirty_label:severity,Critical -> Crit
INC-05824,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/04/2024
INC-05825,incidents,out_of_range:compliance_score,150.0
INC-05827,incidents,dirty_label:severity,Low -> Lo
INC-05828,incidents,missing_required_field:severity,
INC-05829,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/02/2025
INC-05830,incidents,dirty_label:incident_type,Leak -> LEAK
INC-05833,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/03/2025
INC-05835,incidents,missing_required_field:severity,
INC-05836,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/02/2026
INC-05837,incidents,missing_required_field:severity,
INC-05839,incidents,dirty_label:incident_type,Leak -> LEAK
INC-05844,incidents,dirty_label:severity,High -> Hi
INC-05849,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/15/2026
INC-05850,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-05857,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/29/2025
INC-05863,incidents,missing_required_field:incident_type,
INC-05864,incidents,missing_required_field:severity,
INC-05864,incidents,missing_required_field:incident_type,
INC-05865,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Jan-2026
INC-05866,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-08-02T00:00:00Z
INC-05868,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/09/2024
INC-05871,incidents,dirty_label:incident_type,Leak -> LEAK
INC-05874,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 17/11/2025
INC-05875,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-08-28T00:00:00Z
INC-05875,incidents,missing_required_field:incident_type,
INC-05876,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/21/2025
INC-05877,incidents,dirty_label:severity,High ->  High
INC-05879,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-08T00:00:00Z
INC-05882,incidents,dirty_label:severity,Medium ->  medium
INC-05884,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-05885,incidents,dirty_label:incident_type,Spill -> spill
INC-05886,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Oct-2025
INC-05887,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/07/2024
INC-05888,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/13/2024
INC-05894,incidents,missing_required_field:incident_type,
INC-05895,incidents,future_date:incident_date,2026-08-23
INC-05896,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/15/2025
INC-05901,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Oct-2023
INC-05902,incidents,dirty_label:incident_type,Fire -> FIRE
INC-05906,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-05912,incidents,dirty_label:severity,Low -> LOW
INC-05913,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 11/05/2026
INC-05915,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-12T00:00:00Z
INC-05915,incidents,out_of_range:compliance_score,150.0
INC-05917,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-05919,incidents,out_of_range:compliance_score,-5.0
INC-05923,incidents,dirty_label:incident_type,Spill ->  spill 
INC-05923,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-14T00:00:00Z
INC-05926,incidents,missing_required_field:severity,
INC-05928,incidents,dirty_label:severity,Medium ->  medium
INC-05928,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-15T00:00:00Z
INC-05931,incidents,missing_required_field:incident_type,
INC-05933,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-05933,incidents,missing_required_field:severity,
INC-05936,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/03/2026
INC-05938,incidents,dirty_label:incident_type,Leak -> leak
INC-05940,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Aug-2023
INC-05940,incidents,missing_required_field:severity,
INC-05946,incidents,dirty_label:incident_type,Fire ->  fire
INC-05947,incidents,missing_required_field:incident_type,
INC-05951,incidents,missing_required_field:incident_type,
INC-05955,incidents,dirty_label:incident_type,Spill -> Spill 
INC-05956,incidents,dirty_label:severity,Low -> low
INC-05960,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-05960,incidents,missing_required_field:severity,
INC-05961,incidents,dirty_label:severity,High -> high
INC-05962,incidents,future_date:incident_date,2026-08-28
INC-05963,incidents,dirty_label:severity,Critical ->  Critical
INC-05964,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 03/03/2024
INC-05964,incidents,out_of_range:compliance_score,-5.0
INC-05965,incidents,missing_required_field:incident_type,
INC-05967,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/30/2023
INC-05969,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-29T00:00:00Z
INC-05971,incidents,missing_required_field:incident_type,
INC-05973,incidents,dirty_label:incident_type,Leak -> leak 
INC-05973,incidents,missing_required_field:incident_type,
INC-05974,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-08T00:00:00Z
INC-05975,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-05976,incidents,dirty_label:incident_type,Leak ->  Leak
INC-05976,incidents,out_of_range:compliance_score,115.7
INC-05977,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-12T00:00:00Z
INC-05978,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/06/2025
INC-05979,incidents,dirty_label:severity,Low -> low
INC-05979,incidents,out_of_range:compliance_score,115.7
INC-05980,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-05986,incidents,dirty_label:severity,High -> HIGH
INC-05986,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-Jun-2026
INC-05987,incidents,dirty_label:severity,High -> HIGH
INC-05987,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Jun-2025
INC-05988,incidents,dirty_label:incident_type,Fire -> FIRE
INC-05992,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/07/2023
INC-05992,incidents,out_of_range:compliance_score,-5.0
INC-05995,incidents,dirty_label:severity,Low -> Lo
INC-05998,incidents,future_date:incident_date,2026-07-25
INC-06001,incidents,invalid_coordinates,longitude=310.251643 outside valid range
INC-06002,incidents,invalid_coordinates,longitude=328.149465 outside valid range
INC-06004,incidents,missing_required_field:incident_type,
INC-06008,incidents,missing_required_field:severity,
INC-06013,incidents,dirty_label:severity,Low -> LOW
INC-06013,incidents,future_date:incident_date,2026-08-06
INC-06014,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-06014,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Oct-2025
INC-06015,incidents,future_date:incident_date,2026-07-31
INC-06017,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/03/2026
INC-06020,incidents,dirty_label:severity,High ->  High
INC-06022,incidents,dirty_label:incident_type,Fire -> fire
INC-06023,incidents,dirty_label:incident_type,Fire -> Fire 
INC-06027,incidents,dirty_label:severity,Critical -> CRITICAL
INC-06029,incidents,dirty_label:severity,High -> HIGH
INC-06029,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-02T00:00:00Z
INC-06031,incidents,missing_required_field:incident_type,
INC-06032,incidents,out_of_range:compliance_score,-12.3
INC-06035,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 18/12/2025
INC-06042,incidents,dirty_label:severity,High -> high
INC-06042,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 12/11/2023
INC-06042,incidents,missing_required_field:incident_type,
INC-06044,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-06051,incidents,dirty_label:severity,Low -> Lo
INC-06054,incidents,invalid_coordinates,"coordinates (0,0)"
INC-06057,incidents,dirty_label:incident_type,Fire -> fire
INC-06057,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Oct-2023
INC-06058,incidents,dirty_label:severity,Low -> Lo
INC-06059,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-06063,incidents,missing_required_field:incident_type,
INC-06064,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Aug-2025
INC-06064,incidents,future_date:incident_date,2026-08-05
INC-06066,incidents,dirty_label:severity,Medium ->  medium
INC-06066,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/03/2024
INC-06067,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Aug-2023
INC-06067,incidents,missing_required_field:incident_type,
INC-06069,incidents,dirty_label:incident_type,Fire -> FIRE
INC-06069,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/04/2025
INC-06071,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/05/2025
INC-06071,incidents,missing_required_field:incident_type,
INC-06073,incidents,dirty_label:severity,Critical ->  Critical
INC-06074,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Oct-2023
INC-06074,incidents,missing_required_field:severity,
INC-06076,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Sep-2023
INC-06078,incidents,dirty_label:severity,Low ->  Low
INC-06078,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-14T00:00:00Z
INC-06078,incidents,future_date:incident_date,2026-08-28
INC-06080,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-25T00:00:00Z
INC-06082,incidents,dirty_label:severity,Medium -> medium
INC-06083,incidents,dirty_label:severity,Medium -> Medium 
INC-06083,incidents,dirty_label:incident_type,Fire ->  fire
INC-06083,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/05/2024
INC-06083,incidents,missing_required_field:severity,
INC-06086,incidents,missing_required_field:severity,
INC-01536,incidents,duplicate_id,
INC-05757,incidents,duplicate_id,
INC-04433,incidents,duplicate_id,
INC-06059,incidents,duplicate_id,
INC-04816,incidents,duplicate_id,
INC-03391,incidents,duplicate_id,
INC-00641,incidents,duplicate_id,
INC-03400,incidents,duplicate_id,
INC-01956,incidents,duplicate_id,
INC-01368,incidents,duplicate_id,
INC-00254,incidents,duplicate_id,
INC-02476,incidents,duplicate_id,
INC-05627,incidents,duplicate_id,
INC-05857,incidents,duplicate_id,
INC-04722,incidents,duplicate_id,
INC-01557,incidents,duplicate_id,
INC-01498,incidents,duplicate_id,
INC-01020,incidents,duplicate_id,
INC-06030,incidents,duplicate_id,
INC-03129,incidents,duplicate_id,
INC-04018,incidents,duplicate_id,
INC-06010,incidents,duplicate_id,
INC-04984,incidents,duplicate_id,
INC-02706,incidents,duplicate_id,
INC-00973,incidents,duplicate_id,
INC-01099,incidents,duplicate_id,
INC-02755,incidents,duplicate_id,
INC-05876,incidents,duplicate_id,
INC-02777,incidents,duplicate_id,
INC-03898,incidents,duplicate_id,
INC-05700,incidents,duplicate_id,
INC-01302,incidents,duplicate_id,
INC-05821,incidents,duplicate_id,
INC-00228,incidents,duplicate_id,
INC-00172,incidents,duplicate_id,
INC-04650,incidents,duplicate_id,
INC-01230,incidents,duplicate_id,
INC-00710,incidents,duplicate_id,
INC-05740,incidents,duplicate_id,
INC-05107,incidents,duplicate_id,
INC-03456,incidents,duplicate_id,
INC-02668,incidents,duplicate_id,
INC-00675,incidents,duplicate_id,
INC-03158,incidents,duplicate_id,
INC-02510,incidents,duplicate_id,
INC-02101,incidents,duplicate_id,
INC-00954,incidents,duplicate_id,
INC-02638,incidents,duplicate_id,
INC-01440,incidents,duplicate_id,
INC-00186,incidents,duplicate_id,
INC-02799,incidents,duplicate_id,
INC-03404,incidents,duplicate_id,
INC-02354,incidents,duplicate_id,
INC-03195,incidents,duplicate_id,
INC-05672,incidents,duplicate_id,
INC-01524,incidents,duplicate_id,
INC-03862,incidents,duplicate_id,
INC-05438,incidents,duplicate_id,
INC-01047,incidents,duplicate_id,
INC-01990,incidents,duplicate_id,
INC-00374,incidents,duplicate_id,
INC-01013,incidents,duplicate_id,
INC-03733,incidents,duplicate_id,
INC-03619,incidents,duplicate_id,
INC-03351,incidents,duplicate_id,
INC-04536,incidents,duplicate_id,
INC-04290,incidents,duplicate_id,
INC-03679,incidents,duplicate_id,
INC-03583,incidents,duplicate_id,
INC-05433,incidents,duplicate_id,
INC-03004,incidents,duplicate_id,
INC-04857,incidents,duplicate_id,
INC-05476,incidents,duplicate_id,
INC-05237,incidents,duplicate_id,
INC-06090,incidents,duplicate_id,
INC-03402,incidents,duplicate_id,
INC-01016,incidents,duplicate_id,
INC-02150,incidents,duplicate_id,
INC-01731,incidents,duplicate_id,
INC-05168,incidents,duplicate_id,
INC-01508,incidents,duplicate_id,
INC-03153,incidents,duplicate_id,
INC-05596,incidents,duplicate_id,
INC-05187,incidents,duplicate_id,
INC-04248,incidents,duplicate_id,
INC-03399,incidents,duplicate_id,
INC-01369,incidents,duplicate_id,
INC-01297,incidents,duplicate_id,
INC-03507,incidents,duplicate_id,
INC-05770,incidents,duplicate_id,
INC-00925,incidents,duplicate_id,
AUD-00009,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 09-May-2024
AUD-00014,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 06-Jul-2026
AUD-00016,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 01/09/2025
AUD-00017,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 03/12/2025
AUD-00018,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 09/06/2026
AUD-00020,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-09-08T00:00:00Z
AUD-00021,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 22-Jun-2025
AUD-00021,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-28T00:00:00Z
AUD-00022,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/24/2024
AUD-00024,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-06T00:00:00Z
AUD-00031,audits,closed_before_inspection,closed=2025-05-24 < inspection=2025-06-01
AUD-00032,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 12-Apr-2024
AUD-00033,audits,closed_before_inspection,closed=2025-01-06 < inspection=2025-02-05
AUD-00034,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-26T00:00:00Z
AUD-00034,audits,closed_before_inspection,closed=2025-04-28 < inspection=2025-05-02
AUD-00036,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 01/08/2024
AUD-00039,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/22/2026
AUD-00041,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/11/2026
AUD-00044,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 12-Dec-2024
AUD-00046,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 06-Feb-2024
AUD-00049,audits,closed_before_inspection,closed=2025-11-08 < inspection=2025-11-25
AUD-00056,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 05/06/2025
AUD-00056,audits,closed_before_inspection,closed=2025-03-31 < inspection=2025-04-14
AUD-00060,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 12/07/2024
AUD-00064,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 04/10/2025
AUD-00064,audits,closed_before_inspection,closed=2025-03-22 < inspection=2025-03-29
AUD-00067,audits,out_of_range:compliance_score,-7.5
AUD-00069,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-05T00:00:00Z
AUD-00074,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/27/2025
AUD-00078,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 07/04/2026
AUD-00078,audits,out_of_range:compliance_score,-7.1
AUD-00079,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 14/07/2026
AUD-00081,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 03/13/2025
AUD-00082,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-22T00:00:00Z
AUD-00082,audits,out_of_range:compliance_score,-3.4
AUD-00085,audits,closed_before_inspection,closed=2026-06-14 < inspection=2026-06-19
AUD-00086,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 24-Jul-2025
AUD-00088,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-21T00:00:00Z
AUD-00090,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 05/02/2024
AUD-00094,audits,closed_before_inspection,closed=2024-12-12 < inspection=2024-12-26
AUD-00096,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 22/10/2025
AUD-00102,audits,out_of_range:compliance_score,104.0
AUD-00105,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 05-May-2024
AUD-00113,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-11T00:00:00Z
AUD-00118,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 01/11/2026
AUD-00123,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 15/08/2024
AUD-00123,audits,mixed_date_format:closed_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-11T00:00:00Z
AUD-00124,audits,out_of_range:compliance_score,-2.7
AUD-00125,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 30/04/2024
AUD-00129,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 06/01/2025
AUD-00146,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-18T00:00:00Z
AUD-00147,audits,closed_before_inspection,closed=2025-07-20 < inspection=2025-08-07
AUD-00148,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/08/2024
AUD-00161,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 11/04/2026
AUD-00169,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-06T00:00:00Z
AUD-00175,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 08/26/2024
AUD-00177,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 05/08/2024
AUD-00179,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 08/01/2025
AUD-00179,audits,closed_before_inspection,closed=2024-11-24 < inspection=2024-12-23
AUD-00184,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 18/04/2025
AUD-00188,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 05-Dec-2024
AUD-00189,audits,out_of_range:compliance_score,-3.2
AUD-00190,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 11-May-2026
AUD-00191,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 11/07/2026
AUD-00208,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/07/2024
AUD-00214,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/18/2026
AUD-00215,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 24-Aug-2024
AUD-00216,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 14/05/2024
AUD-00227,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/21/2025
AUD-00227,audits,mixed_date_format:closed_date,used format %d/%m/%Y: 17/05/2025
AUD-00231,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 25/06/2026
AUD-00231,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 30-Jun-2026
AUD-00233,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 20-May-2024
AUD-00234,audits,out_of_range:compliance_score,104.3
AUD-00234,audits,closed_before_inspection,closed=2026-04-13 < inspection=2026-04-28
AUD-00244,audits,mixed_date_format:inspection_date,used format %d/%m/%Y: 30/07/2024
AUD-00245,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 15-Nov-2025
AUD-00252,audits,future_date:inspection_date,2026-08-07
AUD-00254,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-08T00:00:00Z
AUD-00254,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 07/20/2026
AUD-00257,audits,mixed_date_format:inspection_date,used format %d-%b-%Y: 07-Mar-2024
AUD-00257,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 04-Apr-2024
AUD-00258,audits,mixed_date_format:closed_date,used format %d-%b-%Y: 15-Feb-2026
AUD-00263,audits,mixed_date_format:closed_date,used format %m/%d/%Y: 12/25/2025
AUD-00264,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 06/19/2025
AUD-00274,audits,closed_before_inspection,closed=2025-11-13 < inspection=2025-12-07
AUD-00276,audits,mixed_date_format:inspection_date,used format %m/%d/%Y: 02/23/2024
AUD-00278,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-19T00:00:00Z
AUD-00283,audits,mixed_date_format:inspection_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-02T00:00:00Z
