reading_id,timestamp,site,pipeline_section,pressure_psi,flow_rate_bph,temperature_celsius,valve_status,sensor_id
TEL-001521,2026-05-19T20:50:40,SITE-002,Section D — Sinendet Lateral,228.5,2894.5,20.5,Open,SNS-014
TEL-002725,2026-06-10T20:09:14,SITE-002,Section B — Nairobi-Nakuru Spur,337.4,1961.1,36.3,Open,SNS-004
TEL-003050,2026-06-16T09:49:54,SITE-004,Section F — Kisumu Terminal Link,385.8,4724.8,33.8,Closed,SNS-007
TEL-001386,2026-05-17T11:19:21,SITE-005,Section A — Mombasa-Nairobi Main,482.5,2238.7,38.7,Closed,SNS-007
TEL-000439,2026-04-30T12:13:37,SITE-002,Section D — Sinendet Lateral,327.3,2900.5,35.3,Partially Open,SNS-013
TEL-000143,2026-04-25T07:37:03,SITE-002,Section E — Makueni Branch,443.4,2231.2,24.6,Closed,SNS-001
TEL-002140,2026-05-30T20:11:06,SITE-001,Section A — Mombasa-Nairobi Main,413.5,2722.9,33.5,Partially Open,SNS-012
TEL-003624,2026-06-26T13:45:00,SITE-005,Section B — Nairobi-Nakuru Spur,372.5,3230.8,29.6,Open,SNS-007
TEL-004388,2026-07-11T00:58:44,SITE-001,Section F — Kisumu Terminal Link,418.7,1895.0,23.2,Open,SNS-013
TEL-001824,2026-05-25T02:11:07,SITE-002,Section A — Mombasa-Nairobi Main,511.3,2474.2,31.5,Closed,SNS-010
TEL-001775,2026-05-24T01:18:15,SITE-001,Section E — Makueni Branch,472.2,3936.8,31.6,Open,SNS-001
TEL-002359,2026-06-03T22:35:04,SITE-007,Section F — Kisumu Terminal Link,-24.6,2624.8,28.9,Partially Open,SNS-014
TEL-002571,2026-06-07T20:58:20,SITE-007,Section E — Makueni Branch,371.3,3229.4,32.3,Open,SNS-011
TEL-002396,2026-06-04T14:21:27,SITE-004,Section A — Mombasa-Nairobi Main,401.9,3004.3,27.1,Closed,SNS-011
TEL-003015,2026-06-15T10:31:16,SITE-006,Section A — Mombasa-Nairobi Main,351.7,3445.2,31.6,Closed,SNS-014
TEL-001135,2026-05-13T08:19:07,SITE-003,Section C — Nakuru-Eldoret Extension,540.8,3062.2,30.3,Partially Open,SNS-012
TEL-004317,2026-07-09T16:59:32,SITE-004,Section E — Makueni Branch,469.3,4410.6,31.4,Partially Open,SNS-002
TEL-003467,2026-06-23T16:58:03,SITE-003,Section F — Kisumu Terminal Link,433.5,4687.5,39.9,Open,SNS-011
TEL-001491,2026-05-19T06:04:21,SITE-005,Section D — Sinendet Lateral,380.2,3191.8,20.6,Partially Open,SNS-010
TEL-004607,2026-07-14T18:25:23,SITE-001,Section D — Sinendet Lateral,391.1,3480.5,21.7,Closed,SNS-013
TEL-003697,2026-06-27T21:41:23,SITE-002,Section A — Mombasa-Nairobi Main,473.3,3517.4,23.6,Open,SNS-003
TEL-003928,2026-07-02T11:14:15,SITE-004,Section A — Mombasa-Nairobi Main,418.8,2454.0,27.6,Open,SNS-003
TEL-001448,2026-05-18T11:24:18,Kisumu term,Section E — Makueni Branch,343.8,3370.5,28.7,Open,SNS-002
TEL-001014,2026-05-10T23:29:29,SITE-002,Section C — Nakuru-Eldoret Extension,212.2,3710.6,31.3,Partially Open,SNS-002
TEL-004779,2026-07-17T11:25:40,SITE-006,Section F — Kisumu Terminal Link,322.7,2609.8,21.0,Closed,SNS-007
TEL-004231,2026-07-08T10:27:32,SITE-007,Section A — Mombasa-Nairobi Main,390.9,3144.6,30.1,Open,SNS-010
TEL-000568,2026-05-02T23:06:51,SITE-002,Section C — Nakuru-Eldoret Extension,336.8,3255.2,28.6,Open,SNS-004
TEL-004857,2026-07-18T20:33:12,SITE-002,Section E — Makueni Branch,465.1,2864.9,32.1,Partially Open,SNS-014
TEL-002929,2026-06-13T21:38:29,SITE-001,Section A — Mombasa-Nairobi Main,448.9,2546.5,30.4,Open,SNS-013
TEL-001294,2026-05-15T23:04:47,Nairobi term,Section F — Kisumu Terminal Link,457.3,3168.5,29.2,Open,SNS-011
TEL-004044,2026-07-04T21:04:17,SITE-001,Section D — Sinendet Lateral,399.9,3346.6,41.8,Closed,SNS-003
TEL-004032,2026-07-04T14:57:31,SITE-005,Section F — Kisumu Terminal Link,404.6,4158.3,38.0,Closed,SNS-004
TEL-003871,2026-07-01T08:28:20,SITE-002,Section E — Makueni Branch,338.2,2199.7,28.3,Closed,SNS-010
TEL-004618,2026-07-14T21:28:34,SITE-002,Section D — Sinendet Lateral,397.5,3365.0,32.0,Closed,SNS-008
TEL-003044,2026-06-16T05:13:26,KISUMU,Section D — Sinendet Lateral,359.0,5000.0,28.5,Open,SNS-008
TEL-002865,2026-06-12T22:03:20,SITE-003,Section C — Nakuru-Eldoret Extension,401.2,2605.5,31.2,Open,SNS-001
TEL-000904,2026-05-08T20:01:01,SITE-004,Section E — Makueni Branch,453.0,3653.4,26.6,Partially Open,SNS-013
TEL-004631,2026-07-14T23:53:28,SITE-004,Section A — Mombasa-Nairobi Main,372.9,2332.3,30.7,Open,SNS-011
TEL-004982,2026-07-21T13:44:25,SITE-004,Section F — Kisumu Terminal Link,493.5,3783.2,32.4,Closed,SNS-005
TEL-004589,2026-07-14T11:19:39,SITE-002,Section B — Nairobi-Nakuru Spur,326.3,4390.6,23.4,Partially Open,SNS-006
TEL-000708,2026-05-05T04:51:10,SITE-006,Section B — Nairobi-Nakuru Spur,452.1,3038.9,24.0,Closed,SNS-009
TEL-004021,2026-07-04T12:00:07,SITE-006,Section C — Nakuru-Eldoret Extension,380.8,2755.6,37.9,Partially Open,SNS-008
TEL-000612,2026-05-03T14:55:31,Eldoret  Terminal,Section C — Nakuru-Eldoret Extension,413.0,1847.2,42.2,Open,SNS-013
TEL-004087,2026-07-05T14:45:49,SITE-002,Section F — Kisumu Terminal Link,369.3,3398.3,31.7,Open,SNS-009
TEL-003632,2026-06-26T21:12:13,SITE-005,Section B — Nairobi-Nakuru Spur,481.5,2697.4,27.4,Closed,SNS-001
TEL-003815,2026-06-30T04:40:38,NRB Terminal,Section C — Nakuru-Eldoret Extension,317.9,2590.1,33.2,Partially Open,SNS-011
TEL-000279,2026-04-27T22:14:42,SITE-004,Section F — Kisumu Terminal Link,,2889.7,26.8,Partially Open,SNS-012
TEL-001596,2026-05-21T04:33:23,SITE-003,Section C — Nakuru-Eldoret Extension,414.5,4146.2,22.4,Partially Open,SNS-005
TEL-002495,2026-06-06T14:58:53,SITE-004,Section A — Mombasa-Nairobi Main,440.9,3719.0,24.4,Partially Open,SNS-012
TEL-004342,2026-07-10T04:29:43,SITE-001,Section D — Sinendet Lateral,237.1,2962.1,31.1,Open,SNS-012
TEL-002392,2026-06-04T13:01:13,SITE-007,Section F — Kisumu Terminal Link,532.2,2745.2,33.4,Closed,SNS-010
TEL-002317,2026-06-03T01:02:42,SITE-002,Section A — Mombasa-Nairobi Main,386.5,3357.7,40.7,Open,SNS-004
TEL-001540,2026-05-20T03:56:36,SITE-005,Section A — Mombasa-Nairobi Main,354.4,2372.7,36.6,Closed,SNS-006
TEL-002125,2026-05-30T15:19:24,KSM Terminal,Section E — Makueni Branch,329.2,3255.6,30.7,Open,SNS-014
TEL-002985,2026-06-14T20:29:57,SITE-006,Section A — Mombasa-Nairobi Main,333.8,3170.3,34.4,Open,SNS-011
TEL-003206,2026-06-18T23:22:56,SITE-003,Section C — Nakuru-Eldoret Extension,394.4,2815.9,33.9,Open,SNS-006
TEL-001268,2026-05-15T14:15:03,SITE-002,Section D — Sinendet Lateral,559.0,2887.4,35.0,Closed,SNS-005
TEL-003635,2026-06-26T22:49:49,SITE-007,Section B — Nairobi-Nakuru Spur,450.0,4457.9,31.8,Open,SNS-009
TEL-002407,2026-06-04T21:36:31,SITE-007,Section E — Makueni Branch,374.8,3250.6,19.7,Open,SNS-013
TEL-003391,2026-06-22T04:51:51,SITE-006,Section F — Kisumu Terminal Link,493.2,3651.0,31.8,Closed,SNS-005
TEL-002167,2026-05-31T07:52:59,SITE-007,Section D — Sinendet Lateral,440.4,1791.7,42.3,Partially Open,SNS-009
TEL-003707,2026-06-28T01:09:52,SITE-003,Section B — Nairobi-Nakuru Spur,491.7,3598.2,27.6,Open,SNS-009
TEL-002642,2026-06-09T08:46:19,SITE-007,Section F — Kisumu Terminal Link,403.2,2244.4,31.0,Open,SNS-014
TEL-001074,2026-05-12T01:52:43,SITE-003,Section F — Kisumu Terminal Link,286.5,2779.5,34.9,Open,SNS-005
TEL-000340,2026-04-29T02:19:49,SITE-002,Section C — Nakuru-Eldoret Extension,481.3,2052.0,34.9,Closed,SNS-010
TEL-000974,2026-05-10T07:33:36,SITE-006,Section F — Kisumu Terminal Link,338.0,1697.2,28.6,Closed,SNS-003
TEL-003094,2026-06-17T02:44:28,SITE-001,Section C — Nakuru-Eldoret Extension,372.6,1000.0,31.4,Closed,SNS-005
TEL-003533,2026-06-24T20:41:51,SITE-004,Section E — Makueni Branch,343.3,2813.7,21.6,Open,SNS-003
TEL-001684,2026-05-22T15:02:10,Thange section,Section A — Mombasa-Nairobi Main,440.4,2543.0,26.0,Open,SNS-003
TEL-003217,2026-06-19T02:50:46,SITE-001,Section C — Nakuru-Eldoret Extension,458.0,3532.3,33.7,Closed,SNS-013
TEL-002786,2026-06-11T16:00:22,SITE-004,Section C — Nakuru-Eldoret Extension,408.2,4377.5,34.5,Closed,SNS-012
TEL-000317,2026-04-28T14:07:11,SITE-002,Section F — Kisumu Terminal Link,404.2,3404.4,21.6,Open,SNS-007
TEL-003425,2026-06-22T18:55:28,SITE-006,Section A — Mombasa-Nairobi Main,351.2,3446.2,29.0,Open,SNS-009
TEL-003794,2026-06-29T14:49:48,SITE-007,Section D — Sinendet Lateral,439.6,3293.0,26.8,Closed,SNS-011
TEL-002784,2026-06-11T14:22:04,SITE-007,Section C — Nakuru-Eldoret Extension,394.0,3632.8,26.8,Partially Open,SNS-003
TEL-001605,2026-05-21T07:31:04,SITE-004,Section D — Sinendet Lateral,426.5,2717.1,18.8,Open,SNS-008
TEL-000227,2026-04-26T23:16:44,Eldoret  Terminal,Section B — Nairobi-Nakuru Spur,453.3,3299.0,37.9,Open,SNS-008
TEL-001286,2026-05-15T20:51:24,SITE-007,Section E — Makueni Branch,504.7,3034.6,33.3,Partially Open,SNS-004
TEL-000689,2026-05-04T19:30:58,SITE-002,Section A — Mombasa-Nairobi Main,296.1,2425.8,34.4,Open,SNS-009
TEL-000666,2026-05-04T10:09:10,SITE-007,Section C — Nakuru-Eldoret Extension,353.4,3504.2,45.0,Open,SNS-002
TEL-002793,2026-06-11T19:02:30,SITE-006,Section A — Mombasa-Nairobi Main,337.0,2340.9,34.0,Closed,SNS-005
TEL-000012,2026-04-23T07:20:52,SITE-004,Section C — Nakuru-Eldoret Extension,545.6,3419.9,27.9,Partially Open,SNS-007
TEL-004125,2026-07-06T09:59:10,NKR Depot,Section B — Nairobi-Nakuru Spur,315.9,1771.0,23.3,Open,SNS-003
TEL-004928,2026-07-20T07:06:10,SITE-004,Section B — Nairobi-Nakuru Spur,302.6,1734.5,34.5,Closed,SNS-007
TEL-001666,2026-05-22T07:50:35,SITE-001,Section F — Kisumu Terminal Link,400.9,2662.6,27.6,Closed,SNS-010
TEL-004453,2026-07-12T05:43:13,SITE-005,Section F — Kisumu Terminal Link,364.1,2732.6,16.8,Open,SNS-014
TEL-004853,2026-07-18T18:47:39,ELDORET,Section C — Nakuru-Eldoret Extension,400.1,3279.8,42.2,Partially Open,SNS-005
TEL-003022,2026-06-15T18:13:49,SITE-005,Section D — Sinendet Lateral,406.3,3129.3,27.7,Open,SNS-012
TEL-004924,2026-07-20T04:22:51,SITE-005,Section F — Kisumu Terminal Link,465.3,3041.5,32.8,Closed,SNS-014
TEL-004632,2026-07-14T23:53:53,SITE-003,Section E — Makueni Branch,390.1,3000.0,36.1,Open,SNS-006
TEL-003727,2026-06-28T10:01:02,SITE-005,Section D — Sinendet Lateral,414.2,2564.8,27.8,Open,SNS-007
TEL-000558,2026-05-02T18:27:06,SITE-007,Section B — Nairobi-Nakuru Spur,433.2,2611.9,19.7,Closed,SNS-010
TEL-003109,2026-06-17T10:03:08,SITE-002,Section D — Sinendet Lateral,355.7,3260.3,28.8,Closed,SNS-002
TEL-003783,2026-06-29T12:17:01,SITE-005,Section C — Nakuru-Eldoret Extension,388.8,3506.2,30.0,Open,SNS-003
TEL-004094,2026-07-05T19:51:45,SITE-002,Section F — Kisumu Terminal Link,563.0,3581.9,29.2,Open,SNS-010
TEL-000498,2026-05-01T16:58:19,SITE-004,Section D — Sinendet Lateral,450.5,1463.7,22.4,Open,SNS-007
TEL-001702,2026-05-22T20:31:14,SITE-002,Section E — Makueni Branch,442.9,1999.4,39.8,Open,SNS-011
TEL-000625,2026-05-03T18:35:21,MSA Terminal,Section E — Makueni Branch,549.2,3175.4,36.8,Closed,SNS-005
TEL-001854,2026-05-25T14:41:29,SITE-004,Section C — Nakuru-Eldoret Extension,456.6,2099.7,29.8,Partially Open,SNS-005
TEL-002772,2026-06-11T10:34:31,SITE-007,Section E — Makueni Branch,503.6,1638.3,19.5,Partially Open,SNS-002
TEL-004183,2026-07-07T14:24:56,SITE-007,Section A — Mombasa-Nairobi Main,361.5,2730.0,36.0,Partially Open,SNS-005
TEL-002988,2026-06-14T22:15:00,SITE-003,Section A — Mombasa-Nairobi Main,,2101.0,32.3,Closed,SNS-012
TEL-002881,2026-06-13T02:30:31,SITE-001,Section D — Sinendet Lateral,399.0,2652.2,24.9,Partially Open,SNS-010
TEL-002936,2026-06-14T00:33:04,SITE-002,Section B — Nairobi-Nakuru Spur,467.5,2861.6,16.3,Open,SNS-007
TEL-000779,2026-05-06T16:06:14,SITE-006,Section C — Nakuru-Eldoret Extension,448.6,3205.5,28.0,Open,SNS-006
TEL-004530,2026-07-13T14:53:23,SITE-001,Section A — Mombasa-Nairobi Main,438.6,2531.2,18.9,Open,SNS-011
TEL-003542,2026-06-25T00:07:09,SITE-004,Section D — Sinendet Lateral,403.5,4036.5,37.5,Closed,SNS-013
TEL-001732,2026-05-23T05:07:48,SITE-002,Section E — Makueni Branch,560.0,2535.3,27.4,Open,SNS-002
TEL-000570,2026-05-03T00:04:31,SITE-003,Section C — Nakuru-Eldoret Extension,280.6,3779.5,36.2,Open,SNS-008
TEL-001544,2026-05-20T05:21:38,Nakuru  Depot,Section D — Sinendet Lateral,275.2,2596.8,20.1,Closed,SNS-001
TEL-003763,2026-06-29T04:19:18,SITE-001,Section C — Nakuru-Eldoret Extension,433.6,2815.7,25.0,Partially Open,SNS-013
TEL-002677,2026-06-10T00:52:37,SITE-006,Section E — Makueni Branch,273.3,1000.0,25.5,Closed,SNS-013
TEL-004031,2026-07-04T14:48:20,Nairobi term,Section D — Sinendet Lateral,380.3,2624.0,23.7,Open,SNS-011
TEL-002636,2026-06-09T06:15:21,SITE-003,Section D — Sinendet Lateral,402.7,3198.2,25.2,Open,SNS-013
TEL-000695,2026-05-04T21:58:12,SITE-006,Section D — Sinendet Lateral,529.2,3462.1,32.7,Closed,SNS-004
TEL-002751,2026-06-11T03:15:34,SITE-006,Section F — Kisumu Terminal Link,1408.8,3374.1,29.6,Closed,SNS-008
TEL-004660,2026-07-15T12:36:58,SITE-004,Section C — Nakuru-Eldoret Extension,268.7,2955.8,24.9,Open,SNS-002
TEL-000830,2026-05-07T11:38:22,SITE-003,Section D — Sinendet Lateral,512.2,5000.0,22.9,Open,SNS-006
TEL-001719,2026-05-23T02:15:06,SITE-006,Section E — Makueni Branch,429.3,4040.2,34.2,Closed,SNS-011
TEL-003458,2026-06-23T12:58:03,SITE-007,Section A — Mombasa-Nairobi Main,373.6,3617.8,22.1,Open,SNS-010
TEL-001452,2026-05-18T14:03:20,SITE-007,Section E — Makueni Branch,282.0,1918.8,25.7,Partially Open,SNS-007
TEL-001804,2026-05-24T15:56:51,SITE-003,Section C — Nakuru-Eldoret Extension,351.4,2357.3,41.0,Open,SNS-002
TEL-004020,2026-07-04T11:24:14,SITE-001,Section E — Makueni Branch,514.5,3382.0,29.9,Closed,SNS-006
TEL-000853,2026-05-07T21:12:57,SITE-007,Section D — Sinendet Lateral,334.5,2463.1,28.2,Open,SNS-006
TEL-001969,2026-05-27T22:05:08,SITE-005,Section B — Nairobi-Nakuru Spur,338.6,,36.3,Closed,SNS-008
TEL-003102,2026-06-17T06:53:14,Kisumu term,Section F — Kisumu Terminal Link,389.8,3890.3,34.3,Open,SNS-004
TEL-002277,2026-06-02T07:47:01,SITE-001,Section A — Mombasa-Nairobi Main,274.1,3056.1,35.4,Closed,SNS-004
TEL-003997,2026-07-04T00:13:50,SITE-003,Section D — Sinendet Lateral,287.4,3016.6,32.4,Closed,SNS-010
TEL-003342,2026-06-21T08:19:46,SITE-006,Section E — Makueni Branch,365.3,2010.2,37.4,Closed,SNS-001
TEL-002009,2026-05-28T13:22:30,SITE-003,Section E — Makueni Branch,514.4,3021.4,24.6,Closed,SNS-007
TEL-004103,2026-07-05T23:04:01,SITE-007,Section C — Nakuru-Eldoret Extension,391.1,2650.0,33.9,Open,SNS-013
TEL-004768,2026-07-17T06:03:48,Eldoret term,Section C — Nakuru-Eldoret Extension,363.7,1484.1,32.0,Partially Open,SNS-003
TEL-003619,2026-06-26T12:27:40,SITE-002,Section B — Nairobi-Nakuru Spur,353.0,1862.5,25.2,Open,SNS-010
TEL-000391,2026-04-29T16:32:49,NAKURU,Section B — Nairobi-Nakuru Spur,398.5,3242.6,35.8,Open,SNS-002
TEL-004851,2026-07-18T18:13:46,SITE-002,Section F — Kisumu Terminal Link,362.9,2794.2,34.1,Open,SNS-003
TEL-003221,2026-06-19T04:07:41,SITE-002,Section E — Makueni Branch,312.9,,16.3,Open,SNS-006
TEL-002066,2026-05-29T14:18:34,SITE-007,Section E — Makueni Branch,406.5,2453.3,31.0,Open,SNS-010
TEL-004261,2026-07-08T20:18:59,SITE-002,Section C — Nakuru-Eldoret Extension,345.2,1000.0,24.6,Closed,SNS-007
TEL-004703,2026-07-16T02:32:40,SITE-004,Section C — Nakuru-Eldoret Extension,343.7,2536.7,28.2,Closed,SNS-006
TEL-002834,2026-06-12T07:55:42,mombasa terminal,Section A — Mombasa-Nairobi Main,488.9,2574.7,37.9,Partially Open,SNS-005
TEL-003460,2026-06-23T13:05:14,SITE-007,Section E — Makueni Branch,266.1,3961.9,29.8,Partially Open,SNS-006
TEL-004313,2026-07-09T14:41:27,SITE-001,Section D — Sinendet Lateral,424.5,2825.1,32.7,Closed,SNS-012
TEL-001812,2026-05-24T19:45:40,SITE-005,Section B — Nairobi-Nakuru Spur,,2145.1,38.1,Open,SNS-014
TEL-002723,2026-06-10T19:46:56,SITE-002,Section F — Kisumu Terminal Link,273.4,3763.2,30.6,Partially Open,SNS-009
TEL-003806,2026-06-29T22:21:59,SITE-001,Section A — Mombasa-Nairobi Main,484.2,3662.5,27.5,Open,SNS-007
TEL-001259,2026-05-15T10:15:59,SITE-002,Section A — Mombasa-Nairobi Main,399.5,3177.1,40.1,Open,SNS-003
TEL-003139,2026-06-17T19:17:39,nakuru depot,Section B — Nairobi-Nakuru Spur,294.8,3296.3,34.7,Open,SNS-007
TEL-004855,2026-07-18T19:30:27,SITE-007,Section B — Nairobi-Nakuru Spur,458.6,4228.7,20.1,Open,SNS-007
TEL-001603,2026-05-21T07:06:44,SITE-006,Section F — Kisumu Terminal Link,476.2,1662.8,28.9,Closed,SNS-008
TEL-002398,2026-06-04T15:55:08,SITE-006,Section F — Kisumu Terminal Link,458.5,3607.5,32.6,Closed,SNS-003
TEL-003887,2026-07-01T14:58:21,SITE-002,Section D — Sinendet Lateral,329.5,3480.8,32.4,Closed,SNS-011
TEL-002746,2026-06-11T01:33:29,SITE-005,Section D — Sinendet Lateral,335.5,2307.5,40.5,Open,SNS-006
TEL-004769,2026-07-17T06:16:04,SITE-004,Section B — Nairobi-Nakuru Spur,371.7,3162.9,26.0,Closed,SNS-006
TEL-002997,2026-06-15T02:14:57,SITE-005,Section B — Nairobi-Nakuru Spur,321.3,1358.4,36.8,Open,SNS-003
TEL-000940,2026-05-09T15:13:38,SITE-001,Section F — Kisumu Terminal Link,313.1,3358.2,30.9,Partially Open,SNS-001
TEL-002545,2026-06-07T09:46:28,KSM Terminal,Section B — Nairobi-Nakuru Spur,427.3,3253.6,28.0,Partially Open,SNS-011
TEL-001872,2026-05-25T22:25:57,SITE-006,Section E — Makueni Branch,278.6,2822.7,42.6,Open,SNS-001
TEL-002664,2026-06-09T15:49:14,SITE-006,Section E — Makueni Branch,324.2,2400.7,18.7,Closed,SNS-002
TEL-001850,2026-05-25T11:38:07,SITE-005,Section B — Nairobi-Nakuru Spur,462.1,1000.0,24.5,Partially Open,SNS-014
TEL-002926,2026-06-13T21:07:03,SITE-004,Section F — Kisumu Terminal Link,578.3,1457.9,33.2,Open,SNS-005
TEL-004043,2026-07-04T20:51:21,SITE-003,Section B — Nairobi-Nakuru Spur,377.2,3821.4,43.6,Open,SNS-005
TEL-003239,2026-06-19T13:00:34,SITE-002,Section F — Kisumu Terminal Link,410.0,3318.2,24.5,Open,SNS-008
TEL-002931,2026-06-13T22:54:17,SITE-002,Section A — Mombasa-Nairobi Main,315.2,3903.0,29.6,Closed,SNS-003
TEL-000147,2026-04-25T10:05:27,SITE-003,Section D — Sinendet Lateral,425.7,2852.9,34.0,Open,SNS-004
TEL-003530,2026-06-24T19:37:06,SITE-005,Section A — Mombasa-Nairobi Main,418.7,2113.6,15.6,Partially Open,SNS-009
TEL-004659,2026-07-15T12:22:50,SITE-004,Section F — Kisumu Terminal Link,431.6,1530.4,23.1,Open,SNS-006
TEL-001750,2026-05-23T15:06:08,Nairobi term,Section B — Nairobi-Nakuru Spur,349.2,3164.9,31.8,Closed,SNS-002
TEL-000267,2026-04-27T16:12:59,Mombasa term,Section E — Makueni Branch,513.9,2293.8,28.3,Open,SNS-012
TEL-003149,2026-06-17T22:54:56,Mombasa  Terminal,Section B — Nairobi-Nakuru Spur,477.4,3236.6,31.0,Closed,SNS-009
TEL-002707,2026-06-10T12:40:20,SITE-006,Section A — Mombasa-Nairobi Main,355.9,2057.4,29.8,Partially Open,SNS-010
TEL-001790,2026-05-24T08:28:39,SITE-001,Section D — Sinendet Lateral,422.8,3995.0,27.8,Open,SNS-014
TEL-000620,2026-05-03T16:27:23,SITE-004,Section F — Kisumu Terminal Link,518.4,3477.1,20.2,Open,SNS-003
TEL-003336,2026-06-21T05:12:44,SITE-007,Section F — Kisumu Terminal Link,400.8,2543.5,31.3,Open,SNS-006
TEL-003369,2026-06-21T16:39:35,SITE-006,Section C — Nakuru-Eldoret Extension,235.3,2782.4,42.1,Closed,SNS-013
TEL-002094,2026-05-30T02:56:25,SITE-007,Section B — Nairobi-Nakuru Spur,277.9,2499.3,21.8,Partially Open,SNS-007
TEL-000665,2026-05-04T09:01:56,SITE-001,Section C — Nakuru-Eldoret Extension,340.5,2325.7,28.7,Open,SNS-007
TEL-003768,2026-06-29T06:01:41,SITE-003,Section B — Nairobi-Nakuru Spur,462.3,4141.5,27.0,Partially Open,SNS-001
TEL-003301,2026-06-20T11:53:56,SITE-006,Section D — Sinendet Lateral,454.8,,31.3,Closed,SNS-004
TEL-003111,2026-06-17T10:29:36,SITE-003,Section B — Nairobi-Nakuru Spur,543.1,3095.0,26.9,Open,SNS-005
TEL-000684,2026-05-04T17:48:25,SITE-006,Section A — Mombasa-Nairobi Main,344.8,2447.8,40.7,Partially Open,SNS-013
TEL-001485,2026-05-19T04:15:53,SITE-004,Section B — Nairobi-Nakuru Spur,377.8,2113.7,38.6,Partially Open,SNS-009
TEL-000858,2026-05-07T23:40:54,NAKURU,Section D — Sinendet Lateral,463.0,3735.0,32.0,Open,SNS-009
TEL-000478,2026-05-01T06:40:16,SITE-004,Section B — Nairobi-Nakuru Spur,394.1,2822.8,33.2,Closed,SNS-011
TEL-004348,2026-07-10T07:05:20,SITE-001,Section A — Mombasa-Nairobi Main,317.7,4020.9,24.4,Closed,SNS-002
TEL-004664,2026-07-15T13:23:13,SITE-002,Section C — Nakuru-Eldoret Extension,475.3,3021.8,34.9,Closed,SNS-005
TEL-004722,2026-07-16T12:09:17,SITE-004,Section B — Nairobi-Nakuru Spur,363.8,3312.1,27.3,Partially Open,SNS-010
TEL-000834,2026-05-07T13:15:45,SITE-005,Section E — Makueni Branch,332.8,2844.8,27.5,Closed,SNS-007
TEL-003243,2026-06-19T14:04:50,SITE-005,Section C — Nakuru-Eldoret Extension,399.8,3440.3,34.4,Closed,SNS-013
TEL-002497,2026-06-06T16:22:16,SITE-006,Section C — Nakuru-Eldoret Extension,291.5,3052.1,28.7,Open,SNS-009
TEL-003821,2026-06-30T08:18:02,SITE-005,Section C — Nakuru-Eldoret Extension,404.4,2467.1,26.2,Closed,SNS-013
TEL-001945,2026-05-27T11:22:13,SITE-003,Section B — Nairobi-Nakuru Spur,389.1,4256.2,25.1,Open,SNS-010
TEL-003921,2026-07-02T08:25:07,SITE-001,Section B — Nairobi-Nakuru Spur,264.5,2640.0,30.5,Closed,SNS-009
TEL-003700,2026-06-27T22:57:13,SITE-006,Section F — Kisumu Terminal Link,251.3,2708.3,38.8,Partially Open,SNS-012
TEL-003807,2026-06-29T23:25:23,SITE-006,Section F — Kisumu Terminal Link,321.6,2426.4,28.9,Partially Open,SNS-008
TEL-002339,2026-06-03T14:32:24,KSM Terminal,Section C — Nakuru-Eldoret Extension,436.5,4363.4,22.6,Open,SNS-011
TEL-000977,2026-05-10T08:39:40,SITE-007,Section F — Kisumu Terminal Link,502.7,2456.3,32.0,Partially Open,SNS-004
TEL-003515,2026-06-24T13:35:08,SITE-003,Section A — Mombasa-Nairobi Main,464.7,2254.8,35.1,Closed,SNS-002
TEL-001077,2026-05-12T03:10:16,SITE-007,Section D — Sinendet Lateral,525.4,1950.3,27.8,Closed,SNS-014
TEL-000423,2026-04-30T05:15:54,SITE-001,Section E — Makueni Branch,292.8,3925.0,18.2,Open,SNS-005
TEL-001142,2026-05-13T10:24:02,SITE-001,Section C — Nakuru-Eldoret Extension,440.6,1793.4,18.7,Closed,SNS-010
TEL-000180,2026-04-26T05:27:30,SITE-001,Section A — Mombasa-Nairobi Main,495.5,3123.3,28.8,Closed,SNS-009
TEL-000868,2026-05-08T05:55:41,SITE-002,Section F — Kisumu Terminal Link,457.6,2873.5,22.7,Open,SNS-004
TEL-002205,2026-06-01T01:31:18,SITE-001,Section B — Nairobi-Nakuru Spur,383.3,3942.2,28.7,Open,SNS-014
TEL-003232,2026-06-19T08:52:09,SITE-007,Section A — Mombasa-Nairobi Main,331.1,3891.6,28.1,Closed,SNS-003
TEL-002531,2026-06-07T05:00:54,SITE-002,Section B — Nairobi-Nakuru Spur,416.2,2822.4,24.1,Closed,SNS-003
TEL-002071,2026-05-29T16:20:53,SITE-001,Section A — Mombasa-Nairobi Main,391.1,2654.3,30.6,Closed,SNS-004
TEL-003577,2026-06-25T15:30:31,SITE-003,Section D — Sinendet Lateral,510.3,3398.5,23.0,Open,SNS-001
TEL-000310,2026-04-28T12:19:37,SITE-003,Section D — Sinendet Lateral,511.3,2900.4,28.3,Partially Open,SNS-001
TEL-003368,2026-06-21T16:34:47,SITE-005,Section E — Makueni Branch,439.2,2862.2,31.1,Open,SNS-013
TEL-003315,2026-06-20T21:26:38,SITE-002,Section F — Kisumu Terminal Link,510.6,,43.3,Open,SNS-001
TEL-001024,2026-05-11T04:23:29,SITE-007,Section A — Mombasa-Nairobi Main,297.5,2570.2,27.3,Partially Open,SNS-002
TEL-001697,2026-05-22T18:45:30,SITE-006,Section F — Kisumu Terminal Link,459.8,2906.7,33.8,Closed,SNS-013
TEL-002112,2026-05-30T07:22:58,SITE-005,Section F — Kisumu Terminal Link,420.7,4471.3,31.8,Open,SNS-010
