incident_id,site,latitude,longitude,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-02905,SITE-004,-0.286943,36.065655,2025-06-08,Equipment Failure,Medium,75.6,Money toward consider all.,,15.6,Under Investigation
INC-00995,SITE-006,0.064855,35.440682,2025-04-30,Leak,High,61.8,Old six capital scientist technology answer at control.,Operator Error,5.2,Closed
INC-02129,SITE-007,-0.121377,34.744721,2025-09-11T00:00:00Z,Equipment Failure,Medium,64.9,Message time natural finish community particularly senior wish.,Sensor Malfunction,10.6,Closed
INC-00684,SITE-003,-2.300424,37.836014,04/09/2026,Spill,low,90.7,Herself dinner several keep hope law along order serious lot view.,Third-party Damage,5.8,Under Investigation
INC-02073,SITE-005,0.498681,35.25681,2026-04-15,Spill,Medium,79.3,Range education ahead beat second.,Third-party Damage,8.7,Closed
INC-01515,SITE-005,0.546321,35.288911,24/07/2025,Spill,High,55.8,Action wait factor.,Corrosion,5.4,Open
INC-02883,SITE-003,-2.306382,37.858294,2026-06-24,Equipment Failure,Medium,58.8,Certainly surface agreement fall audience take parent main act ready college course throughout resource little.,Material Fatigue,9.6,Open
INC-02272,SITE-003,-2.273367,37.82369,2025-03-31,Fire,Critical,33.9,Memory they high sort term director individual Congress sure very long sell whatever drug.,Material Fatigue,2.1,Under Investigation
INC-02590,SITE-006,0.031928,35.434811,25/10/2023,LEAK,Critical,58.0,Southern politics popular action true foot leg leg yourself matter argue through project try sell.,Valve Failure,6.1,Closed
INC-01915,SITE-006,0.072548,35.42273,2024-01-28,Leak,High,-5.0,Return begin personal election condition watch.,Material Fatigue,16.8,Closed
INC-02092,SITE-002,-4.062736,39.659961,2026-01-16,Equipment Failure,High,54.9,Statement feeling war activity provide could state.,,3.1,Closed
INC-01927,SITE-001,-1.30791,36.836307,2025-12-06,Leak,Low,86.1,Land window these candidate pattern myself clear.,Sensor Malfunction,6.9,Under Investigation
INC-00734,SITE-001,-1.309655,36.842266,2024-07-12,Spill,High,59.5,Act recognize compare single certain get put both window develop film.,Material Fatigue,3.5,Closed
INC-01194,SITE-003,-2.263399,37.828064,2023-11-27,,Medium,74.7,Near certainly better trouble draw player like follow about company modern.,Corrosion,16.3,Open
INC-00289,SITE-003,-2.315203,37.827525,2025-03-05,Leak, Critical,43.1,Already fear travel red whatever.,Corrosion,3.8,Under Investigation
INC-03717,SITE-003,-2.277626,37.821842,2024-11-01,Leak,Medium,77.9,Hour style thing expert wonder wear environment example something leave manager specific tax.,Operator Error,4.2,Closed
INC-02253,SITE-004,-0.330777,36.052072,2026-01-06,Equipment Failure,Low,82.6,Operation speak adult view name still visit century suggest.,Material Fatigue,7.8,Under Investigation
INC-03413,SITE-005,0.501348,35.246346,25-Mar-2024,Near Miss,Medium,77.4,Close reach company she mission realize.,Valve Failure,6.9,Closed
INC-02827,SITE-004,-0.325942,36.067259,2023-12-20,Near Miss,Medium,72.6,Person development anything behind before control me business win than letter police better manage quickly order.,,1.5,Open
INC-03986,SITE-003,-2.278862,37.868077,2025-03-06,Equipment Failure,Critical,43.3,If least property not house approach base guess born window.,Corrosion,8.7,Open
INC-03885,SITE-001,-1.272648,36.841586,2026-06-02,Near Miss,Medium,78.8,Issue of admit.,Operator Error,2.2,Open
INC-03367,SITE-006,0.014027,35.424047,2026-03-03,Fire,High,45.5,Line data hour hundred half medical herself second series time soldier.,Corrosion,8.2,Closed
INC-01339,SITE-002,-4.06795,39.6992,2026-10-05,Fire,High,55.0,Find guy property you message Mrs beat class rise Congress when claim edge break represent.,Third-party Damage,1.5,Under Investigation
INC-01716,SITE-003,-2.26195,37.857158,2026-05-31,Leak,Medium,99.0,History institution usually page manager word again even different.,Corrosion,25.2,Open
INC-01936,SITE-007,-0.085222,34.750619,2026-06-22,Leak,Medium,76.1,Message clearly term who lay trip eight how who could already fish.,Material Fatigue,9.0,Under Investigation
INC-02638,SITE-007,-0.126833,34.7844,2024-02-04,Oil Leak,Critical,25.7,You fear TV chance study take free.,Corrosion,16.6,Under Investigation
INC-04517,SITE-006,0.070827,35.469379,28/04/2025,Leak,High,-5.0,Couple able control public happen low for fund approach agree this stuff as.,,14.6,Under Investigation
INC-04852,SITE-005,0.500104,35.29366,2026-03-10,Fire,Hi,68.7,Billion specific me enter left before prove happen third hit heart.,Third-party Damage,2.3,Closed
INC-01987,SITE-001,-1.318379,36.836691,2023-12-08T00:00:00Z, Leak,Medium,75.6,Significant tonight can discussion cost list because.,,9.5,Closed
INC-01153,SITE-002,-4.03271,39.693754,2024-01-27,Near Miss,Medium,74.1,Beyond north Mrs need.,Third-party Damage,16.5,Closed
INC-06011,SITE-003,-2.312069,37.861174,2024-10-01,Spill,Medium,68.4,Worker worry figure forget day century hour allow wrong most enter top never.,Operator Error,6.2,Under Investigation
INC-01677,SITE-005,0.543083,35.289236,2026-01-26,Near Miss,High,52.4,Modern college successful author camera home.,Third-party Damage,5.5,Open
INC-05626,SITE-007,-0.112533,34.787846,2025-03-01,,Medium,76.1,Everyone might card vote purpose wrong deal consumer from best give.,Sensor Malfunction,4.6,Closed
INC-02796,SITE-007,-0.131257,34.774447,2024-06-03,Near Miss,Low,84.4,Before throughout appear condition catch right kitchen I weight attorney must there practice.,,8.6,Open
INC-02951,SITE-004,-0.27534,36.093943,2025-01-29,LEAK,Medium,59.4,Offer make lose anything walk bill its food keep only born firm set think until several.,Operator Error,9.5,Closed
INC-03080,SITE-003,-2.268942,37.826493,2025-09-27,Near Miss,Lo,96.9,During as financial degree magazine report event prepare.,Third-party Damage,1.6,Under Investigation
INC-00311,SITE-006,0.022384,35.469003,2024-11-11T00:00:00Z,,Medium,78.4,Tell agree surface investment none.,Corrosion,10.4,Closed
INC-03867,SITE-007,-0.073182,34.739855,2025-09-27T00:00:00Z,Equipment Failure,High,50.5,Wait north parent well difficult simple hotel sea economic follow spring pretty camera billion discuss mention radio pay side.,Valve Failure,8.9,Closed
INC-05176,SITE-006,0.022634,35.470425,2025-12-29,Near Miss,Critical,29.0,Ground south toward people end successful every issue with common bank bag.,Material Fatigue,6.3,Open
INC-05780,SITE-006,0.018463,35.433953,2024-07-13,Spill,High,57.3,Teacher lot ask day itself week PM region the very perhaps morning away.,,10.9,Open
INC-04457,SITE-002,-4.036893,39.6935,2023-09-01,equipment failure,Low,98.8,Learn cause customer American conference event system force he same gun.,Third-party Damage,10.5,Closed
INC-02299,SITE-003,-2.302535,37.835713,2024-11-19,Leak,High,55.8,General early trade major simple pretty campaign yourself where some have exactly.,Corrosion,18.6,Under Investigation
INC-01747,SITE-005,0.533197,35.24295,2024-01-01,Near Miss,Low,91.4,Picture too behind hair rock indeed thus commercial herself along option product nor light job.,Material Fatigue,6.6,Under Investigation
INC-02696,SITE-002,-4.03369,39.694982,2024-12-02,Leak,Medium,81.8,Maybe product group himself degree offer modern me.,Material Fatigue,6.1,Open
INC-05538,SITE-006,0.055663,35.432642,08/22/2024,Equipment Failure,Medium,78.7,Head protect loss involve maintain.,Corrosion,1.8,Under Investigation
INC-05900,SITE-004,-0.326741,36.066962,2024-12-20,Equipment Failure,Medium,68.9,Likely opportunity under yard involve range art sign deal if up look note within that.,,15.6,Open
INC-00951,SITE-004,-0.317159,36.068579,2023-10-04T00:00:00Z,Equipment Failure,Critical,66.2,Treat message each your choose despite case network determine also would religious would chair right live great high drop against.,Material Fatigue,4.1,Under Investigation
INC-04455,SITE-005,0.490767,35.241672,2025-12-01,Near Miss,Low,86.6,None explain pretty serious raise none authority much.,Operator Error,17.1,Closed
INC-03731,SITE-002,-4.02851,39.652225,14/05/2025,Equipment Failure,High,70.5,Again major recently people through learn worker air soldier behind adult.,Material Fatigue,15.1,Closed
INC-05448,SITE-002,-4.03682,39.699113,06/10/2025,Equipment Failure,Low,87.0,Seem real affect human back southern central.,Third-party Damage,5.0,Under Investigation
INC-04631,SITE-003,-2.311054,37.829955,2024-01-08,Leak,Critical,43.0,Weight father market fast with candidate space nearly data.,Valve Failure,4.6,Under Investigation
INC-05779,SITE-002,-4.022616,39.69531,2025-04-06,Spill,Medium,62.1,Tonight hundred now road check other participant meeting.,Third-party Damage,15.9,Closed
INC-01011,SITE-001,-1.315031,36.846826,15/04/2025,Equipment Failure,High,53.0,Chance ask we media admit last list responsibility.,Material Fatigue,7.1,Open
INC-03862,SITE-003,-2.266398,37.874552,2025-10-13,Equipment Failure,Low,80.6,Him personal contain conference there exist simply we safe white talk physical.,Corrosion,7.7,Open
INC-04620,SITE-004,-0.329359,36.05026,2026-05-05T00:00:00Z,Equipment Failure,,99.5,Evening she ago young knowledge fast move situation note.,Operator Error,12.5,Closed
INC-05283,SITE-002,-4.062466,39.699545,2024-04-21,Spill,,83.7,Know quality smile morning guy language accept example your remember.,Sensor Malfunction,18.4,Open
INC-02255,SITE-001,-1.273473,36.800989,2024-07-21,Near Miss,High,67.1,Region exist let too case.,Sensor Malfunction,14.0,Closed
INC-00492,SITE-005,0.496033,35.292152,2024-10-04,Equipment Failure,High,69.3,Somebody hit knowledge know open marriage by about so attack.,Corrosion,5.5,Closed
INC-02770,SITE-006,0.028617,35.474535,27/02/2024,Equipment Failure,High,60.3,Decade audience somebody beautiful drive provide final appear produce for Mrs people summer.,Sensor Malfunction,4.4,Closed
INC-03115,SITE-002,-4.028475,39.697409,2026-10-19,Spill,,76.8,Service year senior peace increase particularly.,Sensor Malfunction,6.3,Open
INC-04877,SITE-007,-0.078482,34.778902,2025-12-03,Equipment Failure,Low,87.5,Management detail glass easy democratic street entire anyone news later onto single sell.,Corrosion,1.1,Open
INC-00176,SITE-006,0.053585,35.478466,2025-08-30, spill ,Med,68.7,Up mind whether from prove commercial respond pick follow same ready region begin present.,Operator Error,25.8,Closed
INC-05919,SITE-006,0.031077,35.466507,2024-06-19,Equipment Failure,Critical,-5.0,Company should future gun employee sea discover dinner leader coach let.,Third-party Damage,4.6,Under Investigation
INC-05636,SITE-006,0.01968,35.466193,2024-10-02T00:00:00Z,Leak,,53.4,Realize agency see evidence represent music significant step special.,Valve Failure,8.9,Open
INC-02817,SITE-007,-0.074964,34.782464,2026-04-07,Leak,low ,87.9,Make market identify option television while.,Valve Failure,4.4,Open
INC-01612,SITE-004,-0.277752,36.097376,2024-06-02,Equipment Failure,Medium,84.8,Dog build city experience billion member seat address always back attorney whatever.,Operator Error,12.5,Closed
INC-05265,SITE-002,-4.06042,39.702859,2026-04-20,Spill,Low,92.2,Model various read maintain hospital popular garden smile he ok.,Operator Error,3.7,Open
INC-01462,SITE-002,-4.021442,39.689663,2025-04-14,Spill,HIGH,-12.3,Local player marriage.,,6.4,Under Investigation
INC-03512,SITE-007,-0.078016,34.743911,2025-06-02,Near Miss,Hi,60.3,Occur age soldier through teacher maintain say be visit prove magazine economic among group catch record.,,3.8,Open
INC-03500,SITE-004,-0.314936,36.056359,22-Mar-2026,Near Miss,Critical,50.3,Join responsibility indicate letter lay including material somebody wind hand consider though treat.,,11.9,Under Investigation
INC-03980,SITE-005,0.493171,35.280432,22/01/2026,Near Miss,High,63.7,President stay large speech tough common test in require.,Third-party Damage,8.8,Under Investigation
INC-04071,SITE-005,0.53065,35.28511,2025-11-16,Leak,Low,92.5,May movement analysis east tree affect involve land operation measure history.,Material Fatigue,7.5,Under Investigation
INC-04636,SITE-003,-2.274604,37.836371,2025-03-31,Fire,High,71.9,Operation check look wear pretty wear security western.,Third-party Damage,1.2,Closed
INC-00817,SITE-006,0.023243,35.436342,2023-11-03,Equipment Failure,High,53.3,Sit decision develop born all hair already design tell military your.,Third-party Damage,7.5,Open
INC-05711,SITE-002,-4.025772,39.689827,2024-06-12,Equipment Failure,Low,89.1,Church factor friend meet my represent current cup particularly concern investment.,Sensor Malfunction,2.9,Open
INC-02012,SITE-004,-0.290208,36.057571,07-Sep-2025,Near Miss,Critical,60.9,With recent medical building each.,Corrosion,15.2,Closed
INC-04839,SITE-004,-0.27829,36.100178,2025-06-22,Near Miss,Critical,36.8,Short quickly truth government body the decision attention city street nature drop skill.,Third-party Damage,8.4,Open
INC-01102,SITE-002,-4.022798,39.658421,2024-06-09,Leak,Medium,71.5,Keep hospital unit mouth participant choice place his give television.,Valve Failure,1.0,Under Investigation
INC-00935,SITE-006,0.057131,35.429098,2024-01-01,Fire,Critical,35.7,Draw hope onto network possible responsibility.,Material Fatigue,12.0,Under Investigation
INC-05304,SITE-006,0.015421,35.432439,15-Oct-2024,Near Miss,Medium,65.5,Expert guy keep popular statement pay religious eight maybe line million international.,Corrosion,1.1,Closed
INC-03320,SITE-006,0.057687,35.47003,2025-07-12,Near  Miss,High,71.4,Health speak himself reflect man world talk improve while moment above report several.,Valve Failure,6.1,Under Investigation
INC-06031,SITE-004,-0.320142,36.06516,2024-10-16,,Low,84.1,Bit collection though set fact director fast agree.,Operator Error,34.4,Under Investigation
INC-00503,SITE-003,-2.301819,37.874518,2025-07-09,,Critical,25.3,Number language here which surface instead.,Operator Error,2.7,Open
INC-05514,SITE-003,-2.302298,37.869228,26-Feb-2024,Fire ,,70.3,Include night threat north gas resource medical financial.,Operator Error,4.0,Under Investigation
INC-03465,SITE-002,-4.022712,39.66311,10/14/2024,Fire,High,59.3,Establish thus down stage lay consider able determine might cause.,Corrosion,2.5,Under Investigation
INC-00053,SITE-006,0.015959,35.474683,2024-11-25,Leak,Hi,58.0,Natural event worker support new maybe black ask such hard PM life.,Material Fatigue,8.6,Open
INC-05913,SITE-002,-4.067363,39.687297,11/05/2026,Leak,Medium,65.6,Interesting campaign official enough day important realize investment base.,Sensor Malfunction,9.1,Under Investigation
INC-02713,SITE-007,-0.080717,34.79131,2025-04-30,,Low,82.2,Dinner service citizen cup home expect environmental coach road over hard perhaps.,Valve Failure,8.6,Closed
INC-04987,SITE-001,-1.266297,36.800615,11-Jun-2025,Near Miss,Medium,61.3,Field bad ok choose cell market interview career.,Material Fatigue,6.1,Closed
INC-00968,SITE-007,-0.115884,34.785274,2026-06-29,Spill,Low,85.7,Dinner wrong subject rise including answer long nature wrong consider.,Corrosion,4.9,Open
INC-02137,SITE-006,0.070044,35.429377,2024-10-07,fire,Medium,68.7,He yet sport minute these themselves understand relate.,Sensor Malfunction,7.2,Open
INC-04539,SITE-002,-4.062185,39.687073,2024-11-21,Fire,,84.8,Receive strong hand try hotel situation about continue performance glass write summer challenge check until hold money others.,Material Fatigue,0.8,Closed
INC-03174,SITE-002,-4.059085,39.685515,2024-01-04,,Low,91.4,Thank dream rather budget each Democrat class current system them director test charge.,Material Fatigue,4.1,Under Investigation
INC-00440,SITE-003,-2.264095,37.871467,2024-08-12T00:00:00Z,Fire,Low,80.6,Question group off night phone approach economy hundred herself image chair number area party visit.,Sensor Malfunction,21.7,Under Investigation
INC-06049,SITE-004,-0.281187,36.109985,2026-04-21,Leak,Medium,75.3,Despite section factor up south.,Valve Failure,7.4,Under Investigation
INC-04772,SITE-005,0.501235,35.285677,2024-04-14,Leak,HIGH,54.2,Mrs must walk reason meeting shake every.,Corrosion,3.9,Closed
INC-01002,SITE-007,-0.081066,34.778727,2025-08-02,Fire,Medium,86.1,Happen art husband them bad care most.,Operator Error,12.4,Closed
INC-04401,SITE-003,-2.309016,37.826742,2023-09-13,Near Miss,High,77.5,Yourself people anything PM above none or fear author effort increase.,,14.8,Under Investigation
INC-05578,SITE-002,-4.022021,39.661153,2025-08-04,Equipment Failure,High,66.8,Whether management boy run drug shake finally environment measure.,Corrosion,8.9,Open
INC-03675,SITE-003,-2.305129,37.825067,2025-03-30,Near Miss,High,51.2,Police black thus spring life evidence significant usually night once full.,,5.1,Under Investigation
INC-00813,SITE-005,0.493355,35.296742,2026-03-17,Equipment Failure,MEDIUM,63.7,Business recognize rather always direction sure agreement their war player movie make rule effect individual.,Valve Failure,6.8,Closed
INC-02051,SITE-003,-2.265038,37.865731,2024-05-23T00:00:00Z,Leak,Critical,38.5,Information deep court rich if force with in bank his.,,7.7,Under Investigation
INC-02222,SITE-001,-1.276025,36.801191,2025-02-21,Leak,Medium,79.7,Option crime sport knowledge listen dinner study long.,,5.3,Open
INC-00301,SITE-001,-1.272533,36.797944,2025-07-13,Fire,,75.3,Detail imagine whether great anything professional sometimes court group become rest exist born budget.,Sensor Malfunction,10.3,Open
INC-00305,SITE-005,0.504999,35.290086,2026-02-10,Leak,Medium,72.4,Rich from trade thousand sound part recent people last table feel performance rather school.,Sensor Malfunction,6.2,Under Investigation
INC-01068,SITE-002,-4.032111,39.645717,2025-03-31,Fire,Medium,69.4,Have audience make deal community knowledge quickly partner since by able half.,Corrosion,12.7,Closed
INC-02375,SITE-002,-4.072309,39.690548,2024-08-18,Near Miss,Low,96.4,Team ball risk rather for state admit amount often.,Third-party Damage,7.9,Open
INC-02729,SITE-005,0.487832,35.283589,2025-01-12,Fire,Low,93.6,Last once house us.,Material Fatigue,2.6,Under Investigation
INC-05661,SITE-005,0.534645,35.248527,2025-02-09,Equipment Failure,Crit,60.2,Current church among effort far assume enough.,Sensor Malfunction,9.7,Closed
INC-04568,SITE-004,-0.278996,36.099462,2026-05-07,Spill,High,53.5,Thus run she light fear management protect.,Sensor Malfunction,5.1,Closed
INC-00194,SITE-003,-2.277793,37.87468,2026-01-29,Near Miss,Medium,74.8,Former not decade movement fear Republican treat sport fight.,,12.3,Closed
INC-00370,SITE-002,-4.061568,39.689059,2024-10-28,Spill,High,58.9,Movement will quality two then participant maintain sound might describe choose.,Material Fatigue,5.5,Closed
INC-01118,SITE-002,-4.031772,39.69113,03/15/2025,Equipment Failure,Low,81.8,Government whole some national standard question same billion hundred indicate go practice born.,,2.7,Closed
INC-03466,SITE-006,0.06953,35.423199,2026-07-19,Spill,Medium,60.9,Candidate into plant player especially agree improve unit.,Corrosion,14.1,Under Investigation
INC-00883,SITE-004,-0.329751,36.058264,2026-07-05,Equipment Failure,Medium,73.8,End officer figure bank final would dinner oil.,Corrosion,9.6,Closed
INC-01274,SITE-006,0.030903,35.468959,2026-08-10,Leak,High,37.8,Program get reveal expert many blood customer east who.,,19.2,Open
INC-04001,SITE-006,0.066993,35.429213,2026-05-09,Spill,Critical,44.6,When south strong whom important general it table really.,Valve Failure,5.0,Open
INC-06040,SITE-005,0.536582,35.291669,2023-09-11,Near Miss,Medium,52.3,Learn up unit southern weight coach get range commercial young trade actually check.,Sensor Malfunction,6.3,Open
INC-04107,SITE-003,-2.312369,37.876999,2024-03-11,Spill,Medium,73.0,Senior thing choice must century development direction since make.,Operator Error,9.0,Under Investigation
INC-00112,SITE-007,-0.131445,34.780637,2026-07-12,Fire,Medium,75.0,Respond become improve factor home much international maintain whatever Republican far radio.,Sensor Malfunction,4.4,Under Investigation
INC-02791,SITE-001,-1.275953,36.792995,2026-02-20,Near Miss,Medium,77.4,Toward expert yet statement its something under.,Sensor Malfunction,15.5,Open
INC-04881,SITE-007,-0.120354,34.774749,2026-05-30,Fire,,86.3,Less doctor manager training according country water age single.,,16.8,Closed
INC-01640,SITE-007,-0.089237,34.751276,2025-06-03,Fire,High,58.9,During either oil staff discuss lead black generation fear kid bring sport bring over financial affect.,Valve Failure,12.0,Under Investigation
INC-03923,SITE-003,-2.278124,37.875655,02-Mar-2026,Leak,Medium,82.0,Federal forward Mrs southern write while main federal detail cup such still staff cell.,Third-party Damage,8.6,Closed
INC-03477,SITE-002,-4.030167,39.645417,2025-02-22,Equipment Failure,Critical,35.3,Compare since wind close sing fast dream.,Third-party Damage,6.7,Closed
INC-05876,SITE-002,-4.06497,39.687784,03/21/2025,Near Miss,Low,84.2,Reflect best blood home activity receive chance finally.,Operator Error,1.4,Open
INC-05129,SITE-007,-0.112195,34.790803,2025-08-06,Spill,High,52.3,Wonder bit material challenge idea do series purpose herself mean information idea eight.,Third-party Damage,21.9,Under Investigation
INC-00437,SITE-005,0.532337,35.246788,2024-06-25T00:00:00Z,Equipment Failure,High,59.4,Pick task director ability those education simple few million recognize action.,,4.7,Closed
INC-04718,SITE-006,0.02801,35.429799,2023-11-05,Leak,Medium,150.0,Space sure arrive worker quality sure financial animal between body goal close which either seek level behavior.,,11.2,Closed
INC-04864,SITE-005,0.500121,35.291415,2023-12-13,Near Miss,Crit,57.2,Case fund left itself.,Valve Failure,1.4,Under Investigation
INC-00594,SITE-003,-2.314078,37.872248,2026-09-16,Equipment Failure,Medium,70.7,Quickly discussion power try late push sometimes myself your.,Operator Error,4.4,Open
INC-04050,SITE-003,-2.264921,37.861517,2024-09-06,SPILL,High,44.7,Full else local traditional memory citizen red though chance.,Third-party Damage,1.0,Closed
INC-00151,SITE-003,-2.267267,37.825006,07/05/2025,Leak,High,58.7,Option hit want happy seem whom prove focus as guess in.,Third-party Damage,5.3,Closed
INC-05594,SITE-005,0.498487,35.290561,2026-07-03,Leak,,77.3,Son interesting want trip song president.,Valve Failure,7.3,Under Investigation
INC-00067,SITE-004,-0.27384,36.051342,2025-05-04,Leak,LOW,81.5,Trouble law task seem language personal difficult people most.,,6.5,Closed
INC-01024,SITE-004,-0.290139,36.066602,2023-08-20,Leak,Low,96.7,Space ask player few one until leg including president add high local.,,7.8,Under Investigation
INC-04498,SITE-003,-2.314508,37.867215,2024-08-19,Spill,High,51.2,Whatever add check situation thought base stand wall opportunity road administration suddenly what race message.,,6.2,Closed
INC-02707,SITE-005,0.538951,35.29302,2023-10-31,Near Miss, medium,65.5,Health respond store throughout simple local.,Corrosion,9.5,Open
INC-03782,SITE-001,-1.305657,36.794775,2024-10-22,Equipment Failure,,76.4,National similar million treat will surface because fine quality.,Third-party Damage,17.2,Closed
INC-00680,SITE-006,0.069784,35.423905,2026-07-21,Leak,Critical,50.2,Organization crime Mr loss international western hear.,,2.4,Open
INC-03113,SITE-006,0.072528,35.429976,2023-08-14,Near Miss,High,61.2,Edge join dinner rest nation where though entire.,Corrosion,18.4,Under Investigation
INC-00092,SITE-005,0.541247,35.240998,11/06/2023,Equipment Failure,critical,40.9,What every later information young middle I enough deep give avoid student can.,Third-party Damage,18.8,Open
INC-04898,SITE-001,-1.281635,36.838216,2023-12-13,Equipment Failure,Medium,49.9,Any knowledge majority force recently relationship office collection.,Valve Failure,1.7,Closed
INC-04566,SITE-004,-0.332195,36.105043,2026-05-27,Equipment Failure, medium,72.7,Leg recently doctor message door above lot data week its risk room air easy.,,10.0,Under Investigation
INC-01637,SITE-006,0.065657,35.472794,2025-11-01,Near Miss,low ,79.7,Attorney happen need man case strategy save eye administration conference.,Sensor Malfunction,17.1,Under Investigation
INC-05881,SITE-007,-0.073169,34.733592,2026-06-28,Spill,Low,82.3,Chance serve fire audience outside behavior fast girl body loss sea evening call behind carry.,Third-party Damage,11.6,Closed
INC-00810,SITE-003,-2.308965,37.832894,2026-06-14T00:00:00Z,Equipment Failure,medium,62.8,In activity likely themselves popular life rest detail stop bank common.,Operator Error,3.1,Under Investigation
INC-02301,SITE-006,0.072935,35.427056,2023-11-03,Leak,Medium,74.4,Loss no his represent change seek choose green move national product else majority.,Sensor Malfunction,9.6,Under Investigation
INC-05576,SITE-003,-2.265739,37.872948,2026-08-11,Equipment Failure,Critical,48.6,Cultural throughout believe ball scientist go throw.,Operator Error,8.1,Closed
INC-01372,SITE-006,0.019794,35.421497,2026-04-06,Near Miss,High,57.2,Small worker out all than play moment include avoid thus she hope us.,Third-party Damage,3.0,Under Investigation
INC-00649,SITE-004,-0.32057,36.052658,2024-03-06,Spill,Medium,71.7,Race successful onto teacher person attorney.,Material Fatigue,9.8,Under Investigation
INC-01055,SITE-001,-1.303961,36.800323,2024-11-09,Equipment Failure,Low,84.3,Car role every challenge produce.,,4.6,Under Investigation
INC-02288,SITE-003,-2.306434,37.823105,2025-01-14,Equipment Failure,Critical,49.0,Ahead sometimes along shoulder can.,Operator Error,6.7,Open
INC-04380,SITE-007,-0.123319,34.774152,2024-01-21,Near Miss,Medium,61.8,Everybody network century energy deal reason western reality social generation.,Valve Failure,6.6,Open
INC-04662,SITE-007,-0.128034,34.782531,2023-12-14,Near Miss,Critical,64.2,Push discover data buy consider.,Third-party Damage,5.1,Open
INC-04114,SITE-001,-1.312404,36.840193,2025-07-02,Near Miss,Critical,53.4,Water role couple weight character behavior still left individual state sign case.,Third-party Damage,23.7,Under Investigation
INC-05654,SITE-007,-0.091786,34.786455,2025-08-05,Leak,High,64.5,War your modern draw base thus culture apply environmental glass.,Third-party Damage,5.4,Under Investigation
INC-03040,SITE-006,0.024673,35.478694,08/08/2023,Leak,High,55.0,Guess need pretty people interesting coach husband us lead thing add eight produce front.,,11.4,Open
INC-06042,SITE-006,0.031437,35.473591,12/11/2023,,high,56.7,He ground company position shoulder place high meeting establish.,Valve Failure,9.2,Closed
INC-05583,SITE-003,-2.308046,37.832814,2025-03-27,Fire,High,63.4,Either loss even must fear bill with key pull between blue.,Third-party Damage,6.8,Closed
INC-04091,SITE-006,0.014408,35.472293,2026-06-06,,,104.0,Short recently research care a stay.,Corrosion,13.1,Open
INC-01319,SITE-002,-4.02977,39.649666,2024-07-29,Spill,Low,104.0,Song economic keep dream nation design activity standard change girl spring in.,Third-party Damage,5.5,Closed
INC-02489,SITE-006,0.053449,35.462119,2025-07-20,spill,High,66.8,Policy attention day husband customer always look send knowledge land why.,Operator Error,12.0,Under Investigation
INC-01412,SITE-007,-0.128768,34.739172,12-Jul-2025,Leak,Low,94.7,North white economic what together.,Operator Error,4.8,Under Investigation
INC-03893,SITE-005,0.487707,35.285365,2025-03-20,Fire,medium,86.2,Girl your hour western themselves after you fear would interesting order perhaps.,Valve Failure,5.3,Open
INC-00499,SITE-002,-4.07074,39.6557,2026-01-18,Equipment Failure,Medium,67.7,May physical author or risk put rest call task real able make admit computer thought evening.,Corrosion,12.3,Open
INC-05833,SITE-003,-2.318218,37.858072,28/03/2025,Leak,High,54.7,Party meet with move popular try goal wear sometimes today smile.,Corrosion,2.9,Under Investigation
INC-02439,SITE-006,0.053141,35.423257,2025-11-08,Spill,Critical,43.4,Each daughter win certainly hair focus system myself these.,,3.6,Under Investigation
INC-03221,SITE-003,-2.270747,37.871924,2024-09-14,Leak,Critical,48.3,Feeling force speak fall law voice career bed offer grow always generation.,Valve Failure,5.4,Open
INC-05345,SITE-001,-1.266845,36.795985,2023-12-31,Spill,Low,92.6,Exist TV discuss teach provide listen ability conference scientist responsibility region society enter.,Corrosion,7.3,Under Investigation
INC-00108,SITE-005,0.534983,35.245153,2026-02-24,Fire,LOW,92.9,Security site economy human despite late room thus miss whom option people.,Valve Failure,7.7,Open
INC-02099,SITE-006,0.028821,35.464779,2024-03-28,Near Miss,Critical,40.4,Know idea quickly process effect speak seek her.,Sensor Malfunction,4.6,Closed
INC-00517,SITE-004,-0.317888,36.096519,2024-10-14,Equipment Failure,Critical,48.2,Letter sport line single each agree standard wide perhaps staff.,Material Fatigue,6.5,Closed
INC-01898,SITE-002,-4.033775,39.65497,2024-07-01,Leak,,100.0,Mean use entire them station eight care spend you natural far.,Corrosion,9.7,Under Investigation
INC-02790,SITE-004,-0.278783,36.056189,2023-12-05,Fire,Low,84.3,Poor recent base song shoulder have for.,Corrosion,4.6,Under Investigation
INC-05248,SITE-002,-4.075904,39.656298,2025-04-10,Near Miss,Critical,23.1,Culture themselves number concern local pretty attorney behind reach suffer to continue.,Third-party Damage,8.1,Open
INC-01325,SITE-003,-2.275804,37.828719,2024-11-01T00:00:00Z,Leak,High,65.1,World clearly hospital two lot item.,Third-party Damage,1.4,Under Investigation
INC-03925,SITE-007,-0.073131,34.776235,2025-12-14,,Low,75.4,New early police blood music professional usually for focus training.,Valve Failure,4.4,Under Investigation
INC-01877,SITE-002,-4.077197,39.644876,2026-09-16,Spill,Low,84.4,Any care people learn development avoid go movement.,Corrosion,6.2,Closed
INC-03530,SITE-006,0.030503,35.477454,2025-05-03,Equipment Failure,Medium,52.6,Visit number international partner past drive company relate face skill stop.,Corrosion,3.0,Open
