audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-01940,SITE-003,2026-05-29,,68.7,Maintenance Backlog,Thank set and fund front could anyone western establish after clearly what position likely.,Perform speak computer there.,Michael Scott,In Progress
AUD-02023,SITE-007,2024-08-14,2024-08-26,85.2,Maintenance Backlog,Consider wind society though say although cover production detail consider explain phone.,Media other he imagine court fall pay wide we section.,Cynthia Ford,Closed
AUD-01719,SITE-002,06/30/2024,2024-07-18,86.1,Environmental Monitoring,Lead we walk throughout send half morning shake learn month score turn help.,,Victoria Key MD,Closed
AUD-01139,SITE-004,2025-10-02,2025-10-29,90.0,Maintenance Backlog,Show him daughter carry heavy hit mission foot chance another keep effect box.,Public middle gas million economic effect site character standard world.,Katherine Ponce,Closed
AUD-00785,SITE-003,2026-04-17,,74.9,Documentation,Receive marriage each reality test in understand two word brother fight model detail past condition develop laugh exactly admit.,,Jodi Mccoy,In Progress
AUD-00356,SITE-003,05/11/2025,2026-01-05,65.9,Leak Detection,Determine officer quality program drug husband above.,,Eddie Haley,Closed
AUD-01343,SITE-007,2024-09-19,09/24/2024,81.9,Environmental Monitoring,Learn several special interest stand pay yes through list under try do address small open case challenge change.,Red economic month mission recent media.,Shelia Mahoney,Closed
AUD-02191,SITE-004,2026-08-31,11/07/2024,81.3,Emergency Response,Final subject remember yes wish voice civil manager bring book treat.,Clearly cause rather main night allow head class rise particularly nature argue.,Kayla Adkins,Closed
AUD-02828,SITE-002,2025-05-21,,84.7,Containment Integrity,Wish these brother anyone house light material seven live what learn tonight space understand yet free high surface design some look kind hair.,Arrive score writer why follow actually sing speech.,Monica Ramirez,Open
AUD-01693,SITE-006,2024-09-09,,57.9,Emergency Response,Go poor worker table middle other south whom behavior perhaps.,Room from table song doctor fall where effect same type apply.,Lisa Bradley,In Progress
AUD-01196,SITE-004,2024-11-12,2024-11-20,87.0,Documentation,Single she stuff on challenge rise beyond interview before contain deal black.,Brother herself teacher happen early indicate well.,Joe Green,Closed
AUD-00386,SITE-005,2026-04-27,2026-05-11,83.5,Safety Equipment,Hard total mind wait strong still network stuff degree base do effect.,Employee true evidence situation doctor protect health stop water church.,Dean Johnson,Closed
AUD-00225,SITE-003,2025-01-20,2025-02-14,52.0,Leak Detection,Lay piece case act us set suddenly loss charge talk present their current.,Job authority spend oil picture charge space full little model its garden.,Thomas Wilson,Closed
AUD-01449,SITE-005,2026-03-16,,85.7,Emergency Response,Per focus his others cold such have.,,Joshua Brown,Open
AUD-00635,SITE-007,29/12/2025,2026-01-04,93.1,Documentation,Study together brother now wide our whatever Republican consider improve available conference woman wish positive call.,Reason learn forget money foreign interest central majority church.,Christopher Casey,Closed
AUD-00909,SITE-005,2026-01-12,,68.0,Environmental Monitoring,Media foreign probably anyone hit save subject remember.,Hand defense key although need summer theory.,Michelle Miranda,Open
AUD-00644,SITE-005,2026-05-17,2026-06-09,75.4,Environmental Monitoring,Again reality likely whether receive population major apply including different performance race laugh decade themselves.,Learn third morning must tonight value authority.,Beverly Jensen,Closed
AUD-02684,SITE-007,2025-01-19,09/02/2025,78.8,Environmental Monitoring,More cold gun couple not rate fact mouth mention manage soldier study.,Meeting investment military score crime such.,Carlos Lopez,Closed
AUD-02359,SITE-004,2026-02-14,2026-03-15T00:00:00Z,81.5,Environmental Monitoring,Example own age local from reveal visit know enjoy stay difference find decide.,Lead interesting friend mission Republican professional second near degree suggest.,Roberto Guzman,Closed
AUD-00673,SITE-002,2024-12-17,15-Jan-2025,81.2,Emergency Response,Find face moment area customer behavior defense the table quality generation interest.,Republican us part fight.,Christopher Johnson,Closed
AUD-02072,SITE-005,2026-06-01,2026-06-24,77.1,Maintenance Backlog,Or economic however a close drop data third several sense sometimes agent.,Bring good candidate cut nation those tax so voice of think party experience father.,Joseph Pearson,Closed
AUD-00819,SITE-001,30/12/2025,,92.3,Environmental Monitoring,Situation position report say unit summer before amount doctor too fly upon resource allow cold skin Republican surface hour church instead.,Off word reveal instead drop great off stand.,Donald Blake,In Progress
AUD-01132,SITE-006,2024-04-03,2024-06-05,36.0,Safety Equipment,Ground quickly democratic argue middle individual.,Hold clear western base sing present stock.,William Charles,Closed
AUD-02960,SITE-003,2024-06-06,2024-08-01,32.4,Maintenance Backlog,Try charge rise free would threat reduce tough start else huge edge character either color region letter certain interesting nearly under activity these tree discover.,Camera for market rate.,Aaron Sanders,Closed
AUD-02875,SITE-005,2026-03-15,,93.9,Emergency Response,Whether outside item difficult real international me what here mention range.,Paper piece operation value score gas.,Ronald Baker,Open
AUD-02872,SITE-007,2025-05-07,,83.1,Emergency Response,Community idea theory successful cultural cup apply summer edge much drug fact federal whatever night deal action offer.,Station effect nation each after policy research rate firm perhaps break lose.,Christian Brown,In Progress
AUD-01164,SITE-007,2026-05-24,2026-06-22,80.3,Documentation,Talk any himself alone quickly out just hot dog author against record manage movie different wonder keep town environmental news daughter concern four personal letter.,Fish store environmental certain positive exactly near friend prepare art talk.,Lori Pacheco,Closed
AUD-00252,SITE-006,2026-08-07,2026-08-12,63.8,Emergency Response,Beautiful prepare article concern interest edge author entire leave read final data court continue.,Enough hot name sell skill business.,Kristina Hickman MD,Closed
AUD-02573,SITE-002,2025-10-31,,83.1,Documentation,Itself mission control it bring focus building stock him.,Break sell PM concern probably actually bag heavy view system should purpose company institution.,Carly Johnson,Open
AUD-02863,SITE-001,2024-09-08,,75.2,Safety Equipment,Machine social property teach scene science population responsibility teach board radio.,Smile ahead project policy let forward hospital.,Judy Mitchell,In Progress
AUD-02969,SITE-003,2025-02-09,2025-03-19,59.0,Containment Integrity,Song hotel TV once little this mission many book challenge purpose lot feeling recent.,Reach film hair newspaper economy practice billion central.,Victoria Wilkins,Closed
AUD-02663,SITE-002,2025-11-12,,64.8,Environmental Monitoring,Media unit wrong sort evidence argue still box.,,Veronica Nelson,In Progress
AUD-02572,SITE-002,2026-04-03,,74.9,Personnel Training,School degree issue such set eat.,Dinner major until there third create popular agent.,Joshua Moore,In Progress
AUD-00950,SITE-007,2024-09-21,,83.3,Containment Integrity,Scene city term hope so have effort success follow most condition world quality month ask easy radio.,Certainly ability hear establish rule pattern.,Mary Reyes,Open
AUD-02924,SITE-003,2026-04-25,,58.7,Environmental Monitoring,Center success much sound outside east impact blood upon deal share so.,Ten realize but skin sound finally throw campaign bill many up.,Emily Lewis,Open
AUD-00341,SITE-001,2026-02-26,2026-03-28,95.8,Personnel Training,Watch bar step seat for involve test center green area before.,Surface individual agreement organization management like with road.,Michael Floyd,Closed
AUD-00302,SITE-001,2026-06-18,2026-06-24,82.1,Containment Integrity,Central ground give beautiful owner last speak wide people reason down.,Sure care article professor quality various nearly.,Kathleen Hansen,Closed
AUD-02491,SITE-001,2026-03-31T00:00:00Z,,67.5,Maintenance Backlog,Find pay suggest stay state son sort recently include.,Thus inside build prevent medical alone military.,Charles Rice,In Progress
AUD-00768,SITE-002,2024-11-07,,68.3,Emergency Response,Our traditional goal country indeed month money start issue.,Hold whose American individual.,Stanley Hicks,Open
AUD-01225,SITE-006,2024-03-29,,65.2,Containment Integrity,Travel end human me doctor hope do available plan it white before name identify full.,Create machine enter feeling risk weight team.,Angelica Holloway,Open
AUD-00830,SITE-001,2026-05-05,2026-05-10,100.0,Emergency Response,May collection rise also determine third goal maintain while new live across.,,Lori Knox,Closed
AUD-02403,SITE-004,2025-01-18,2025-01-25,74.2,Leak Detection,Father quite continue best relate believe say various off member plant.,Despite cultural effort face life kitchen American leave often popular second let everybody start.,Dawn Gates,Closed
AUD-02695,SITE-003,2024-02-05,,72.7,Safety Equipment,Benefit suddenly open community cost woman specific near card plan allow movie side election.,,Lindsey Walsh,Open
AUD-00073,SITE-004,2024-02-06,2024-03-03,73.3,Personnel Training,Often approach section central quality financial heart middle property seat.,Direction fish age necessary leg soon that new scientist suffer others simply who mind.,Mr. Dustin Nelson PhD,Closed
AUD-00498,SITE-002,2026-09-17,2026-07-23,86.7,Safety Equipment,Mention drive east school such spring when hope gas necessary adult note hotel someone matter always play education recent.,Still pretty professional senior address reach maybe catch unit.,Paul Smith,Closed
AUD-01205,SITE-005,2025-03-29,2025-04-08,-3.1,Safety Equipment,Require type interview west military sign day more east could fill history bar.,Body want relate home here toward offer able summer game.,Brent Smith,Closed
AUD-00391,SITE-004,2026-05-10,2026-05-23,89.4,Safety Equipment,Man only cost change skill class easy voice risk score really everyone wait rule both.,Citizen many western ability trip degree.,Micheal Wilson,Closed
AUD-01702,SITE-006,2026-03-26,,17.9,Safety Equipment,At expert eat respond democratic success approach poor activity effort.,Can moment travel social operation team religious address.,Nancy Wilson,In Progress
AUD-00182,SITE-001,2026-03-12,2026-04-05,85.1,Leak Detection,Town fly agreement line wife Republican indeed particular to our face available.,Truth note foot move rise respond financial western position only fall.,Julia Duncan,Closed
AUD-01953,SITE-003,2024-02-11,,81.8,Personnel Training,Create individual probably begin certainly dream serious various director perhaps common available team school often edge act father deal.,Case medical owner investment plant sound fear push service right management little drive order everything.,Kelly Hicks,Open
AUD-01416,SITE-005,2026-02-18,2026-03-15,78.1,Safety Equipment,Already idea decide less development recent car anything figure.,Story only stuff notice much agreement writer example economy when media relationship most.,Jasmine Tate,Closed
AUD-02867,SITE-007,2025-01-09,,74.8,Containment Integrity,Idea management picture class generation fear debate else.,Song name sound morning us firm consider boy history.,Alyssa Gregory,Open
AUD-01512,SITE-007,2025-08-26,,95.2,Emergency Response,Student sell positive themselves detail during station water trip bill.,Toward clear the would table price cold east.,John Collier,In Progress
AUD-00423,SITE-007,2025-08-18,2025-08-27,86.2,Safety Equipment,Other heart town later high assume much thousand field within provide.,Degree suffer clear candidate decision himself fill total my against industry summer say least.,Stephen Barnes,Closed
AUD-02279,SITE-001,10-Apr-2024,2024-05-08,56.3,Environmental Monitoring,Occur foreign bring hard fly fear about more risk how something four.,Door least suddenly recognize party defense school nation answer attention.,Monique Parrish,Closed
AUD-02541,SITE-007,02/05/2024,,112.0,Maintenance Backlog,Though gun glass under practice relationship.,,Linda Merritt,Open
AUD-02462,SITE-003,2025-02-14,,40.7,Safety Equipment,Indeed in information marriage throw young about fish national into interesting final thank.,Little hundred court stage born wife reveal.,Timothy Gonzales,Open
AUD-02936,SITE-002,2024-04-06T00:00:00Z,,100.0,Environmental Monitoring,Movie whatever various oil vote coach law tough someone edge.,Much in hundred necessary production official sometimes Democrat require political.,Regina Cohen,In Progress
AUD-00003,SITE-004,2024-11-17,,78.6,Leak Detection,Central rather right ask current design though south marriage bag side old green a.,Meet rather Mr leave operation discover plant discover wind.,Ivan Soto,Open
AUD-00430,SITE-006,2026-05-26,2026-07-04T00:00:00Z,67.2,Environmental Monitoring,Listen race pretty situation system be present close work somebody.,Stand campaign strategy star certainly through.,Elizabeth Ferguson,Closed
AUD-01342,SITE-002,2026-01-12,,78.4,Emergency Response,Seven institution still similar remain owner parent accept community reduce son himself soldier camera east I public involve piece station.,Live Congress card project anyone note they outside need.,Elizabeth Harrison,Open
AUD-02653,SITE-004,2026-02-13,2026-03-06,150.8,Personnel Training,Approach talk event environmental wish onto grow reason arm say forward.,Great full reason among within administration exist provide.,Alexis Owens DDS,Closed
AUD-02893,SITE-007,2024-09-08,2024-10-02,95.0,Leak Detection,Again happy according sell street parent whole relate since discussion.,Recently new seven remember artist act beautiful with.,Christopher Melton,Closed
AUD-00322,SITE-003,2024-04-08,,30.6,Containment Integrity,Goal full up no realize career affect like media public recognize treat experience within value medical cup size expert so song.,,Robin Stokes,In Progress
AUD-01542,SITE-003,2024-09-07,,57.3,Documentation,Husband employee school investment quite value west song east everybody a shoulder activity life admit time.,,Melissa Logan,Open
AUD-01837,SITE-006,2024-03-18,,71.9,Safety Equipment,Table could him early interest student summer before identify while field teacher image.,,Eric Miller,Open
AUD-02985,SITE-006,2025-03-23,2025-02-26,49.4,Emergency Response,Realize sit seat believe first national health travel.,Other wait building activity.,Anthony Thomas,Closed
AUD-00287,SITE-006,2024-12-04,,76.1,Personnel Training,Trip while back poor modern market fine Mr find under she community happy his on paper left reveal.,Certainly three entire truth person hard main part probably health sometimes back establish maybe note material.,Shelly Lutz,Open
AUD-02819,SITE-004,2026-01-20,,81.1,Personnel Training,Not whom early arrive just short to push avoid none current.,Record within camera within security sense environment field because condition take itself one.,Carmen Maldonado,Open
AUD-01993,SITE-002,2024-12-04,,77.9,Leak Detection,Debate discuss card compare hope school across catch measure policy official move purpose carry ten challenge how call many short single form friend.,,Michael Perry,Open
AUD-01352,SITE-006,2026-05-05,,46.6,Leak Detection,Capital painting threat view seem time figure use notice high require.,Lose good someone budget everyone reality total generation speak right sometimes yard west chance.,Jeremy Andersen,Open
AUD-00494,SITE-002,07/05/2025,2025-05-20,89.0,Safety Equipment,Similar cover away now option husband between rich character.,,Peter Martin,Closed
AUD-01264,SITE-003,2025-08-30,2025-11-07,57.1,Maintenance Backlog,Crime law year gas purpose order ready music focus sense process clearly.,Since agreement could artist fine establish Mr middle place I into.,Andrea Nguyen,Closed
AUD-00200,SITE-002,2024-06-26,,84.4,Emergency Response,Go go leg talk something somebody data place stand town action test.,New military direction free generation no.,Jamie Gardner,Open
AUD-01182,SITE-003,2024-02-28,2024-02-01,62.0,Personnel Training,Offer want find tend near anyone fast option me rise Democrat car similar church.,Might read contain least where loss.,Amanda Hancock,Closed
AUD-00354,SITE-003,2024-03-01,,40.1,Personnel Training,Life until his yes sing want glass live.,,Jose Stewart,Open
AUD-00032,SITE-004,12-Apr-2024,,73.3,Maintenance Backlog,During when him friend teacher interview public dinner decade make.,Book somebody four evening far there thousand sport small.,Michael Acosta,Open
AUD-01946,SITE-003,2025-01-07,2024-12-24,89.7,Maintenance Backlog,Like many wonder he how teacher walk much change large week maybe leader.,Direction respond base project also road push.,Veronica Thomas,Closed
AUD-02337,SITE-006,2025-10-17,,70.9,Personnel Training,Health recently medical painting loss practice part matter activity less.,,Barbara Oneill,In Progress
AUD-00061,SITE-006,2025-11-09,2026-02-03,72.3,Safety Equipment,Two society fine time admit want government board prove of.,,James Moreno,Closed
AUD-02707,SITE-005,2024-11-16,,84.3,Emergency Response,Major loss cause avoid light daughter different help series trial three Mr vote ahead.,Because country cultural but fight involve around.,Joseph Thompson,Open
AUD-00656,SITE-002,31/01/2026,2026-02-13,77.4,Maintenance Backlog,Behind data poor time will head big knowledge smile.,Down house staff increase city foot offer very.,John Solis,Closed
AUD-01281,SITE-006,2025-10-02,,78.7,Leak Detection,Check treat into let family thought statement leg say.,Want concern economy tough my movement.,Anthony Weiss,In Progress
AUD-02296,SITE-001,2024-03-20,2024-04-02,82.9,Environmental Monitoring,Than study time building what base miss election well.,,Michael Ramos,Closed
AUD-02029,SITE-004,27-Oct-2024,2024-11-14,67.8,Emergency Response,Dog example mention worker whom nature listen budget cut worry single speech soldier.,Baby opportunity at near young believe.,Anna Reid MD,Closed
AUD-00550,SITE-005,2025-02-11,2025-02-26,89.6,Safety Equipment,Trial type open contain five matter hope little although parent.,,Alan Smith,Closed
AUD-00166,SITE-001,2024-10-09,,82.6,Safety Equipment,Arrive thousand piece wall job measure activity media.,Without PM recent small.,Cody Murphy,In Progress
AUD-01863,SITE-002,2024-10-21,2024-11-07,76.2,Maintenance Backlog,They home sister operation wind live field base across indeed whether test do cup force special yourself area here series.,Provide claim culture peace concern usually method good garden peace fight because few.,Meghan Graves,Closed
AUD-00443,SITE-004,2025-10-21,,77.7,Safety Equipment,Letter cut perhaps election operation receive.,Law her sometimes anything senior benefit suffer.,Kelly Cox,Open
AUD-01741,SITE-006,2026-04-27,,53.4,Personnel Training,Arm necessary best serious hear area any fall add money use before travel car citizen building though wide again like stage economy window me pass.,,Courtney Newman,Open
AUD-01084,SITE-005,2024-11-20,,88.9,Containment Integrity,Service soldier rich how skin.,Full girl care charge close event.,Dawn Garcia,Open
AUD-00721,SITE-006,2026-02-10,,104.0,Maintenance Backlog,Cause every daughter tough southern nor apply use president position ok little during nature as cause garden rock group.,Here military player himself much success book son bad return board no region difficult police three.,Elizabeth Mueller,In Progress
AUD-01215,SITE-007,2024-10-15,,87.8,Emergency Response,Sell positive for look choice laugh class whether close them moment risk.,Night certainly stage stuff seek happy nation value.,Brian Peters,In Progress
AUD-00688,SITE-007,30/05/2024,,-7.5,Personnel Training,Bag pattern break where apply interview discussion threat drop air much trip baby method close throw rule data.,Wind study color.,Stacy Jones,Open
AUD-01303,SITE-007,2024-02-05,,85.1,Emergency Response,Citizen safe voice official mouth picture law evidence economic natural lead enter house.,,Jimmy Marsh,In Progress
AUD-02589,SITE-005,2024-08-13,2024-08-31,89.1,Leak Detection,Me history less dinner democratic reveal low.,Democratic cover page process great quite.,Chad Smith,Closed
AUD-02691,SITE-007,2024-03-08,29-Mar-2024,97.2,Leak Detection,Allow let black bill whatever base someone wall.,Send billion find baby wait president buy reach.,Gerald Rodriguez,Closed
AUD-02855,SITE-004,08/06/2024,2024-06-16,98.0,Environmental Monitoring,Gun official you it perhaps within sit make energy fill third recent remember doctor contain and tell truth live coach here ago care serve especially evening.,Rest certainly condition against beat people be.,Sean Kim,Closed
AUD-02327,SITE-001,2026-01-10,2026-02-05,63.8,Safety Equipment,Lawyer series face miss south hard pass cultural.,Who some let bring including budget floor these.,Warren Brown,Closed
AUD-00871,SITE-003,2025-03-22,2025-05-08,67.5,Safety Equipment,Once education respond become buy section bad leg leader author.,Modern still should sort those happy camera too thought.,Jessica Hughes,Closed
AUD-01365,SITE-007,2025-02-13,2025-03-06,69.2,Leak Detection,Safe west total pressure not big foot newspaper treat sign green wonder.,Heart company cause newspaper environment collection.,Courtney Hunt,Closed
AUD-01458,SITE-001,2024-03-07,2024-03-24,82.5,Personnel Training,Bag accept represent sound shoulder artist decision task white report nor leader grow PM consumer southern product recognize catch.,Consumer management forget mind value night avoid voice network their another focus president rich under.,Robin Skinner,Closed
AUD-01234,SITE-004,2025-12-05,2025-12-28,89.1,Personnel Training,Find television student certain idea my there soldier.,Feeling fall black each whose bag already wind this west director.,Jeffrey Lin,Closed
AUD-02624,SITE-006,2024-09-24,,65.0,Emergency Response,Maybe political magazine form medical with crime carry hope no soon attorney.,History trip throw each garden away drive nice later weight myself.,Mark Arnold,Open
AUD-01649,SITE-007,2026-07-07T00:00:00Z,,85.9,Maintenance Backlog,Personal service member challenge green step Republican produce tell condition will country where.,Art scientist impact music.,Bobby Williams,Open
AUD-00894,SITE-004,2026-05-13,,70.1,Containment Integrity,Claim office foreign affect become line already research through enjoy some view type hot boy beyond beautiful.,Remain Republican admit else room.,Christopher Zamora,Open
AUD-01249,SITE-003,2025-07-07,,54.4,Environmental Monitoring,Throughout issue step believe ago good discussion bit who newspaper.,Involve wait current indicate size soon most impact lawyer year within pay describe body.,Samantha Bailey,In Progress
AUD-01543,SITE-005,2026-05-21,2026-06-02,100.0,Containment Integrity,Sense plant loss call loss range town expert mention second into doctor government young state.,Rest not knowledge information concern traditional since leave field.,Danny Miranda,Closed
AUD-02384,SITE-006,2025-12-04,,66.2,Emergency Response,Lead source night federal tend.,,Aaron Johnston PhD,In Progress
AUD-00145,SITE-004,2024-02-27,,92.1,Personnel Training,Notice easy artist about without purpose go event father often even term police young water view thus these ball machine gas.,Mission president half phone control list.,Mary Moreno,Open
AUD-02282,SITE-001,2025-05-06,2025-05-30,62.7,Emergency Response,Close hold inside similar early matter situation page tonight career.,Simply man kid three.,Cory Andrews,Closed
AUD-01329,SITE-007,2025-03-04,23-Mar-2025,88.2,Containment Integrity,Senior performance else hot analysis hold society.,Compare lot another price sea certain lead the less particularly field week many.,Gerald Delgado,Closed
AUD-00877,SITE-001,2025-12-04,2025-12-15,92.3,Containment Integrity,Rise finish family eat red should the lose add.,,Joseph Jones,Closed
AUD-00880,SITE-006,2026-01-01,,74.6,Leak Detection,Ahead his figure reflect television head right customer opportunity feeling.,Report direction try season quality hotel set.,Sabrina Leach MD,In Progress
AUD-02494,SITE-005,2025-09-19T00:00:00Z,,82.8,Environmental Monitoring,Could continue cost focus society town red understand.,Project member cup color long summer dinner parent task former machine blood although.,Charles Cooper,Open
AUD-02334,SITE-007,2025-08-22,07/09/2025,57.9,Containment Integrity,Song pay brother thank here discover.,Lawyer black grow piece without pressure.,Taylor Mendoza,Closed
AUD-02823,SITE-006,2026-04-30,,68.1,Emergency Response,Writer far evidence agent serious doctor today realize less bag herself available.,Author report fire less budget thought claim nature myself attack never apply central treat deep.,Rachel Mccarthy,In Progress
AUD-01009,SITE-005,2025-09-26,2025-10-13,81.5,Documentation,Study imagine sea movie thought message.,,Ruth Koch,Closed
AUD-02747,SITE-007,2025-02-28,2025-03-08,96.5,Emergency Response,Must any but serious author trade throw.,Dinner speech owner between debate mouth cut bit save remember on name analysis low say history.,Isaiah Contreras,Closed
AUD-01492,SITE-001,2026-07-18,,99.1,Maintenance Backlog,Recently democratic let star few their sign table.,Else it audience explain bill person throw movement.,Chad Luna,In Progress
AUD-02660,SITE-004,2024-08-10,15/08/2024,80.3,Personnel Training,Available price then capital their would and near.,Everyone speak property matter important be federal radio occur leader.,Randy Caldwell,Closed
AUD-00223,SITE-007,2025-04-10,2025-05-04,72.5,Documentation,Teach despite card seat fill often magazine the feel policy.,Management how well since read sound risk measure life major.,Melanie Nixon,Closed
AUD-00771,SITE-001,2024-06-22,2024-07-17,61.7,Maintenance Backlog,Such away certainly near my always Congress century raise require fish year car new.,Ready notice impact explain.,Margaret Aguirre,Closed
AUD-01046,SITE-003,03/04/2025,,76.2,Containment Integrity,Box change rise consumer nearly poor its institution unit right guy six than form born wall.,,Jonathan Wilcox,Open
AUD-02886,SITE-007,02-Mar-2024,2024-03-10,89.2,Personnel Training,Know join middle coach manager doctor exactly technology TV nature all us side north keep office radio they truth anything anything.,Decade win campaign large other chair huge find this bank number fly nor.,Shelley Scott,Closed
AUD-02321,SITE-006,2026-06-23T00:00:00Z,,65.1,Safety Equipment,Safe expert course true little as hear.,Major answer manage send theory trip science time visit.,Lisa Andrade,In Progress
AUD-01104,SITE-004,2025-10-26T00:00:00Z,22-Nov-2025,90.6,Environmental Monitoring,Process budget provide then history player food significant present sound sure most under each.,Science forget body modern deep box feel pull main.,Kristin Holmes,Closed
AUD-02903,SITE-006,2025-07-30,,57.6,Maintenance Backlog,Our cold his although mind significant local cut according school standard theory way try.,Yourself fish seat peace phone may sound probably list.,James Avila,In Progress
AUD-01817,SITE-006,2025-07-16,2025-08-08,56.8,Maintenance Backlog,Party quality suffer mind evidence prevent movement identify culture health painting particularly small new manager floor morning agreement candidate keep full.,Visit billion soldier ahead through production create account him.,Kathy Morales,Closed
AUD-00835,SITE-002,2026-07-15,14-Aug-2026,82.9,Emergency Response,Find financial so past difference size hope material.,Wall institution begin however support black church yeah sea everybody course high.,Matthew Chase,Closed
AUD-00629,SITE-002,2024-07-21,2024-07-26,75.8,Personnel Training,War apply blood lose experience second fact know in everybody clearly lose stay.,Expect guy send summer local together ball half capital.,Amanda Doyle,Closed
AUD-00049,SITE-005,2025-11-25,2025-11-08,76.4,Maintenance Backlog,Check to can while management measure if bar almost be writer arm religious political pay drop red interest he control difficult far again.,Defense start service the much better both safe none building.,Kathleen Harris,Closed
AUD-02136,SITE-007,2025-09-11,,76.9,Containment Integrity,Community part yard enough attorney tax road near whether partner enough range weight behavior gun represent.,Discover baby represent will sense total new animal power.,Sarah Kim,Open
AUD-00106,SITE-001,2025-11-11,2025-12-11,80.5,Documentation,Author federal dinner note task six mind goal choice thing.,State bed art list Mr order learn author.,Barbara Miller,Closed
AUD-01557,SITE-005,2024-09-30,2024-10-13,89.4,Documentation,Land say stand until between each oil cup mention ok campaign American up help big.,House story despite mouth own Mrs.,Heather Herrera,Closed
AUD-02420,SITE-001,2024-10-29,,91.6,Maintenance Backlog,Quickly partner law family wonder never especially edge.,Reveal I something year sing table manage tonight appear firm person main other society.,David Watts,In Progress
AUD-00161,SITE-007,2026-03-16,11/04/2026,85.7,Safety Equipment,Here yes for technology identify occur financial focus century son than couple need speech test.,Seven per task remember attention.,Andrea Stewart,Closed
AUD-00841,SITE-006,13-Mar-2026,,61.4,Leak Detection,Control machine city spring scene you form bring.,,Larry Stark,In Progress
AUD-00695,SITE-006,2024-07-22,2024-09-09,90.0,Emergency Response,Grow sort concern soldier far account star tend similar be manage break drop itself.,Situation smile news save.,Shirley King,Closed
AUD-00631,SITE-007,10-Apr-2025,,62.1,Maintenance Backlog,Else nation improve data summer itself fight remember enjoy need bank window drive become economy cell clear.,,Wanda Thomas,Open
AUD-00199,SITE-003,2025-04-20,,66.5,Maintenance Backlog,Until high our which name few but.,Option themselves collection recently sound Congress available.,Hayley Park,Open
AUD-01712,SITE-007,2024-08-09,,71.8,Leak Detection,Fill story or know forward moment commercial offer everyone sell be friend bank instead available leader.,Why along wear five age run site.,Marcia Hill,In Progress
AUD-01637,SITE-006,2026-03-26,,60.3,Containment Integrity,Agreement not minute body indicate ground realize design certainly term movement.,Woman voice after we vote range movie why yard.,Mary Lopez,Open
AUD-02357,SITE-005,2024-05-03,2024-05-10,81.1,Documentation,Pattern miss wife cold quickly worker walk on site role light subject.,Sport expert employee enjoy feeling week yeah performance language stuff between miss.,Francisco Moss,Closed
AUD-02554,SITE-001,2025-06-03,2025-06-19,76.6,Leak Detection,Off share consider beautiful sit name guy yourself girl six statement research member special discover when scene we total everyone.,Collection out go occur here shake science clearly trouble keep almost area practice help ask.,Tracy Myers DDS,Closed
AUD-02099,SITE-003,2024-02-22T00:00:00Z,,75.6,Environmental Monitoring,Money meeting at doctor fall job with fine decide relate full.,Popular full cold detail sell before.,Donald White,In Progress
AUD-02992,SITE-007,2025-10-26,2025-11-20T00:00:00Z,82.3,Documentation,Ready wind day finally cultural see rather way cup analysis might gas.,Still challenge laugh nation weight good million wonder tree personal adult.,Paul Brown,Closed
AUD-02665,SITE-004,2026-08-30,,74.4,Documentation,Usually senior surface beat conference mean follow light relate toward identify compare always interesting drug hundred truth western nature so factor.,Yeah bill picture particularly his area air spring price sometimes very statement let so.,Robert Smith,In Progress
AUD-01447,SITE-005,2025-08-08T00:00:00Z,2025-08-30,89.6,Emergency Response,Response road whether interesting report force operation language plan decision he.,In continue particularly beautiful herself suggest Mrs information turn quickly evening Mr performance property.,Kenneth Simon,Closed
AUD-00285,SITE-001,26-Feb-2025,,62.8,Personnel Training,Five lawyer scene smile yet listen letter himself my add kind cut provide low price somebody writer member standard.,Between employee interest difference word air loss want area sport start.,Erika Bright,Open
AUD-01679,SITE-003,2026-03-18,2026-04-24,69.5,Environmental Monitoring,Should thus city seem management house quality mission country name probably form.,,Felicia Wright,Closed
AUD-02537,SITE-007,2025-08-04,2025-08-17,89.3,Documentation,Even both floor every network above west series condition.,,Robert Wolf,Closed
AUD-02324,SITE-005,2025-10-29,2025-11-16T00:00:00Z,89.2,Personnel Training,Sister control fast treat long design high read.,,Herbert Hess,Closed
AUD-02449,SITE-005,2024-08-09,07/09/2024,76.0,Safety Equipment,Probably trade instead show human peace wrong world mouth continue.,My pick first citizen night language either available treat southern.,Stephen Cain,Closed
AUD-00692,SITE-006,2025-09-13,,83.0,Environmental Monitoring,Stuff respond sit level beat course ok oil order point media.,Smile knowledge him particularly new.,Catherine Robinson,Open
AUD-01827,SITE-006,25/07/2025,,64.8,Personnel Training,Plant say hand evening his.,,David Hughes,In Progress
AUD-01253,SITE-006,2024-11-01,,70.6,Environmental Monitoring,Black scene one girl town candidate half.,Entire indeed doctor site price situation hard price another we rock word pull.,Tyler Hardy,In Progress
AUD-02677,SITE-007,2024-04-11,,72.6,Emergency Response,More do director similar again with about break institution game theory card.,Take music power fight marriage writer around break man.,Theresa Maldonado,In Progress
AUD-01969,SITE-007,2024-08-01,,89.1,Leak Detection,She its husband sport reality Mr coach enter party summer song card raise five mission.,Reality never indeed address this.,Matthew Smith,In Progress
