session_id,beneficiary_id,cohort_id,session_date,attendance_status,session_type,facilitator
SES-0031444,BEN-01332,COHORT-VN-002,2026-07-21,Present,Workshop,Uchenna Mugo
SES-0031445,BEN-01332,COHORT-VN-002,2026-08-11,Present,Group Discussion,Yvonne Auma
SES-0031446,BEN-01332,COHORT-VN-002,2026-08-04,Present,Workshop,James Gichuki
SES-0031447,BEN-01332,COHORT-VN-002,2026-08-11,Present,Mentorship,Dennis Kimani
SES-0031448,BEN-01332,COHORT-VN-002,18-Aug-2026,Present,Workshop,Irene Awino
SES-0031449,BEN-01333,COHORT-VN-002,2026-03-19,Present,Workshop,David Mutinda
SES-0031450,BEN-01333,COHORT-VN-002,2026-03-26,Present,Group Discussion,Owen Mugo
SES-0031451,BEN-01333,COHORT-VN-002,02/04/2026,Absent,Workshop,Mary Ndung'u
SES-0031452,BEN-01333,COHORT-VN-002,2026-04-09,Present,Workshop,Leonard Simiyu
SES-0031453,BEN-01333,COHORT-VN-002,2026-04-16,Present,Workshop,Caroline Wangari
SES-0031454,BEN-01333,COHORT-VN-002,2026-04-23,Present,Skills Lab,Lilian Gichuki
SES-0031455,BEN-01333,COHORT-VN-002,2026-04-30,Present,Mentorship,Violet Gichuki
SES-0031456,BEN-01333,COHORT-VN-002,2026-05-07,Present,Workshop,Violet Odongo
SES-0031457,BEN-01333,COHORT-VN-002,2026-05-14,Present,Workshop,Quinton Simiyu
SES-0031458,BEN-01333,COHORT-VN-002,2026-05-21,Present,Group Discussion,Seun Maina
SES-0031459,BEN-01333,COHORT-VN-002,28-May-2026,Present,Workshop,Wanjiku Mutinda
SES-0031460,BEN-01333,COHORT-VN-002,2026-06-04,Absent,Group Discussion,Felix Onyango
SES-0031461,BEN-01334,COHORT-VN-002,2026-02-22,Absent,Workshop,Joseph Omondi
SES-0031462,BEN-01334,COHORT-VN-002,2026-03-01,Present,Group Discussion,Dennis Waweru
SES-0031463,BEN-01334,COHORT-VN-002,2026-03-08,Present,Mentorship,Mary Ndung'u
SES-0031464,BEN-01334,COHORT-VN-002,2026-03-15,Present,Mentorship,Maurice Mwangi
SES-0031465,BEN-01334,COHORT-VN-002,2026-03-22,Absent,Mentorship,Francis Adhiambo
SES-0031466,BEN-01334,COHORT-VN-002,2026-03-29,Present,Skills Lab,Owen Simiyu
SES-0031467,BEN-01334,COHORT-VN-002,2026-04-05,Present,Mentorship,Lilian Otieno
SES-0031468,BEN-01334,COHORT-VN-002,2026-05-01,Present,Mentorship,
SES-0031469,BEN-01334,COHORT-VN-002,2026-04-19,Absent,Skills Lab,Seun Achieng
SES-0031470,BEN-01334,COHORT-VN-002,2026-04-26,Absent,Group Discussion,Wanjiku Kamau
SES-0031471,BEN-01334,COHORT-VN-002,2026-05-03,Present,Skills Lab,Eunice Ndung'u
SES-0031472,BEN-01334,COHORT-VN-002,2026-05-10,Present,Workshop,James Achieng
SES-0031473,BEN-01334,COHORT-VN-002,2026-05-17,Present,Mentorship,Boniface Kamau
SES-0031474,BEN-01334,COHORT-VN-002,24/05/2026,Absent,Skills Lab,Irene Wangari
SES-0031475,BEN-01334,COHORT-VN-002,31/05/2026,Present,Workshop,Harrison Njoroge
SES-0031476,BEN-01334,COHORT-VN-002,2026-06-07,Present,Workshop,James Njenga
SES-0031477,BEN-01334,COHORT-VN-002,2026-06-22,Absent,Skills Lab,Priscilla Ochieng
SES-0031478,BEN-01334,COHORT-VN-002,2026-06-21,Absent,Group Discussion,Caroline Mutinda
SES-0031479,BEN-01334,COHORT-VN-002,2026-06-28,Absent,Workshop,Rose Mutinda
SES-0031480,BEN-01334,COHORT-VN-002,2026-07-05,Present,Group Discussion,Yvonne Auma
SES-0031481,BEN-01334,COHORT-VN-002,2026-07-12,Absent,Workshop,Patrick Simiyu
SES-0031482,BEN-01334,COHORT-VN-002,2026-07-19,0,Skills Lab,Nancy Kariuki
SES-0031483,BEN-01334,COHORT-VN-002,2026-07-26,Present,Mentorship,Tabitha Gichuki
SES-0031484,BEN-01334,COHORT-VN-002,2026-08-02,Absent,Mentorship,Irene Ochieng
SES-0031485,BEN-01334,COHORT-VN-002,2026-08-09,Absent,Mentorship,Nicholas Otieno
SES-0031486,BEN-01334,COHORT-VN-002,2026-08-16,Absent,Mentorship,Grace Awino
SES-0031487,BEN-01335,COHORT-VN-002,23/02/2026,Absent,Skills Lab,Leonard Were
SES-0031488,BEN-01335,COHORT-VN-002,2026-03-02,Absent,Mentorship,Zipporah Ochieng
SES-0031489,BEN-01335,COHORT-VN-002,2026-03-09,Absent,Group Discussion,Tabitha Kiplagat
SES-0031490,BEN-01335,COHORT-VN-002,2026-03-16,Absent,Workshop,Queen Mutinda
SES-0031491,BEN-01335,COHORT-VN-002,2026-03-23,Present,Workshop,Kendi Ndung'u
SES-0031492,BEN-01335,COHORT-VN-002,30/03/2026,Present,Group Discussion,Irene Mugo
SES-0031493,BEN-01335,COHORT-VN-002,06/04/2026,Present,Workshop,Dennis Kiplagat
SES-0031494,BEN-01335,COHORT-VN-002,2026-04-13,present,Workshop,Violet Njoroge
SES-0031495,BEN-01335,COHORT-VN-002,2026-04-20,Absent,Skills Lab,Boniface Kiprotich
SES-0031496,BEN-01335,COHORT-VN-002,2026-04-27,Absent,Skills Lab,David Rotich
SES-0031497,BEN-01335,COHORT-VN-002,04/05/2026,Present,Group Discussion,Nancy Nyambura
SES-0031498,BEN-01335,COHORT-VN-002,2026-05-11,Present,Workshop,Priscilla Omondi
SES-0031499,BEN-01335,COHORT-VN-002,2026-05-18,Absent,Mentorship,Grace Rotich
SES-0031500,BEN-01335,COHORT-VN-002,2026-05-25,Present,Skills Lab,Olive Wanjiku
SES-0031501,BEN-01335,COHORT-VN-002,2026-06-01,Present,Workshop,David Njoroge
SES-0031502,BEN-01335,COHORT-VN-002,2026-06-08,Present,Group Discussion,Eunice Maina
SES-0031503,BEN-01335,COHORT-VN-002,2026-06-15,Present,Group Discussion,Patrick Chebet
SES-0031504,BEN-01335,COHORT-VN-002,2026-06-22,Present,Workshop,Stephen Mutua
SES-0031505,BEN-01335,COHORT-VN-002,2026-06-29,Absent,Skills Lab,Owen Musyoka
SES-0031506,BEN-01335,COHORT-VN-002,2026-07-06,Absent,Mentorship,Nancy Maina
SES-0031507,BEN-01335,COHORT-VN-002,2026-07-13,Absent,Group Discussion,Harrison Maina
SES-0031508,BEN-01335,COHORT-VN-002,2026-07-20,Absent,Skills Lab,Felix Mugo
SES-0031509,BEN-01335,COHORT-VN-002,2026-07-27,Absent,Mentorship,Grace Mwangi
SES-0031510,BEN-01335,COHORT-VN-002,2026-08-03,Absent,Skills Lab,Queen Owino
SES-0031511,BEN-01335,COHORT-VN-002,2026-08-10,Absent,Mentorship,Esther Kimani
SES-0031512,BEN-01335,COHORT-VN-002,2026-08-17,Present,Group Discussion,Mary Waweru
SES-0031513,BEN-01336,COHORT-VN-002,2026-03-05,Present,Group Discussion,Stephen Ochieng
SES-0031514,BEN-01336,COHORT-VN-002,2026-03-12,Absent,Mentorship,Cynthia Kamau
SES-0031515,BEN-01336,COHORT-VN-002,19/03/2026,NO,Skills Lab,Irene Owino
SES-0031516,BEN-01336,COHORT-VN-002,2026-03-26,Present,Group Discussion,Tabitha Njoroge
SES-0031517,BEN-01336,COHORT-VN-002,2026-04-02,Present,Skills Lab,Uchenna Mutua
SES-0031518,BEN-01336,COHORT-VN-002,2026-04-09,NO,Group Discussion,Stephen Awino
SES-0031519,BEN-01336,COHORT-VN-002,2026-04-16,Absent,Skills Lab,Wanjiku Kariuki
SES-0031520,BEN-01336,COHORT-VN-002,2026-04-23,NO,Workshop,Yvonne Simiyu
SES-0031521,BEN-01336,COHORT-VN-002,2026-04-30,Absent,Mentorship,Caroline Mugo
SES-0031522,BEN-01336,COHORT-VN-002,2026-05-30,Present,Mentorship,Leonard Kamau
SES-0031523,BEN-01336,COHORT-VN-002,2026-05-14,Absent,Workshop,Cynthia Chebet
SES-0031524,BEN-01336,COHORT-VN-002,2026-05-21,Present,Mentorship,Francis Wanjiku
SES-0031525,BEN-01336,COHORT-VN-002,2026-05-28,Absent,Group Discussion,David Ochieng
SES-0031526,BEN-01336,COHORT-VN-002,2026-06-04,Absent,Skills Lab,Rose Owino
SES-0031527,BEN-01336,COHORT-VN-002,11/06/2026,0,Mentorship,Wanjiku Musyoka
SES-0031528,BEN-01336,COHORT-VN-002,2026-06-18,Absent,Skills Lab,Owen Wanjiku
SES-0031529,BEN-01336,COHORT-VN-002,2026-06-25,Present,Group Discussion,Nicholas Mutinda
SES-0031530,BEN-01336,COHORT-VN-002,2026-07-02,Present,Mentorship,Raphael Onyango
SES-0031531,BEN-01336,COHORT-VN-002,2026-07-09,Absent,Mentorship,Gladys Mutinda
SES-0031532,BEN-01336,COHORT-VN-002,2026-07-16,Absent,Mentorship,Nancy Omondi
SES-0031533,BEN-01336,COHORT-VN-002,23/07/2026,Absent,Mentorship,Eunice Wangari
SES-0031534,BEN-01336,COHORT-VN-002,2026-07-30,Present,Mentorship,Nicholas Mwangi
SES-0031535,BEN-01336,COHORT-VN-002,2026-08-06,Absent,Mentorship,Esther Were
SES-0031536,BEN-01336,COHORT-VN-002,2026-08-13,Absent,Group Discussion,Yvonne Musyoka
SES-0031537,BEN-01336,COHORT-VN-002,2026-08-20,Absent,Mentorship,James Wanjiku
SES-0031538,BEN-01337,COHORT-VN-002,2026-03-17,Absent,Mentorship,Leonard Owino
SES-0031539,BEN-01337,COHORT-VN-002,2026-03-24,Present,Workshop,
SES-0031540,BEN-01337,COHORT-VN-002,2026-03-31,Absent,Workshop,Harrison Ndung'u
SES-0031541,BEN-01337,COHORT-VN-002,2026-04-07,Present,Workshop,David Ochieng
SES-0031542,BEN-01337,COHORT-VN-002,2026-04-14,present,Skills Lab,Tabitha Kamau
SES-0031543,BEN-01337,COHORT-VN-002,2026-04-21,absent,Workshop,Olive Were
SES-0031544,BEN-01337,COHORT-VN-002,2026-05-22,Present,Group Discussion,Maurice Simiyu
SES-0031545,BEN-01337,COHORT-VN-002,2026-05-05,Present,Group Discussion,Violet Mutua
SES-0031546,BEN-01337,COHORT-VN-002,2026-05-12,Present,Workshop,Nancy Maina
SES-0031547,BEN-01337,COHORT-VN-002,2026-05-19,Present,Group Discussion,Nicholas Wanjiku
SES-0031548,BEN-01337,COHORT-VN-002,2026-05-26,Present,Mentorship,Maurice Wangari
SES-0031549,BEN-01337,COHORT-VN-002,2026-06-02,Present,Mentorship,Mary Kiplagat
SES-0031550,BEN-01337,COHORT-VN-002,2026-07-06,Present,Skills Lab,Aisha Kamau
SES-0031551,BEN-01337,COHORT-VN-002,2026-06-16,Present,Group Discussion,Nicholas Kiprotich
SES-0031552,BEN-01337,COHORT-VN-002,2026-07-11,Absent,Workshop,Yvonne Wangari
SES-0031553,BEN-01337,COHORT-VN-002,2026-06-30,Present,Mentorship,Kezia Kamau
SES-0031554,BEN-01337,COHORT-VN-002,2026-07-07,0,Skills Lab,Priscilla Chebet
SES-0031555,BEN-01337,COHORT-VN-002,2026-07-14,Absent,Workshop,Raphael Chebet
SES-0031556,BEN-01337,COHORT-VN-002,2026-07-24,Present,Workshop,Lilian Ochieng
SES-0031557,BEN-01337,COHORT-VN-002,2026-07-28,Absent,Group Discussion,Zipporah Kiplagat
SES-0031558,BEN-01337,COHORT-VN-002,2026-08-04,Present,Group Discussion,Lilian Owino
SES-0031559,BEN-01337,COHORT-VN-002,2026-08-11,Present,Mentorship,Nancy Njoroge
SES-0031560,BEN-01337,COHORT-VN-002,18-Aug-2026,Absent,Workshop,Stephen Kiprotich
SES-0031561,BEN-01338,COHORT-VN-002,2026-04-01,Present,Skills Lab,Raphael Mugo
SES-0031562,BEN-01338,COHORT-VN-002,2026-03-27,Present,Mentorship,Quinton Ndung'u
SES-0031563,BEN-01338,COHORT-VN-002,2026-04-03,Absent,Group Discussion,Queen Mutinda
SES-0031564,BEN-01338,COHORT-VN-002,2026-04-10,Present,Workshop,Uchenna Were
SES-0031565,BEN-01338,COHORT-VN-002,2026-04-17,NO,Mentorship,Gladys Musyoka
SES-0031566,BEN-01338,COHORT-VN-002,2026-04-24,Present,Workshop,Quinton Auma
SES-0031567,BEN-01338,COHORT-VN-002,2026-05-01,Present,Skills Lab,Joseph Ndung'u
SES-0031568,BEN-01338,COHORT-VN-002,2026-05-08,Present,Workshop,Felix Were
SES-0031569,BEN-01338,COHORT-VN-002,15/05/2026,Present,Workshop,Tabitha Mwangi
SES-0031570,BEN-01338,COHORT-VN-002,2026-05-22,Present,Skills Lab,Zipporah Onyango
SES-0031571,BEN-01338,COHORT-VN-002,2026-05-29,absent,Group Discussion,Mary Kariuki
SES-0031572,BEN-01338,COHORT-VN-002,2026-06-05,Absent,Mentorship,Brian Simiyu
SES-0031573,BEN-01338,COHORT-VN-002,2026-06-12,Present,Group Discussion,Joseph Kariuki
SES-0031574,BEN-01338,COHORT-VN-002,19/06/2026,Present,Mentorship,Violet Waweru
SES-0031575,BEN-01338,COHORT-VN-002,2026-06-26,Present,Skills Lab,Olive Mwangi
SES-0031576,BEN-01338,COHORT-VN-002,2026-07-03,Absent,Mentorship,James Chebet
SES-0031577,BEN-01338,COHORT-VN-002,2026-07-29,Present,Group Discussion,Cynthia Gichuki
SES-0031578,BEN-01338,COHORT-VN-002,17/07/2026,Present,Mentorship,Kezia Waweru
SES-0031579,BEN-01338,COHORT-VN-002,2026-07-24,0,Skills Lab,Nicholas Gichuki
SES-0031580,BEN-01338,COHORT-VN-002,2026-07-31,Absent,Mentorship,Caroline Ochieng
SES-0031581,BEN-01338,COHORT-VN-002,2026-08-07,Present,Mentorship,Francis Githinji
SES-0031582,BEN-01338,COHORT-VN-002,2026-08-14,Present,Group Discussion,Hassan Gichuki
SES-0031583,BEN-01338,COHORT-VN-002,2026-08-21,Present,Skills Lab,Quinton Kimani
SES-0031584,BEN-01339,COHORT-VN-002,10-Mar-2026,Absent,Workshop,Owen Onyango
SES-0031585,BEN-01339,COHORT-VN-002,2026-03-17,Present,Group Discussion,Grace Mutua
SES-0031586,BEN-01339,COHORT-VN-002,2026-03-24,Present,Group Discussion,Uchenna Omondi
SES-0031587,BEN-01339,COHORT-VN-002,2026-03-31,Present,Skills Lab,Kezia Gichuki
SES-0031588,BEN-01339,COHORT-VN-002,2026-04-07,Present,Workshop,Zipporah Ochieng
SES-0031589,BEN-01339,COHORT-VN-002,2026-04-14,Absent,Skills Lab,Francis Njenga
SES-0031590,BEN-01339,COHORT-VN-002,2026-04-21,Absent,Group Discussion,Irene Kamau
SES-0031591,BEN-01339,COHORT-VN-002,2026-04-28,absent,Workshop,Violet Mugo
SES-0031592,BEN-01339,COHORT-VN-002,2026-05-05,0,Skills Lab,James Otieno
SES-0031593,BEN-01339,COHORT-VN-002,2026-05-12,Present,Mentorship,Seun Njoroge
SES-0031594,BEN-01339,COHORT-VN-002,2026-05-19,Present,Workshop,Cynthia Nyambura
SES-0031595,BEN-01339,COHORT-VN-002,2026-05-26,Absent,Mentorship,Seun Njenga
SES-0031596,BEN-01339,COHORT-VN-002,2026-06-02,Present,Mentorship,David Kamau
SES-0031597,BEN-01339,COHORT-VN-002,2026-06-09,Present,Group Discussion,Esther Onyango
SES-0031598,BEN-01339,COHORT-VN-002,2026-06-16,Absent,Mentorship,Amina Rotich
SES-0031599,BEN-01339,COHORT-VN-002,2026-06-23,Present,Mentorship,Wanjiku Omondi
SES-0031600,BEN-01340,COHORT-VN-002,2026-03-01,Present,Workshop,Nicholas Gichuki
SES-0031601,BEN-01340,COHORT-VN-002,2026-03-31,Absent,Mentorship,Lilian Githinji
SES-0031602,BEN-01340,COHORT-VN-002,2026-03-15,Present,Group Discussion,Mary Achieng
SES-0031603,BEN-01340,COHORT-VN-002,2026-03-22,Absent,Workshop,Caroline Otieno
SES-0031604,BEN-01340,COHORT-VN-002,2026-03-29,Present,Skills Lab,Mary Kariuki
SES-0031605,BEN-01340,COHORT-VN-002,2026-04-05,Present,Workshop,Irene Omondi
SES-0031606,BEN-01340,COHORT-VN-002,2026-04-12,Present,Mentorship,Francis Ndung'u
SES-0031607,BEN-01340,COHORT-VN-002,2026-04-19,Absent,Skills Lab,Cynthia Chebet
SES-0031608,BEN-01340,COHORT-VN-002,26/04/2026,Present,Group Discussion,Gladys Rotich
SES-0031609,BEN-01340,COHORT-VN-002,2026-05-03,Present,Group Discussion,Maurice Auma
SES-0031610,BEN-01340,COHORT-VN-002,2026-05-10,Present,Mentorship,Amina Nyambura
SES-0031611,BEN-01340,COHORT-VN-002,2026-05-17,Absent,Mentorship,Rose Njoroge
SES-0031612,BEN-01340,COHORT-VN-002,2026-06-22,Present,Group Discussion,Irene Wangari
SES-0031613,BEN-01340,COHORT-VN-002,2026-05-31,Absent,Skills Lab,Irene Owino
SES-0031614,BEN-01340,COHORT-VN-002,2026-06-07,Present,Workshop,Dennis Mutua
SES-0031615,BEN-01340,COHORT-VN-002,2026-06-14,Present,Mentorship,Priscilla Were
SES-0031616,BEN-01340,COHORT-VN-002,2026-06-21,Absent,Mentorship,Joseph Owino
SES-0031617,BEN-01340,COHORT-VN-002,2026-06-28,Absent,Mentorship,Irene Mugo
SES-0031618,BEN-01340,COHORT-VN-002,2026-07-05,Absent,Mentorship,Grace Waweru
SES-0031619,BEN-01340,COHORT-VN-002,2026-07-12,Absent,Skills Lab,Francis Were
SES-0031620,BEN-01340,COHORT-VN-002,2026-07-19,Present,Skills Lab,Leonard Kimani
SES-0031621,BEN-01340,COHORT-VN-002,2026-07-26,Absent,Skills Lab,Cynthia Mutinda
SES-0031622,BEN-01340,COHORT-VN-002,02/08/2026,Present,Workshop,Cynthia Kiprotich
SES-0031623,BEN-01340,COHORT-VN-002,2026-08-09,Absent,Workshop,Boniface Onyango
SES-0031624,BEN-01340,COHORT-VN-002,2026-08-16,Absent,Mentorship,Priscilla Rotich
SES-0031625,BEN-01341,COHORT-VN-002,2026-03-04,Absent,Skills Lab,Nicholas Kamau
SES-0031626,BEN-01341,COHORT-VN-002,2026-03-11,1,Mentorship,Cynthia Njoroge
SES-0031627,BEN-01341,COHORT-VN-002,2026-03-18,Absent,Skills Lab,Yvonne Were
SES-0031628,BEN-01341,COHORT-VN-002,2026-03-25,Present,Skills Lab,Kezia Ochieng
SES-0031629,BEN-01341,COHORT-VN-002,2026-04-01,Present,Mentorship,Irene Chebet
SES-0031630,BEN-01341,COHORT-VN-002,2026-04-17,Present,Workshop,Dennis Kariuki
SES-0031631,BEN-01341,COHORT-VN-002,2026-04-15,Absent,Skills Lab,Harrison Mugo
SES-0031632,BEN-01341,COHORT-VN-002,22-Apr-2026,Present,Workshop,Amina Mutua
SES-0031633,BEN-01341,COHORT-VN-002,2026-04-29,Present,Mentorship,Esther Maina
SES-0031634,BEN-01341,COHORT-VN-002,2026-05-06,Present,Mentorship,Zipporah Mwangi
SES-0031635,BEN-01341,COHORT-VN-002,2026-05-13,Absent,Group Discussion,Owen Mutinda
SES-0031636,BEN-01341,COHORT-VN-002,2026-05-20,Absent,Group Discussion,Hassan Owino
SES-0031637,BEN-01341,COHORT-VN-002,2026-05-27,Present,Mentorship,Kendi Mwangi
SES-0031638,BEN-01341,COHORT-VN-002,2026-06-03,Present,Skills Lab,Rose Omondi
SES-0031639,BEN-01341,COHORT-VN-002,10-Jun-2026,Present,Group Discussion,Dennis Waweru
SES-0031640,BEN-01341,COHORT-VN-002,17/06/2026,Present,Group Discussion,Seun Awino
SES-0031641,BEN-01341,COHORT-VN-002,2026-06-24,Present,Group Discussion,Olive Kiplagat
SES-0031642,BEN-01341,COHORT-VN-002,01/07/2026,Present,Skills Lab,Kezia Musyoka
SES-0031643,BEN-01341,COHORT-VN-002,2026-07-08,Present,Workshop,Raphael Auma
SES-0031644,BEN-01341,COHORT-VN-002,2026-07-26,Present,Skills Lab,Irene Maina
SES-0031645,BEN-01341,COHORT-VN-002,2026-07-22,Present,Mentorship,Kezia Maina
SES-0031646,BEN-01341,COHORT-VN-002,2026-07-29,Present,Workshop,Harrison Nyambura
SES-0031647,BEN-01341,COHORT-VN-002,2026-08-05,Present,Skills Lab,Hassan Githinji
SES-0031648,BEN-01341,COHORT-VN-002,2026-08-12,Present,Skills Lab,Boniface Kiplagat
SES-0031649,BEN-01341,COHORT-VN-002,2026-08-19,Present,Mentorship,Zipporah Awino
SES-0031650,BEN-01342,COHORT-VN-002,2026-03-09,Present,Skills Lab,Cynthia Wanjiku
SES-0031651,BEN-01342,COHORT-VN-002,16-Mar-2026,Present,Mentorship,Zipporah Chebet
SES-0031652,BEN-01342,COHORT-VN-002,2026-03-23,Present,Mentorship,Yvonne Wanjiku
SES-0031653,BEN-01342,COHORT-VN-002,2026-03-30,Present,Group Discussion,Quinton Awino
SES-0031654,BEN-01342,COHORT-VN-002,2026-04-06,Present,Mentorship,Patrick Wanjiku
SES-0031655,BEN-01342,COHORT-VN-002,2026-04-13,Present,Mentorship,
SES-0031656,BEN-01342,COHORT-VN-002,2026-04-20,Present,Workshop,Zipporah Were
SES-0031657,BEN-01342,COHORT-VN-002,2026-04-27,Present,Mentorship,Boniface Kariuki
SES-0031658,BEN-01342,COHORT-VN-002,2026-05-04,Present,Mentorship,Rose Maina
SES-0031659,BEN-01342,COHORT-VN-002,11-May-2026,Present,Group Discussion,David Nyambura
SES-0031660,BEN-01342,COHORT-VN-002,2026-05-18,Present,Group Discussion,Quinton Awino
SES-0031661,BEN-01342,COHORT-VN-002,2026-05-25,YES,Workshop,Esther Waweru
SES-0031662,BEN-01342,COHORT-VN-002,2026-06-01,Absent,Skills Lab,Uchenna Kimani
SES-0031663,BEN-01342,COHORT-VN-002,2026-06-08,Present,Workshop,Patrick Chebet
SES-0031664,BEN-01342,COHORT-VN-002,2026-06-15,Present,Workshop,Felix Mugo
SES-0031665,BEN-01342,COHORT-VN-002,2026-06-22,Present,Group Discussion,Maurice Maina
SES-0031666,BEN-01342,COHORT-VN-002,2026-06-29,Present,Mentorship,Violet Onyango
SES-0031667,BEN-01342,COHORT-VN-002,2026-07-06,Absent,Group Discussion,Cynthia Awino
SES-0031668,BEN-01342,COHORT-VN-002,2026-07-13,Absent,Group Discussion,Esther Adhiambo
SES-0031669,BEN-01342,COHORT-VN-002,2026-07-20,Present,Skills Lab,Queen Kariuki
SES-0031670,BEN-01342,COHORT-VN-002,2026-07-27,Present,Mentorship,Grace Gichuki
SES-0031671,BEN-01342,COHORT-VN-002,2026-08-03,Present,Skills Lab,Queen Mwangi
SES-0031672,BEN-01342,COHORT-VN-002,2026-08-10,Absent,Workshop,Queen Were
SES-0031673,BEN-01342,COHORT-VN-002,17/08/2026,Present,Mentorship,Lilian Onyango
SES-0031674,BEN-01343,COHORT-VN-002,2026-03-18,Present,Group Discussion,Gladys Adhiambo
SES-0031675,BEN-01343,COHORT-VN-002,2026-03-25,present,Skills Lab,Wanjiku Kiprotich
SES-0031676,BEN-01343,COHORT-VN-002,2026-04-01,Present,Skills Lab,Stephen Gichuki
SES-0031677,BEN-01343,COHORT-VN-002,2026-04-08,Present,Skills Lab,Leonard Wanjiku
SES-0031678,BEN-01343,COHORT-VN-002,2026-04-15,Absent,Mentorship,Rose Simiyu
SES-0031679,BEN-01343,COHORT-VN-002,2026-04-22,Present,Mentorship,Nancy Awino
SES-0031680,BEN-01343,COHORT-VN-002,2026-04-29,Present,Mentorship,Nicholas Kiprotich
SES-0031681,BEN-01343,COHORT-VN-002,2026-05-06,Present,Mentorship,Yvonne Mwangi
SES-0031682,BEN-01343,COHORT-VN-002,2026-05-13,Present,Mentorship,Lilian Waweru
SES-0031683,BEN-01343,COHORT-VN-002,2026-05-20,Absent,Skills Lab,Eunice Musyoka
SES-0031684,BEN-01343,COHORT-VN-002,2026-05-27,NO,Skills Lab,Irene Gichuki
SES-0031685,BEN-01343,COHORT-VN-002,2026-06-03,Present,Group Discussion,Leonard Mutinda
SES-0031686,BEN-01343,COHORT-VN-002,2026-06-12,Present,Workshop,Seun Mwangi
SES-0031687,BEN-01343,COHORT-VN-002,2026-06-17,Present,Workshop,Kendi Omondi
SES-0031688,BEN-01343,COHORT-VN-002,2026-06-24,Present,Skills Lab,Wanjiku Wangari
SES-0031689,BEN-01343,COHORT-VN-002,01-Jul-2026,Present,Workshop,Wanjiku Musyoka
SES-0031690,BEN-01343,COHORT-VN-002,2026-07-08,Present,Workshop,James Chebet
SES-0031691,BEN-01343,COHORT-VN-002,2026-07-15,Absent,Group Discussion,Harrison Kimani
SES-0031692,BEN-01343,COHORT-VN-002,2026-07-22,Present,Mentorship,Hassan Wangari
SES-0031693,BEN-01343,COHORT-VN-002,2026-07-29,Present,Workshop,Nicholas Maina
SES-0031694,BEN-01343,COHORT-VN-002,2026-08-05,Absent,Group Discussion,Maurice Waweru
SES-0031695,BEN-01343,COHORT-VN-002,2026-08-12,absent,Group Discussion,Violet Were
SES-0031696,BEN-01343,COHORT-VN-002,2026-08-19,Present,Mentorship,Leonard Kimani
SES-0031697,BEN-01344,COHORT-VN-002,2026-03-15,Present,Group Discussion,Stephen Onyango
SES-0031698,BEN-01344,COHORT-VN-002,2026-03-22,Present,Skills Lab,
SES-0031699,BEN-01344,COHORT-VN-002,2026-03-29,Present,Skills Lab,Seun Achieng
SES-0031700,BEN-01344,COHORT-VN-002,2026-04-05,Present,Workshop,Mary Owino
SES-0031701,BEN-01344,COHORT-VN-002,2026-04-12,Present,Workshop,David Achieng
SES-0031702,BEN-01344,COHORT-VN-002,2026-04-19,Present,Group Discussion,Esther Kimani
SES-0031703,BEN-01344,COHORT-VN-002,2026-04-26,Present,Group Discussion,Harrison Odongo
SES-0031704,BEN-01344,COHORT-VN-002,2026-05-03,Present,Workshop,Patrick Omondi
SES-0031705,BEN-01344,COHORT-VN-002,2026-05-10,Present,Workshop,Boniface Otieno
SES-0031706,BEN-01344,COHORT-VN-002,2026-05-17,Present,Group Discussion,Boniface Githinji
SES-0031707,BEN-01344,COHORT-VN-002,2026-05-24,Present,Group Discussion,Raphael Mutinda
SES-0031708,BEN-01344,COHORT-VN-002,31/05/2026,Present,Workshop,Mary Kiplagat
SES-0031709,BEN-01344,COHORT-VN-002,07/06/2026,Present,Workshop,Yvonne Achieng
SES-0031710,BEN-01344,COHORT-VN-002,14/06/2026,Present,Mentorship,
SES-0031711,BEN-01344,COHORT-VN-002,2026-06-21,Absent,Group Discussion,Esther Achieng
SES-0031712,BEN-01344,COHORT-VN-002,2026-06-28,Present,Group Discussion,Raphael Wangari
SES-0031713,BEN-01344,COHORT-VN-002,2026-07-05,Absent,Skills Lab,Harrison Kiplagat
SES-0031714,BEN-01344,COHORT-VN-002,2026-07-12,Absent,Skills Lab,Rose Odongo
SES-0031715,BEN-01344,COHORT-VN-002,2026-07-19,Absent,Skills Lab,James Njoroge
SES-0031716,BEN-01344,COHORT-VN-002,2026-07-26,Present,Mentorship,Rose Adhiambo
SES-0031717,BEN-01344,COHORT-VN-002,2026-08-02,Present,Group Discussion,Maurice Achieng
SES-0031718,BEN-01344,COHORT-VN-002,2026-08-09,Present,Skills Lab,Aisha Ndung'u
SES-0031719,BEN-01344,COHORT-VN-002,2026-08-16,Present,Skills Lab,Maurice Njenga
SES-0031720,BEN-01345,COHORT-VN-002,2026-02-25,Present,Mentorship,Gladys Mugo
SES-0031721,BEN-01345,COHORT-VN-002,2026-03-04,Present,Skills Lab,Aisha Maina
SES-0031722,BEN-01345,COHORT-VN-002,2026-03-11,Absent,Workshop,Irene Auma
SES-0031723,BEN-01345,COHORT-VN-002,18/03/2026,Present,Workshop,Irene Owino
SES-0031724,BEN-01345,COHORT-VN-002,2026-03-25,Absent,Mentorship,Joseph Kimani
SES-0031725,BEN-01345,COHORT-VN-002,2026-04-01,Present,Skills Lab,Leonard Njoroge
