id,program_id,region,resource_type,allocated_amount,unit,period_start,period_end,source,status,priority_score,rationale
ALLOC-33d7a39a,PROG-e4144baa,Kakamega,budget,1697115,KES,2025-09-01,2025-12-17,ml_recommended,approved,50.5,Fugiat delectus accusantium sequi quod dolores quam omnis molestiae.
ALLOC-c1f24b4f,PROG-0cb596de,Kakamega,budget,1888941,KES,2025-11-08,2026-02-23,ml_recommended,approved,50.8,Deleniti placeat quisquam culpa eligendi illum eum atque.
ALLOC-d477fd28,PROG-0cb596de,Kakamega,field_officer,2,officers,2025-07-01,2025-09-08,manual,approved,,
ALLOC-5046f4bf,PROG-0cb596de,Kakamega,training_capacity,79,seats,2025-07-01,2025-09-08,manual,approved,,
ALLOC-e9121cab,PROG-0cb596de,Kakamega,field_officer,5,officers,2026-05-10,2026-07-11,manual,approved,,
ALLOC-a7690238,PROG-0cb596de,Kakamega,training_capacity,38,seats,2026-05-10,2026-07-11,manual,approved,,
ALLOC-8b94b662,PROG-0cb596de,Kakamega,budget,1920690,KES,2026-05-10,2026-07-11,manual,approved,,
ALLOC-01a3f004,PROG-40a38dca,Nairobi,field_officer,5,officers,2025-11-11,2026-03-03,manual,approved,,
ALLOC-019b0c78,PROG-40a38dca,Nairobi,budget,1708196,KES,2025-11-11,2026-03-03,manual,approved,,
ALLOC-84a2aa15,PROG-40a38dca,Nairobi,field_officer,4,officers,2025-08-09,2025-12-05,manual,approved,,
ALLOC-9a04b06a,PROG-40a38dca,Nairobi,budget,1528815,KES,2025-08-09,2025-12-05,ml_recommended,pending,46.15,Aliquam vel debitis adipisci autem.
ALLOC-e553d9f3,PROG-40a38dca,Nairobi,field_officer,1,officers,2024-09-25,2025-01-16,manual,approved,,
ALLOC-2d6e9e78,PROG-40a38dca,Nairobi,budget,1052223,KES,2024-09-25,2025-01-16,manual,approved,,
ALLOC-72f72bd8,PROG-feed88eb,Nairobi,field_officer,1,officers,2025-07-27,2025-11-06,manual,approved,,
ALLOC-f2e56a73,PROG-feed88eb,Nairobi,budget,1634161,KES,2025-07-27,2025-11-06,ml_recommended,rejected,75.79,Atque necessitatibus saepe omnis minima praesentium.
ALLOC-df5e4118,PROG-feed88eb,Nairobi,budget,1773835,KES,2024-04-07,2024-06-19,manual,approved,,
ALLOC-df0fb9ef,PROG-feed88eb,Nairobi,training_capacity,71,seats,2024-02-07,2024-05-12,manual,approved,,
ALLOC-72a91682,PROG-feed88eb,Nairobi,budget,1716647,KES,2024-02-07,2024-05-12,ml_recommended,pending,79.66,Aliquid dolore quaerat accusamus ullam omnis unde.
ALLOC-bef09b0b,PROG-feed88eb,Nairobi,training_capacity,39,seats,2024-05-11,2024-08-03,manual,approved,,
ALLOC-e372208f,PROG-feed88eb,Nairobi,budget,1006721,KES,2024-05-11,2024-08-03,manual,approved,,
ALLOC-cfbca52b,PROG-8cf15bc4,Nairobi,field_officer,1,officers,2026-03-15,2026-05-22,ml_recommended,approved,54.27,Iusto odit facere quia tempora.
ALLOC-9af5526d,PROG-8cf15bc4,Nairobi,budget,1280816,KES,2026-03-15,2026-05-22,manual,approved,,
ALLOC-53c7d4c1,PROG-8cf15bc4,Nairobi,field_officer,3,officers,2024-10-06,2025-01-22,manual,approved,,
ALLOC-2b304ccb,PROG-8cf15bc4,Nairobi,training_capacity,74,seats,2024-10-06,2025-01-22,manual,approved,,
ALLOC-fbc3b8c6,PROG-8cf15bc4,Nairobi,budget,1072082,KES,2024-10-06,2025-01-22,manual,approved,,
ALLOC-0197f6c6,PROG-8cf15bc4,Nairobi,budget,1457330,KES,2026-04-30,2026-08-11,manual,approved,,
ALLOC-a3fa5fc5,PROG-8cf15bc4,Nairobi,field_officer,4,officers,2025-04-29,2025-07-27,manual,approved,,
ALLOC-4199670d,PROG-8cf15bc4,Nairobi,budget,730002,KES,2025-04-29,2025-07-27,ml_recommended,approved,40.68,Recusandae animi nulla minus quasi rerum aspernatur dolor.
ALLOC-76fb5d6a,PROG-4055f3fe,Nairobi,training_capacity,85,seats,2025-04-04,2025-06-07,manual,approved,,
ALLOC-e96635b5,PROG-4055f3fe,Nairobi,budget,1485913,KES,2025-04-04,2025-06-07,manual,approved,,
ALLOC-d96bc92a,PROG-4055f3fe,Nairobi,field_officer,5,officers,2025-12-28,2026-03-14,manual,approved,,
ALLOC-87c72043,PROG-4055f3fe,Nairobi,training_capacity,34,seats,2025-12-28,2026-03-14,manual,approved,,
ALLOC-a02a7db5,PROG-4055f3fe,Nairobi,budget,1748732,KES,2025-12-28,2026-03-14,manual,approved,,
ALLOC-f529cf78,PROG-7463bbcd,Mombasa,field_officer,3,officers,2025-01-17,2025-03-23,manual,approved,,
ALLOC-9d6c30d7,PROG-7463bbcd,Mombasa,training_capacity,43,seats,2026-03-07,2026-06-14,manual,approved,,
ALLOC-c5afa6f9,PROG-7463bbcd,Mombasa,budget,1366790,KES,2026-03-07,2026-06-14,manual,approved,,
ALLOC-c47d4353,PROG-7463bbcd,Mombasa,field_officer,1,officers,2025-03-20,2025-06-15,manual,approved,,
ALLOC-9e856cd1,PROG-7463bbcd,Mombasa,training_capacity,81,seats,2025-03-20,2025-06-15,manual,approved,,
ALLOC-30c78110,PROG-7463bbcd,Mombasa,budget,1479332,KES,2025-03-20,2025-06-15,ml_recommended,approved,54.07,Atque quam minus deleniti minima dolorum numquam debitis quibusdam impedit.
ALLOC-56218742,PROG-7463bbcd,Mombasa,field_officer,4,officers,2025-12-06,2026-03-20,ml_recommended,pending,29.46,Quisquam nemo perferendis praesentium incidunt.
ALLOC-937f5fe5,PROG-7463bbcd,Mombasa,training_capacity,22,seats,2025-12-06,2026-03-20,manual,approved,,
ALLOC-fc2a529a,PROG-7463bbcd,Mombasa,budget,156235,KES,2025-12-06,2026-03-20,manual,approved,,
ALLOC-9afbc011,PROG-7463bbcd,Mombasa,field_officer,5,officers,2025-04-29,2025-08-08,manual,approved,,
ALLOC-9a197257,PROG-7463bbcd,Mombasa,training_capacity,79,seats,2025-04-29,2025-08-08,manual,approved,,
ALLOC-f711f4bf,PROG-7463bbcd,Mombasa,budget,344231,KES,2025-04-29,2025-08-08,manual,approved,,
ALLOC-574deaa8,PROG-b3c8c997,Mombasa,field_officer,4,officers,2026-04-12,2026-07-12,manual,approved,,
ALLOC-e625744e,PROG-b3c8c997,Mombasa,training_capacity,92,seats,2026-04-12,2026-07-12,ml_recommended,approved,43.37,Cumque debitis illo excepturi culpa.
ALLOC-7d415fa8,PROG-b3c8c997,Mombasa,budget,1877607,KES,2026-04-12,2026-07-12,manual,approved,,
ALLOC-ab0705e6,PROG-b3c8c997,Mombasa,field_officer,5,officers,2026-03-28,2026-07-20,manual,approved,,
ALLOC-aee7499e,PROG-b3c8c997,Mombasa,training_capacity,57,seats,2026-03-28,2026-07-20,manual,approved,,
ALLOC-758a6ac3,PROG-b3c8c997,Mombasa,budget,1176584,KES,2026-03-28,2026-07-20,manual,approved,,
ALLOC-0c42a275,PROG-b3c8c997,Mombasa,training_capacity,74,seats,2026-05-04,2026-07-17,manual,approved,,
ALLOC-8ec15a99,PROG-b3c8c997,Mombasa,budget,661719,KES,2026-05-04,2026-07-17,ml_recommended,approved,53.13,Ipsam explicabo et voluptatibus eveniet fuga quisquam inventore quas non.
ALLOC-6f2fe8ce,PROG-2baf66ee,Mombasa,field_officer,4,officers,2025-10-20,2026-02-17,manual,approved,,
ALLOC-e43d38e8,PROG-2baf66ee,Mombasa,training_capacity,56,seats,2025-10-20,2026-02-17,manual,approved,,
ALLOC-4f60d222,PROG-2baf66ee,Mombasa,budget,1018784,KES,2025-10-20,2026-02-17,manual,approved,,
ALLOC-84e6b91c,PROG-2baf66ee,Mombasa,training_capacity,97,seats,2024-09-02,2024-12-08,ml_recommended,approved,52.79,Molestias fugiat mollitia quia facere iste vero a alias eligendi.
ALLOC-40017acc,PROG-2baf66ee,Mombasa,field_officer,4,officers,2026-01-31,2026-05-16,ml_recommended,approved,71.42,Maxime voluptatibus error error.
ALLOC-8d06a236,PROG-2baf66ee,Mombasa,field_officer,1,officers,2024-07-05,2024-10-12,manual,approved,,
ALLOC-e103c759,PROG-2baf66ee,Mombasa,training_capacity,45,seats,2024-07-05,2024-10-12,manual,approved,,
ALLOC-2c1c12be,PROG-2baf66ee,Mombasa,budget,1764053,KES,2024-07-05,2024-10-12,manual,approved,,
ALLOC-ad31f1f7,PROG-2baf66ee,Mombasa,field_officer,5,officers,2025-06-10,2025-08-28,manual,approved,,
ALLOC-4d4f6637,PROG-2baf66ee,Mombasa,training_capacity,53,seats,2025-06-10,2025-08-28,manual,approved,,
ALLOC-daa61391,PROG-2baf66ee,Mombasa,budget,1836334,KES,2025-06-10,2025-08-28,ml_recommended,approved,76.48,Dolor et quo velit reprehenderit ullam maiores.
ALLOC-26f0fb8a,PROG-d3069c0f,Mombasa,field_officer,1,officers,2026-01-15,2026-03-23,manual,approved,,
ALLOC-8dfb22e4,PROG-d3069c0f,Mombasa,training_capacity,63,seats,2026-01-15,2026-03-23,ml_recommended,approved,73.91,Unde culpa alias explicabo consequuntur facilis neque doloremque repellat at.
ALLOC-4a1f42f4,PROG-d3069c0f,Mombasa,budget,1979714,KES,2026-01-15,2026-03-23,manual,approved,,
ALLOC-8619840b,PROG-d3069c0f,Mombasa,field_officer,1,officers,2026-04-12,2026-07-19,ml_recommended,approved,52.0,Necessitatibus dolor aspernatur eveniet laboriosam laborum tempore praesentium.
ALLOC-39a41332,PROG-d3069c0f,Mombasa,budget,322071,KES,2026-04-12,2026-07-19,ml_recommended,approved,80.09,Nisi error quasi nemo aspernatur.
ALLOC-e5f9bd2b,PROG-d3069c0f,Mombasa,field_officer,5,officers,2025-02-13,2025-06-05,manual,approved,,
ALLOC-6b60b5fb,PROG-d3069c0f,Mombasa,training_capacity,46,seats,2025-02-13,2025-06-05,ml_recommended,pending,40.45,Ullam ex sunt ipsa ut.
ALLOC-fc1397b1,PROG-d3069c0f,Mombasa,budget,1160942,KES,2025-02-13,2025-06-05,manual,approved,,
ALLOC-631a27b7,PROG-d3069c0f,Mombasa,field_officer,3,officers,2025-02-10,2025-04-20,ml_recommended,pending,34.13,Sit dolorem officiis nobis accusamus quod.
ALLOC-a1ba2d0b,PROG-0c3fbd28,Nakuru,training_capacity,84,seats,2025-07-19,2025-11-09,manual,approved,,
ALLOC-750c33da,PROG-0c3fbd28,Nakuru,budget,1599882,KES,2025-07-19,2025-11-09,ml_recommended,approved,66.55,Amet minima eum natus eveniet possimus corrupti perferendis.
ALLOC-b453c9dc,PROG-0c3fbd28,Nakuru,training_capacity,49,seats,2025-06-01,2025-09-17,manual,approved,,
ALLOC-009f020b,PROG-0c3fbd28,Nakuru,budget,958383,KES,2025-06-01,2025-09-17,ml_recommended,rejected,56.13,Voluptas quidem nemo at inventore ratione corporis excepturi.
ALLOC-928fe770,PROG-fc7b354b,Nakuru,field_officer,1,officers,2024-02-06,2024-05-04,manual,approved,,
ALLOC-44997acd,PROG-fc7b354b,Nakuru,training_capacity,28,seats,2024-02-06,2024-05-04,manual,approved,,
ALLOC-f424a8d9,PROG-fc7b354b,Nakuru,budget,1719782,KES,2024-02-06,2024-05-04,manual,approved,,
ALLOC-5d243003,PROG-fc7b354b,Nakuru,training_capacity,39,seats,2024-03-09,2024-06-02,ml_recommended,pending,64.21,Nemo aliquid id assumenda magnam quo consectetur consequatur nam.
ALLOC-57836676,PROG-fc7b354b,Nakuru,field_officer,3,officers,2025-11-13,2026-03-09,manual,approved,,
ALLOC-8eeaa394,PROG-fc7b354b,Nakuru,budget,686742,KES,2024-11-13,2025-02-27,ml_recommended,approved,30.28,Hic necessitatibus natus voluptatum minima doloribus eaque inventore placeat.
ALLOC-f3111159,PROG-154089d9,Nakuru,field_officer,5,officers,2025-12-08,2026-03-19,manual,approved,,
ALLOC-824884bb,PROG-154089d9,Nakuru,training_capacity,76,seats,2025-12-08,2026-03-19,manual,approved,,
ALLOC-81b11bf7,PROG-154089d9,Nakuru,budget,1227079,KES,2026-03-22,2026-06-15,manual,approved,,
ALLOC-aec4bc00,PROG-154089d9,Nakuru,training_capacity,89,seats,2026-04-30,2026-08-14,manual,approved,,
ALLOC-170dc6da,PROG-154089d9,Nakuru,budget,1257178,KES,2026-04-30,2026-08-14,manual,approved,,
ALLOC-2ff1cca0,PROG-154089d9,Nakuru,field_officer,1,officers,2025-10-15,2026-01-31,manual,approved,,
ALLOC-9ca7ff65,PROG-154089d9,Nakuru,budget,606126,KES,2025-10-15,2026-01-31,ml_recommended,approved,49.59,At perferendis incidunt expedita eum nisi ad esse voluptates nulla.
ALLOC-c80a4d30,PROG-154089d9,Nakuru,budget,1164303,KES,2026-01-07,2026-03-15,manual,approved,,
ALLOC-be83d1ea,PROG-3ff19543,Nakuru,field_officer,3,officers,2026-05-20,2026-09-17,manual,approved,,
ALLOC-d5b76b83,PROG-3ff19543,Nakuru,training_capacity,63,seats,2026-05-20,2026-09-17,ml_recommended,approved,89.23,Numquam ipsam unde doloremque placeat culpa quas assumenda qui.
ALLOC-938a223b,PROG-3ff19543,Nakuru,budget,1975564,KES,2026-05-20,2026-09-17,ml_recommended,approved,79.11,Veniam unde sit reprehenderit accusamus possimus beatae.
ALLOC-7a89be40,PROG-3ff19543,Nakuru,field_officer,5,officers,2026-02-02,2026-04-25,manual,approved,,
ALLOC-92bc323b,PROG-3ff19543,Nakuru,budget,619324,KES,2026-02-02,2026-04-25,manual,approved,,
ALLOC-d7ab99f2,PROG-f5f07ba4,Kisumu,field_officer,4,officers,2025-11-26,2026-02-23,ml_recommended,pending,24.35,Iusto ex qui distinctio molestias quibusdam molestias numquam voluptatibus.
ALLOC-41f45b6b,PROG-f5f07ba4,Kisumu,budget,1035673,KES,2025-11-26,2026-02-23,manual,approved,,
ALLOC-90747513,PROG-f5f07ba4,Kisumu,field_officer,5,officers,2026-05-14,2026-08-07,ml_recommended,rejected,60.9,Fugiat temporibus minima ducimus.
ALLOC-62b5ff9c,PROG-f5f07ba4,Kisumu,training_capacity,76,seats,2026-05-14,2026-08-07,manual,approved,,
ALLOC-89f16cc0,PROG-f5f07ba4,Kisumu,field_officer,5,officers,2026-01-22,2026-05-14,manual,approved,,
ALLOC-c2d98391,PROG-f5f07ba4,Kisumu,budget,1577495,KES,2026-01-22,2026-05-14,manual,approved,,
ALLOC-2b7478f9,PROG-4b1a75a8,Kisumu,field_officer,1,officers,2026-04-26,2026-07-08,manual,approved,,
ALLOC-b0ff0b95,PROG-4b1a75a8,Kisumu,budget,349070,KES,2026-04-26,2026-07-08,manual,approved,,
ALLOC-1d7aa879,PROG-4b1a75a8,Kisumu,field_officer,5,officers,2025-07-07,2025-09-12,manual,approved,,
ALLOC-a89c48e3,PROG-4b1a75a8,Kisumu,training_capacity,35,seats,2025-07-07,2025-09-12,manual,approved,,
ALLOC-77458140,PROG-4984651e,Kisumu,field_officer,2,officers,2025-10-23,2026-01-22,manual,approved,,
ALLOC-c2ddf81a,PROG-4984651e,Kisumu,training_capacity,26,seats,2025-10-23,2026-01-22,ml_recommended,approved,39.84,Eligendi ratione nulla amet omnis.
ALLOC-83a7ff89,PROG-4984651e,Kisumu,budget,1651180,KES,2025-10-23,2026-01-22,manual,approved,,
ALLOC-cce4df3f,PROG-4984651e,Kisumu,field_officer,1,officers,2025-07-27,2025-10-30,manual,approved,,
ALLOC-1a581d98,PROG-4984651e,Kisumu,training_capacity,92,seats,2025-07-27,2025-10-30,manual,approved,,
ALLOC-c92e0dc1,PROG-4984651e,Kisumu,budget,891267,KES,2025-07-27,2025-10-30,manual,approved,,
ALLOC-cb6d7079,PROG-4984651e,Kisumu,training_capacity,78,seats,2026-04-01,2026-06-08,ml_recommended,approved,30.43,Architecto optio optio totam.
ALLOC-d6730d9f,PROG-4984651e,Kisumu,field_officer,5,officers,2025-07-10,2025-10-29,manual,approved,,
ALLOC-5ac5e1fa,PROG-4984651e,Kisumu,training_capacity,70,seats,2025-07-10,2025-10-29,manual,approved,,
ALLOC-3a7e94e6,PROG-4984651e,Kisumu,budget,1506022,KES,2025-07-10,2025-10-29,ml_recommended,approved,65.21,Sint accusantium sint officiis doloremque fugit voluptate aut.
ALLOC-fe78195c,PROG-9e2ec2fe,Kisumu,field_officer,3,officers,2025-09-04,2025-12-09,manual,approved,,
ALLOC-18816bba,PROG-9e2ec2fe,Kisumu,training_capacity,91,seats,2025-09-04,2025-12-09,manual,approved,,
ALLOC-c6e52669,PROG-9e2ec2fe,Kisumu,field_officer,4,officers,2025-09-19,2025-12-24,manual,approved,,
ALLOC-afa68052,PROG-9e2ec2fe,Kisumu,training_capacity,88,seats,2025-09-19,2025-12-24,manual,approved,,
ALLOC-7334003f,PROG-9e2ec2fe,Kisumu,budget,1749949,KES,2025-09-19,2025-12-24,manual,approved,,
ALLOC-1b15d9c8,PROG-9e2ec2fe,Kisumu,training_capacity,71,seats,2026-04-07,2026-06-11,manual,approved,,
ALLOC-a3f4ea79,PROG-9e2ec2fe,Kisumu,budget,148786,KES,2026-04-07,2026-06-11,manual,approved,,
ALLOC-4803d5b2,PROG-dd95776f,Kisumu,training_capacity,52,seats,2025-09-13,2025-11-13,manual,approved,,
ALLOC-9b25fd28,PROG-dd95776f,Kisumu,field_officer,2,officers,2026-01-21,2026-04-01,manual,approved,,
ALLOC-02fab688,PROG-dd95776f,Kisumu,training_capacity,59,seats,2026-01-21,2026-04-01,ml_recommended,approved,24.12,Laborum nisi at dicta vitae natus quae aliquam.
ALLOC-48656ffc,PROG-dd95776f,Kisumu,training_capacity,32,seats,2025-01-17,2025-03-19,manual,approved,,
ALLOC-b64440e7,PROG-dd95776f,Kisumu,budget,779933,KES,2025-01-17,2025-03-19,manual,approved,,
ALLOC-7fe40aa5,PROG-62cc2bca,Kisumu,field_officer,5,officers,2024-06-08,2024-08-19,manual,approved,,
ALLOC-7f9f5e77,PROG-62cc2bca,Kisumu,training_capacity,84,seats,2024-06-08,2024-08-19,manual,approved,,
ALLOC-6a2d1614,PROG-62cc2bca,Kisumu,budget,227154,KES,2024-06-08,2024-08-19,manual,approved,,
ALLOC-ea59ecce,PROG-62cc2bca,Kisumu,field_officer,1,officers,2025-11-03,2026-01-28,manual,approved,,
ALLOC-f9b86882,PROG-62cc2bca,Kisumu,training_capacity,22,seats,2025-11-03,2026-01-28,manual,approved,,
ALLOC-c62edc74,PROG-bca78c91,Eldoret,field_officer,2,officers,2024-07-06,2024-10-22,manual,approved,,
ALLOC-7e7eb99f,PROG-bca78c91,Eldoret,training_capacity,30,seats,2024-07-06,2024-10-22,ml_recommended,approved,74.8,Esse laudantium quia accusantium placeat explicabo esse voluptatum voluptatem eius.
ALLOC-36166ee6,PROG-bca78c91,Eldoret,budget,1233384,KES,2024-07-06,2024-10-22,ml_recommended,approved,57.63,Numquam soluta tempora repellendus adipisci.
ALLOC-11de793f,PROG-bca78c91,Eldoret,field_officer,1,officers,2025-01-03,2025-05-01,manual,approved,,
ALLOC-eb8d8b28,PROG-bca78c91,Eldoret,training_capacity,99,seats,2025-01-03,2025-05-01,manual,approved,,
ALLOC-84a2df15,PROG-676845a5,Eldoret,training_capacity,52,seats,2025-02-12,2025-06-11,ml_recommended,approved,44.6,Veniam dolorem exercitationem hic consequatur quas maxime perspiciatis sit placeat.
ALLOC-2cff9bc6,PROG-676845a5,Eldoret,budget,1327167,KES,2025-02-12,2025-06-11,ml_recommended,pending,31.3,Dolores corrupti voluptas tenetur eveniet molestiae dignissimos consequuntur molestiae.
ALLOC-c0e04dbd,PROG-676845a5,Eldoret,field_officer,1,officers,2025-02-22,2025-05-12,ml_recommended,approved,89.92,Similique est provident minima consequatur voluptatum.
ALLOC-37add3a3,PROG-676845a5,Eldoret,budget,1158684,KES,2025-02-22,2025-05-12,ml_recommended,approved,67.75,Omnis natus culpa architecto minus quaerat.
ALLOC-72ea0fd3,PROG-a2191006,Eldoret,training_capacity,61,seats,2025-07-21,2025-11-06,manual,approved,,
ALLOC-a2fe8a01,PROG-a2191006,Eldoret,budget,1357271,KES,2025-07-21,2025-11-06,manual,approved,,
ALLOC-1f21ed65,PROG-a2191006,Eldoret,training_capacity,20,seats,2025-03-12,2025-06-21,ml_recommended,approved,48.92,Et sunt quas quisquam sunt impedit.
ALLOC-238d17d9,PROG-a2191006,Eldoret,field_officer,1,officers,2026-03-11,2026-06-27,ml_recommended,approved,25.43,Esse quia reprehenderit odio qui corrupti deleniti consectetur.
ALLOC-91ae647e,PROG-a2191006,Eldoret,training_capacity,76,seats,2026-03-11,2026-06-27,manual,approved,,
ALLOC-87dde016,PROG-a2191006,Eldoret,budget,1804525,KES,2026-03-11,2026-06-27,manual,approved,,
ALLOC-e9021a28,PROG-a2191006,Eldoret,field_officer,1,officers,2025-10-28,2026-01-20,manual,approved,,
ALLOC-dd3c9f1f,PROG-a2191006,Eldoret,training_capacity,44,seats,2025-10-28,2026-01-20,manual,approved,,
ALLOC-45b06872,PROG-a2191006,Eldoret,budget,141485,KES,2025-10-28,2026-01-20,ml_recommended,approved,69.64,Quis nostrum eaque necessitatibus doloremque.
ALLOC-85e1e8cc,PROG-adb8dd55,Eldoret,field_officer,3,officers,2025-09-20,2026-01-10,ml_recommended,pending,88.61,Doloremque ad aspernatur quod consequatur sapiente iusto.
ALLOC-5e73deca,PROG-adb8dd55,Eldoret,budget,1133555,KES,2025-09-20,2026-01-10,ml_recommended,approved,34.64,Delectus harum labore cum dolorem illum voluptas unde.
ALLOC-4f7dd328,PROG-adb8dd55,Eldoret,field_officer,1,officers,2025-11-13,2026-03-05,ml_recommended,approved,54.58,Dolore perferendis dicta dignissimos debitis veritatis ipsa nulla.
ALLOC-40ccb906,PROG-adb8dd55,Eldoret,training_capacity,92,seats,2025-11-13,2026-03-05,manual,approved,,
ALLOC-d2210a54,PROG-adb8dd55,Eldoret,budget,468110,KES,2025-11-13,2026-03-05,manual,approved,,
ALLOC-1c544539,PROG-adb8dd55,Eldoret,field_officer,3,officers,2025-10-09,2026-01-24,ml_recommended,rejected,81.67,Sint suscipit incidunt quod non repudiandae quam hic.
ALLOC-d2f945b1,PROG-adb8dd55,Eldoret,budget,1877686,KES,2025-10-09,2026-01-24,manual,approved,,
ALLOC-397423cd,PROG-c0a36c24,Kiambu,training_capacity,74,seats,2026-03-07,2026-06-10,manual,approved,,
ALLOC-53216da9,PROG-c0a36c24,Kiambu,training_capacity,72,seats,2025-09-27,2026-01-19,manual,approved,,
ALLOC-df2a2888,PROG-c0a36c24,Kiambu,budget,1078503,KES,2025-09-27,2026-01-19,manual,approved,,
ALLOC-ada188a6,PROG-c0a36c24,Kiambu,field_officer,2,officers,2026-01-24,2026-05-12,manual,approved,,
ALLOC-229a8c6a,PROG-c0a36c24,Kiambu,budget,763207,KES,2026-01-24,2026-05-12,manual,approved,,
ALLOC-3cb9f006,PROG-c0a36c24,Kiambu,field_officer,5,officers,2025-11-02,2026-01-22,ml_recommended,rejected,35.79,Nisi minima soluta ratione maxime iste repudiandae aliquam voluptatum maxime.
ALLOC-cf8c44d9,PROG-c0a36c24,Kiambu,training_capacity,29,seats,2025-11-02,2026-01-22,ml_recommended,pending,43.05,Voluptates aliquam harum quisquam vitae deleniti ipsa sunt.
ALLOC-74c4b798,PROG-c0a36c24,Kiambu,budget,1411338,KES,2025-11-02,2026-01-22,manual,approved,,
ALLOC-6f83e2ff,PROG-f6167614,Kiambu,field_officer,3,officers,2025-06-21,2025-10-10,ml_recommended,pending,53.15,Itaque in nostrum amet maxime consequuntur rerum.
ALLOC-55ef1c79,PROG-f6167614,Kiambu,training_capacity,94,seats,2025-12-30,2026-03-28,manual,approved,,
ALLOC-90f898b9,PROG-f6167614,Kiambu,field_officer,1,officers,2024-05-09,2024-08-01,ml_recommended,pending,76.17,At magnam debitis nesciunt tempora molestias hic eum ad.
ALLOC-bdc13ddb,PROG-f6167614,Kiambu,training_capacity,98,seats,2024-05-09,2024-08-01,manual,approved,,
ALLOC-e61b7818,PROG-f6167614,Kiambu,budget,1520955,KES,2024-05-09,2024-08-01,manual,approved,,
ALLOC-8b19e0a7,PROG-f6167614,Kiambu,training_capacity,99,seats,2024-05-28,2024-08-14,ml_recommended,pending,61.97,Nihil quae dicta iste dolorum porro tenetur recusandae quaerat.
ALLOC-752daf02,PROG-f6167614,Kiambu,budget,122243,KES,2024-05-28,2024-08-14,manual,approved,,
ALLOC-daa2dcde,PROG-9fe90568,Kiambu,training_capacity,63,seats,2026-02-13,2026-05-11,manual,approved,,
ALLOC-bfadfd00,PROG-9fe90568,Kiambu,budget,154467,KES,2026-02-13,2026-05-11,manual,approved,,
ALLOC-785234d6,PROG-9fe90568,Kiambu,field_officer,1,officers,2025-06-19,2025-09-24,manual,approved,,
ALLOC-c771db23,PROG-9fe90568,Kiambu,budget,1863242,KES,2025-06-19,2025-09-24,manual,approved,,
ALLOC-5740b143,PROG-9fe90568,Kiambu,field_officer,3,officers,2025-10-22,2025-12-29,manual,approved,,
ALLOC-46dec019,PROG-9fe90568,Kiambu,training_capacity,99,seats,2025-10-22,2025-12-29,manual,approved,,
ALLOC-5d282f3a,PROG-9fe90568,Kiambu,budget,1771483,KES,2025-10-22,2025-12-29,manual,approved,,
ALLOC-a63a1441,PROG-9fe90568,Kiambu,field_officer,5,officers,2025-03-08,2025-05-26,ml_recommended,approved,41.78,At provident odio assumenda provident quas.
ALLOC-7a6ee3cf,PROG-9fe90568,Kiambu,field_officer,3,officers,2025-03-18,2025-06-16,manual,approved,,
ALLOC-4ec8b30f,PROG-9fe90568,Kiambu,budget,1479248,KES,2025-03-18,2025-06-16,manual,approved,,
ALLOC-ffcd3763,PROG-5af62ded,Machakos,training_capacity,26,seats,2026-01-17,2026-04-19,manual,approved,,
ALLOC-02235fa7,PROG-5af62ded,Machakos,budget,520210,KES,2026-01-17,2026-04-19,manual,approved,,
ALLOC-39ec2e76,PROG-5af62ded,Machakos,field_officer,2,officers,2026-01-08,2026-04-28,manual,approved,,
ALLOC-ff5fc917,PROG-5af62ded,Machakos,training_capacity,79,seats,2026-01-08,2026-04-28,manual,approved,,
ALLOC-11025ccf,PROG-5af62ded,Machakos,budget,1313015,KES,2026-01-08,2026-04-28,manual,approved,,
ALLOC-a5f5db15,PROG-c14cbf07,Machakos,field_officer,1,officers,2025-08-02,2025-10-27,manual,approved,,
ALLOC-263b71c3,PROG-c14cbf07,Machakos,budget,560127,KES,2025-08-02,2025-10-27,ml_recommended,approved,68.53,Nostrum cum mollitia aliquam cupiditate excepturi sit sint cum corporis.
ALLOC-3b68c298,PROG-c14cbf07,Machakos,field_officer,4,officers,2026-01-20,2026-04-29,manual,approved,,
ALLOC-f9052168,PROG-c14cbf07,Machakos,budget,1652063,KES,2026-01-20,2026-04-29,manual,approved,,
ALLOC-6fc8428d,PROG-c14cbf07,Machakos,training_capacity,21,seats,2025-11-13,2026-01-23,manual,approved,,
ALLOC-82f75757,PROG-c14cbf07,Machakos,budget,341569,KES,2025-11-13,2026-01-23,manual,approved,,
ALLOC-16a9ab06,PROG-c14cbf07,Machakos,field_officer,3,officers,2025-12-24,2026-03-06,manual,approved,,
ALLOC-6826a078,PROG-c14cbf07,Machakos,training_capacity,45,seats,2025-12-24,2026-03-06,manual,approved,,
ALLOC-801f65c4,PROG-c14cbf07,Machakos,budget,649451,KES,2025-12-24,2026-03-06,manual,approved,,
ALLOC-ae9f78e7,PROG-9c0f6edb,Machakos,field_officer,1,officers,2026-03-22,2026-06-05,manual,approved,,
ALLOC-f12f9572,PROG-9c0f6edb,Machakos,training_capacity,32,seats,2026-03-22,2026-06-05,manual,approved,,
ALLOC-59ea848b,PROG-9c0f6edb,Machakos,budget,894658,KES,2026-03-22,2026-06-05,manual,approved,,
