beneficiary_id,week_start,band
BEN-04069,2026-07-14,At-Risk
BEN-04069,2026-07-21,At-Risk
BEN-04069,2026-07-28,At-Risk
BEN-04069,2026-08-04,At-Risk
BEN-04069,2026-08-11,At-Risk
BEN-04069,2026-08-18,At-Risk
BEN-04069,2026-08-25,At-Risk
BEN-04069,2026-09-01,At-Risk
BEN-04069,2026-09-08,At-Risk
BEN-04070,2025-08-25,Active
BEN-04070,2025-09-01,Active
BEN-04070,2025-09-08,Active
BEN-04070,2025-09-15,Active
BEN-04070,2025-09-22,Active
BEN-04070,2025-09-29,Active
BEN-04070,2025-10-06,At-Risk
BEN-04070,2025-10-13,At-Risk
BEN-04070,2025-10-20,At-Risk
BEN-04070,2025-10-27,At-Risk
BEN-04070,2025-11-03,At-Risk
BEN-04070,2025-11-10,At-Risk
BEN-04070,2025-11-17,At-Risk
BEN-04070,2025-11-24,At-Risk
BEN-04070,2025-12-01,At-Risk
BEN-04070,2025-12-08,At-Risk
BEN-04070,2025-12-15,At-Risk
BEN-04070,2025-12-22,At-Risk
BEN-04070,2025-12-29,At-Risk
BEN-04070,2026-01-05,At-Risk
BEN-04070,2026-01-12,At-Risk
BEN-04070,2026-01-19,At-Risk
BEN-04070,2026-01-26,At-Risk
BEN-04070,2026-02-02,At-Risk
BEN-04070,2026-02-09,At-Risk
BEN-04070,2026-02-16,At-Risk
BEN-04070,2026-02-23,At-Risk
BEN-04070,2026-03-02,At-Risk
BEN-04070,2026-03-09,At-Risk
BEN-04070,2026-03-16,At-Risk
BEN-04070,2026-03-23,At-Risk
BEN-04070,2026-03-30,At-Risk
BEN-04070,2026-04-06,At-Risk
BEN-04070,2026-04-13,At-Risk
BEN-04070,2026-04-20,At-Risk
BEN-04070,2026-04-27,At-Risk
BEN-04070,2026-05-04,At-Risk
BEN-04070,2026-05-11,At-Risk
BEN-04070,2026-05-18,At-Risk
BEN-04070,2026-05-25,At-Risk
BEN-04070,2026-06-01,At-Risk
BEN-04070,2026-06-08,At-Risk
BEN-04070,2026-06-15,At-Risk
BEN-04070,2026-06-22,At-Risk
BEN-04070,2026-06-29,At-Risk
BEN-04070,2026-07-06,At-Risk
BEN-04070,2026-07-13,At-Risk
BEN-04070,2026-07-20,At-Risk
BEN-04070,2026-07-27,At-Risk
BEN-04070,2026-08-03,At-Risk
BEN-04070,2026-08-10,At-Risk
BEN-04070,2026-08-17,At-Risk
BEN-04071,2025-08-25,Active
BEN-04071,2025-09-01,Active
BEN-04071,2025-09-08,Active
BEN-04071,2025-09-15,Active
BEN-04071,2025-09-22,Active
BEN-04071,2025-09-29,Active
BEN-04071,2025-10-06,Active
BEN-04071,2025-10-13,Active
BEN-04071,2025-10-20,Active
BEN-04071,2025-10-27,Active
BEN-04071,2025-11-03,Active
BEN-04071,2025-11-10,Active
BEN-04071,2025-11-17,Active
BEN-04071,2025-11-24,Active
BEN-04071,2025-12-01,Active
BEN-04071,2025-12-08,Active
BEN-04071,2025-12-15,Active
BEN-04071,2025-12-22,Active
BEN-04071,2025-12-29,Active
BEN-04071,2026-01-05,Active
BEN-04071,2026-01-12,Active
BEN-04071,2026-01-19,Active
BEN-04071,2026-01-26,Active
BEN-04071,2026-02-02,Active
BEN-04071,2026-02-09,Active
BEN-04071,2026-02-16,Active
BEN-04071,2026-02-23,Active
BEN-04071,2026-03-02,Active
BEN-04071,2026-03-09,Active
BEN-04071,2026-03-16,Active
BEN-04071,2026-03-23,Active
BEN-04071,2026-03-30,Active
BEN-04071,2026-04-06,Active
BEN-04071,2026-04-13,Active
BEN-04071,2026-04-20,Active
BEN-04071,2026-04-27,Active
BEN-04071,2026-05-04,Active
BEN-04071,2026-05-11,Active
BEN-04071,2026-05-18,Active
BEN-04071,2026-05-25,Active
BEN-04071,2026-06-01,Active
BEN-04071,2026-06-08,Active
BEN-04071,2026-06-15,Active
BEN-04071,2026-06-22,Active
BEN-04071,2026-06-29,Active
BEN-04071,2026-07-06,Active
BEN-04071,2026-07-13,Active
BEN-04071,2026-07-20,Active
BEN-04071,2026-07-27,At-Risk
BEN-04071,2026-08-03,At-Risk
BEN-04071,2026-08-10,At-Risk
BEN-04071,2026-08-17,Dropout
BEN-04072,2025-09-01,Active
BEN-04072,2025-09-08,Active
BEN-04072,2025-09-15,Active
BEN-04072,2025-09-22,Active
BEN-04072,2025-09-29,Active
BEN-04072,2025-10-06,Active
BEN-04072,2025-10-13,Active
BEN-04072,2025-10-20,Active
BEN-04072,2025-10-27,Active
BEN-04072,2025-11-03,Active
BEN-04072,2025-11-10,Active
BEN-04072,2025-11-17,Active
BEN-04072,2025-11-24,Active
BEN-04072,2025-12-01,Active
BEN-04072,2025-12-08,Active
BEN-04072,2025-12-15,Active
BEN-04072,2025-12-22,Active
BEN-04072,2025-12-29,Active
BEN-04072,2026-01-05,Active
BEN-04072,2026-01-12,Active
BEN-04072,2026-01-19,Active
BEN-04072,2026-01-26,Active
BEN-04072,2026-02-02,Active
BEN-04072,2026-02-09,Active
BEN-04072,2026-02-16,Active
BEN-04072,2026-02-23,Active
BEN-04072,2026-03-02,Active
BEN-04072,2026-03-09,Active
BEN-04072,2026-03-16,Active
BEN-04072,2026-03-23,Active
BEN-04072,2026-03-30,Active
BEN-04072,2026-04-06,Active
BEN-04072,2026-04-13,Active
BEN-04072,2026-04-20,Active
BEN-04072,2026-04-27,Active
BEN-04072,2026-05-04,Active
BEN-04072,2026-05-11,Active
BEN-04072,2026-05-18,Active
BEN-04072,2026-05-25,Active
BEN-04072,2026-06-01,Active
BEN-04072,2026-06-08,Active
BEN-04072,2026-06-15,Active
BEN-04072,2026-06-22,Active
BEN-04072,2026-06-29,Active
BEN-04072,2026-07-06,Active
BEN-04072,2026-07-13,Active
BEN-04072,2026-07-20,Active
BEN-04072,2026-07-27,Active
BEN-04072,2026-08-03,Active
BEN-04072,2026-08-10,Active
BEN-04072,2026-08-17,Active
BEN-04072,2026-08-24,Active
BEN-04073,2025-08-31,Active
BEN-04073,2025-09-07,Active
BEN-04073,2025-09-14,Active
BEN-04073,2025-09-21,Active
BEN-04073,2025-09-28,Active
BEN-04073,2025-10-05,Active
BEN-04073,2025-10-12,Active
BEN-04073,2025-10-19,Active
BEN-04073,2025-10-26,Active
BEN-04073,2025-11-02,Active
BEN-04073,2025-11-09,Active
BEN-04073,2025-11-16,Active
BEN-04073,2025-11-23,Active
BEN-04073,2025-11-30,Active
BEN-04073,2025-12-07,Active
BEN-04073,2025-12-14,Active
BEN-04073,2025-12-21,Active
BEN-04073,2025-12-28,Active
BEN-04073,2026-01-04,Active
BEN-04073,2026-01-11,Active
BEN-04073,2026-01-18,Active
BEN-04073,2026-01-25,Active
BEN-04073,2026-02-01,Active
BEN-04073,2026-02-08,Active
BEN-04073,2026-02-15,Active
BEN-04073,2026-02-22,Active
BEN-04073,2026-03-01,Active
BEN-04073,2026-03-08,Active
BEN-04073,2026-03-15,Active
BEN-04073,2026-03-22,Active
BEN-04073,2026-03-29,Active
BEN-04073,2026-04-05,Active
BEN-04073,2026-04-12,Active
BEN-04073,2026-04-19,Active
BEN-04073,2026-04-26,Active
BEN-04073,2026-05-03,Active
BEN-04073,2026-05-10,Active
BEN-04073,2026-05-17,Active
BEN-04073,2026-05-24,Active
BEN-04073,2026-05-31,Active
BEN-04073,2026-06-07,Active
BEN-04073,2026-06-14,Active
BEN-04073,2026-06-21,Active
BEN-04073,2026-06-28,Active
BEN-04073,2026-07-05,Active
BEN-04073,2026-07-12,Active
BEN-04073,2026-07-19,Active
BEN-04073,2026-07-26,Active
BEN-04073,2026-08-02,At-Risk
BEN-04073,2026-08-09,At-Risk
BEN-04073,2026-08-16,At-Risk
BEN-04073,2026-08-23,Dropout
BEN-04074,2025-09-05,Active
BEN-04074,2025-09-12,Active
BEN-04074,2025-09-19,Active
BEN-04074,2025-09-26,Active
BEN-04074,2025-10-03,Active
BEN-04074,2025-10-10,Active
BEN-04074,2025-10-17,Active
BEN-04074,2025-10-24,Active
BEN-04074,2025-10-31,Active
BEN-04074,2025-11-07,Active
BEN-04074,2025-11-14,Active
BEN-04074,2025-11-21,Active
BEN-04074,2025-11-28,At-Risk
BEN-04074,2025-12-05,At-Risk
BEN-04074,2025-12-12,At-Risk
BEN-04074,2025-12-19,At-Risk
BEN-04074,2025-12-26,At-Risk
BEN-04074,2026-01-02,At-Risk
BEN-04074,2026-01-09,At-Risk
BEN-04074,2026-01-16,At-Risk
BEN-04074,2026-01-23,At-Risk
BEN-04074,2026-01-30,Disengaged
BEN-04074,2026-02-06,Disengaged
BEN-04074,2026-02-13,Disengaged
BEN-04074,2026-02-20,Disengaged
BEN-04074,2026-02-27,Dropout
BEN-04074,2026-03-06,Dropout
BEN-04074,2026-03-13,Dropout
BEN-04074,2026-03-20,Dropout
BEN-04074,2026-03-27,Dropout
BEN-04074,2026-04-03,Dropout
BEN-04074,2026-04-10,Dropout
BEN-04074,2026-04-17,Dropout
BEN-04074,2026-04-24,Dropout
BEN-04074,2026-05-01,Dropout
BEN-04074,2026-05-08,Dropout
BEN-04074,2026-05-15,Dropout
BEN-04074,2026-05-22,Dropout
BEN-04074,2026-05-29,Dropout
BEN-04074,2026-06-05,Dropout
BEN-04074,2026-06-12,Dropout
BEN-04074,2026-06-19,Dropout
BEN-04074,2026-06-26,Dropout
BEN-04074,2026-07-03,Dropout
BEN-04074,2026-07-10,Dropout
BEN-04074,2026-07-17,Dropout
BEN-04074,2026-07-24,Dropout
BEN-04074,2026-07-31,Dropout
BEN-04074,2026-08-07,Dropout
BEN-04074,2026-08-14,Dropout
BEN-04074,2026-08-21,Dropout
BEN-04074,2026-08-28,Dropout
BEN-04075,2025-08-22,Active
BEN-04075,2025-08-29,Active
BEN-04075,2025-09-05,Active
BEN-04075,2025-09-12,Active
BEN-04075,2025-09-19,Active
BEN-04075,2025-09-26,Active
BEN-04075,2025-10-03,At-Risk
BEN-04075,2025-10-10,At-Risk
BEN-04075,2025-10-17,At-Risk
BEN-04075,2025-10-24,At-Risk
BEN-04075,2025-10-31,At-Risk
BEN-04075,2025-11-07,At-Risk
BEN-04075,2025-11-14,At-Risk
BEN-04075,2025-11-21,At-Risk
BEN-04075,2025-11-28,At-Risk
BEN-04075,2025-12-05,At-Risk
BEN-04075,2025-12-12,At-Risk
BEN-04075,2025-12-19,At-Risk
BEN-04075,2025-12-26,At-Risk
BEN-04075,2026-01-02,At-Risk
BEN-04075,2026-01-09,At-Risk
BEN-04075,2026-01-16,At-Risk
BEN-04075,2026-01-23,At-Risk
BEN-04075,2026-01-30,At-Risk
BEN-04075,2026-02-06,At-Risk
BEN-04075,2026-02-13,At-Risk
BEN-04075,2026-02-20,At-Risk
BEN-04075,2026-02-27,At-Risk
BEN-04075,2026-03-06,At-Risk
BEN-04075,2026-03-13,At-Risk
BEN-04075,2026-03-20,At-Risk
BEN-04075,2026-03-27,At-Risk
BEN-04075,2026-04-03,At-Risk
BEN-04075,2026-04-10,At-Risk
BEN-04075,2026-04-17,At-Risk
BEN-04075,2026-04-24,At-Risk
BEN-04075,2026-05-01,At-Risk
BEN-04075,2026-05-08,At-Risk
BEN-04075,2026-05-15,At-Risk
BEN-04075,2026-05-22,At-Risk
BEN-04075,2026-05-29,At-Risk
BEN-04075,2026-06-05,At-Risk
BEN-04075,2026-06-12,At-Risk
BEN-04075,2026-06-19,At-Risk
BEN-04075,2026-06-26,At-Risk
BEN-04075,2026-07-03,At-Risk
BEN-04075,2026-07-10,At-Risk
BEN-04075,2026-07-17,At-Risk
BEN-04075,2026-07-24,At-Risk
BEN-04075,2026-07-31,At-Risk
BEN-04075,2026-08-07,At-Risk
BEN-04075,2026-08-14,At-Risk
BEN-04076,2025-09-05,Active
BEN-04076,2025-09-12,Active
BEN-04076,2025-09-19,Active
BEN-04076,2025-09-26,At-Risk
BEN-04076,2025-10-03,At-Risk
BEN-04076,2025-10-10,At-Risk
BEN-04076,2025-10-17,At-Risk
BEN-04076,2025-10-24,At-Risk
BEN-04076,2025-10-31,At-Risk
BEN-04076,2025-11-07,At-Risk
BEN-04076,2025-11-14,At-Risk
BEN-04076,2025-11-21,At-Risk
BEN-04076,2025-11-28,At-Risk
BEN-04076,2025-12-05,At-Risk
BEN-04076,2025-12-12,At-Risk
BEN-04076,2025-12-19,At-Risk
BEN-04076,2025-12-26,At-Risk
BEN-04076,2026-01-02,At-Risk
BEN-04076,2026-01-09,At-Risk
BEN-04076,2026-01-16,At-Risk
BEN-04076,2026-01-23,At-Risk
BEN-04076,2026-01-30,At-Risk
BEN-04076,2026-02-06,At-Risk
BEN-04076,2026-02-13,At-Risk
BEN-04076,2026-02-20,At-Risk
BEN-04076,2026-02-27,At-Risk
BEN-04076,2026-03-06,At-Risk
BEN-04076,2026-03-13,At-Risk
BEN-04076,2026-03-20,At-Risk
BEN-04076,2026-03-27,At-Risk
BEN-04076,2026-04-03,At-Risk
BEN-04076,2026-04-10,At-Risk
BEN-04076,2026-04-17,At-Risk
BEN-04076,2026-04-24,At-Risk
BEN-04076,2026-05-01,At-Risk
BEN-04076,2026-05-08,At-Risk
BEN-04076,2026-05-15,At-Risk
BEN-04076,2026-05-22,At-Risk
BEN-04076,2026-05-29,At-Risk
BEN-04076,2026-06-05,At-Risk
BEN-04076,2026-06-12,At-Risk
BEN-04076,2026-06-19,At-Risk
BEN-04076,2026-06-26,At-Risk
BEN-04076,2026-07-03,At-Risk
BEN-04076,2026-07-10,At-Risk
BEN-04076,2026-07-17,At-Risk
BEN-04076,2026-07-24,At-Risk
BEN-04076,2026-07-31,At-Risk
BEN-04076,2026-08-07,At-Risk
BEN-04076,2026-08-14,At-Risk
BEN-04076,2026-08-21,At-Risk
BEN-04076,2026-08-28,At-Risk
BEN-04077,2025-08-25,Active
BEN-04077,2025-09-01,Active
BEN-04077,2025-09-08,Active
BEN-04077,2025-09-15,Active
BEN-04077,2025-09-22,Active
BEN-04077,2025-09-29,Active
BEN-04077,2025-10-06,Active
BEN-04077,2025-10-13,Active
BEN-04077,2025-10-20,Active
BEN-04077,2025-10-27,Active
BEN-04077,2025-11-03,Active
BEN-04077,2025-11-10,Active
BEN-04077,2025-11-17,Active
BEN-04077,2025-11-24,Active
BEN-04077,2025-12-01,Active
BEN-04077,2025-12-08,At-Risk
BEN-04077,2025-12-15,At-Risk
BEN-04077,2025-12-22,At-Risk
BEN-04077,2025-12-29,At-Risk
BEN-04077,2026-01-05,At-Risk
BEN-04077,2026-01-12,At-Risk
BEN-04077,2026-01-19,At-Risk
BEN-04077,2026-01-26,At-Risk
BEN-04077,2026-02-02,At-Risk
BEN-04077,2026-02-09,At-Risk
BEN-04077,2026-02-16,At-Risk
BEN-04077,2026-02-23,At-Risk
BEN-04077,2026-03-02,Disengaged
BEN-04077,2026-03-09,Disengaged
BEN-04077,2026-03-16,Disengaged
BEN-04077,2026-03-23,Disengaged
BEN-04077,2026-03-30,Disengaged
BEN-04077,2026-04-06,Disengaged
BEN-04077,2026-04-13,Dropout
BEN-04077,2026-04-20,Dropout
BEN-04077,2026-04-27,Dropout
BEN-04077,2026-05-04,Dropout
BEN-04077,2026-05-11,Dropout
BEN-04077,2026-05-18,Dropout
BEN-04077,2026-05-25,Dropout
BEN-04077,2026-06-01,Dropout
BEN-04077,2026-06-08,Dropout
BEN-04077,2026-06-15,Dropout
BEN-04077,2026-06-22,Dropout
BEN-04077,2026-06-29,Dropout
BEN-04077,2026-07-06,Dropout
BEN-04077,2026-07-13,Dropout
BEN-04077,2026-07-20,Dropout
BEN-04077,2026-07-27,Dropout
BEN-04077,2026-08-03,Dropout
BEN-04077,2026-08-10,Dropout
BEN-04077,2026-08-17,Dropout
BEN-04078,2025-08-24,Active
BEN-04078,2025-08-31,Active
BEN-04078,2025-09-07,Active
BEN-04078,2025-09-14,Active
BEN-04078,2025-09-21,Active
BEN-04078,2025-09-28,Active
BEN-04078,2025-10-05,Active
BEN-04078,2025-10-12,Active
BEN-04078,2025-10-19,Active
BEN-04078,2025-10-26,Active
BEN-04078,2025-11-02,Active
BEN-04078,2025-11-09,Active
BEN-04078,2025-11-16,Active
BEN-04078,2025-11-23,Active
BEN-04078,2025-11-30,Active
BEN-04078,2025-12-07,Active
BEN-04078,2025-12-14,At-Risk
BEN-04078,2025-12-21,At-Risk
BEN-04078,2025-12-28,At-Risk
BEN-04078,2026-01-04,At-Risk
BEN-04078,2026-01-11,At-Risk
BEN-04078,2026-01-18,At-Risk
BEN-04078,2026-01-25,At-Risk
BEN-04078,2026-02-01,At-Risk
BEN-04078,2026-02-08,At-Risk
BEN-04078,2026-02-15,Disengaged
BEN-04078,2026-02-22,Disengaged
BEN-04078,2026-03-01,Disengaged
BEN-04078,2026-03-08,Disengaged
BEN-04078,2026-03-15,Dropout
BEN-04078,2026-03-22,Dropout
BEN-04078,2026-03-29,Dropout
BEN-04078,2026-04-05,Dropout
BEN-04078,2026-04-12,Dropout
BEN-04078,2026-04-19,Dropout
BEN-04078,2026-04-26,Dropout
BEN-04078,2026-05-03,Dropout
BEN-04078,2026-05-10,Dropout
BEN-04078,2026-05-17,Dropout
BEN-04078,2026-05-24,Dropout
BEN-04078,2026-05-31,Dropout
BEN-04078,2026-06-07,Dropout
BEN-04078,2026-06-14,Dropout
BEN-04078,2026-06-21,Dropout
BEN-04078,2026-06-28,Dropout
BEN-04078,2026-07-05,Dropout
BEN-04078,2026-07-12,Dropout
BEN-04078,2026-07-19,Dropout
BEN-04078,2026-07-26,Dropout
BEN-04078,2026-08-02,Dropout
BEN-04078,2026-08-09,Dropout
BEN-04078,2026-08-16,Dropout
BEN-04079,2025-09-09,Active
BEN-04079,2025-09-16,Active
BEN-04079,2025-09-23,Active
BEN-04079,2025-09-30,Active
BEN-04079,2025-10-07,At-Risk
BEN-04079,2025-10-14,At-Risk
BEN-04079,2025-10-21,At-Risk
BEN-04079,2025-10-28,At-Risk
BEN-04079,2025-11-04,At-Risk
BEN-04079,2025-11-11,At-Risk
BEN-04079,2025-11-18,At-Risk
BEN-04079,2025-11-25,At-Risk
BEN-04079,2025-12-02,At-Risk
BEN-04079,2025-12-09,At-Risk
BEN-04079,2025-12-16,At-Risk
BEN-04079,2025-12-23,At-Risk
BEN-04079,2025-12-30,At-Risk
BEN-04079,2026-01-06,At-Risk
BEN-04079,2026-01-13,At-Risk
BEN-04079,2026-01-20,At-Risk
BEN-04079,2026-01-27,At-Risk
BEN-04079,2026-02-03,At-Risk
BEN-04079,2026-02-10,At-Risk
BEN-04079,2026-02-17,At-Risk
BEN-04079,2026-02-24,At-Risk
BEN-04079,2026-03-03,At-Risk
BEN-04079,2026-03-10,At-Risk
BEN-04079,2026-03-17,At-Risk
BEN-04079,2026-03-24,At-Risk
BEN-04079,2026-03-31,At-Risk
BEN-04079,2026-04-07,At-Risk
BEN-04079,2026-04-14,At-Risk
BEN-04079,2026-04-21,At-Risk
BEN-04079,2026-04-28,At-Risk
BEN-04079,2026-05-05,At-Risk
BEN-04079,2026-05-12,At-Risk
BEN-04079,2026-05-19,At-Risk
BEN-04079,2026-05-26,At-Risk
BEN-04079,2026-06-02,At-Risk
BEN-04079,2026-06-09,At-Risk
BEN-04079,2026-06-16,At-Risk
BEN-04079,2026-06-23,At-Risk
BEN-04079,2026-06-30,At-Risk
BEN-04079,2026-07-07,At-Risk
BEN-04079,2026-07-14,At-Risk
BEN-04079,2026-07-21,At-Risk
BEN-04079,2026-07-28,At-Risk
BEN-04079,2026-08-04,At-Risk
BEN-04079,2026-08-11,At-Risk
BEN-04079,2026-08-18,At-Risk
BEN-04079,2026-08-25,At-Risk
BEN-04079,2026-09-01,At-Risk
BEN-04080,2025-09-10,Active
BEN-04080,2025-09-17,Active
BEN-04080,2025-09-24,Active
BEN-04080,2025-10-01,Active
BEN-04080,2025-10-08,Active
BEN-04080,2025-10-15,Active
BEN-04080,2025-10-22,At-Risk
BEN-04080,2025-10-29,At-Risk
BEN-04080,2025-11-05,At-Risk
BEN-04080,2025-11-12,At-Risk
BEN-04080,2025-11-19,At-Risk
BEN-04080,2025-11-26,At-Risk
BEN-04080,2025-12-03,At-Risk
BEN-04080,2025-12-10,At-Risk
BEN-04080,2025-12-17,At-Risk
BEN-04080,2025-12-24,At-Risk
BEN-04080,2025-12-31,At-Risk
BEN-04080,2026-01-07,At-Risk
BEN-04080,2026-01-14,At-Risk
BEN-04080,2026-01-21,At-Risk
BEN-04080,2026-01-28,At-Risk
BEN-04080,2026-02-04,At-Risk
BEN-04080,2026-02-11,At-Risk
BEN-04080,2026-02-18,At-Risk
BEN-04080,2026-02-25,At-Risk
BEN-04080,2026-03-04,At-Risk
BEN-04080,2026-03-11,At-Risk
BEN-04080,2026-03-18,At-Risk
BEN-04080,2026-03-25,At-Risk
BEN-04080,2026-04-01,At-Risk
BEN-04080,2026-04-08,At-Risk
BEN-04080,2026-04-15,At-Risk
BEN-04080,2026-04-22,At-Risk
BEN-04080,2026-04-29,At-Risk
BEN-04080,2026-05-06,At-Risk
BEN-04080,2026-05-13,At-Risk
BEN-04080,2026-05-20,At-Risk
BEN-04080,2026-05-27,At-Risk
BEN-04080,2026-06-03,At-Risk
BEN-04080,2026-06-10,At-Risk
BEN-04080,2026-06-17,At-Risk
BEN-04080,2026-06-24,At-Risk
BEN-04080,2026-07-01,At-Risk
BEN-04080,2026-07-08,At-Risk
BEN-04080,2026-07-15,At-Risk
BEN-04080,2026-07-22,At-Risk
BEN-04080,2026-07-29,At-Risk
BEN-04080,2026-08-05,At-Risk
BEN-04080,2026-08-12,At-Risk
BEN-04080,2026-08-19,At-Risk
BEN-04080,2026-08-26,At-Risk
BEN-04080,2026-09-02,At-Risk
BEN-04081,2025-09-01,Active
BEN-04081,2025-09-08,Active
BEN-04081,2025-09-15,Active
BEN-04081,2025-09-22,Active
BEN-04081,2025-09-29,Active
BEN-04081,2025-10-06,Active
BEN-04081,2025-10-13,Active
BEN-04081,2025-10-20,Active
BEN-04081,2025-10-27,Active
BEN-04081,2025-11-03,Active
BEN-04081,2025-11-10,Active
BEN-04081,2025-11-17,Active
BEN-04081,2025-11-24,Active
BEN-04081,2025-12-01,Active
BEN-04081,2025-12-08,Active
BEN-04081,2025-12-15,Active
BEN-04081,2025-12-22,Active
BEN-04081,2025-12-29,Active
BEN-04081,2026-01-05,Active
BEN-04081,2026-01-12,Active
BEN-04081,2026-01-19,Active
BEN-04081,2026-01-26,Active
BEN-04081,2026-02-02,Active
BEN-04081,2026-02-09,Active
BEN-04081,2026-02-16,Active
BEN-04081,2026-02-23,Active
BEN-04081,2026-03-02,Active
BEN-04081,2026-03-09,Active
BEN-04081,2026-03-16,Active
BEN-04081,2026-03-23,Active
BEN-04081,2026-03-30,Active
BEN-04081,2026-04-06,Active
BEN-04081,2026-04-13,Active
BEN-04081,2026-04-20,Active
BEN-04081,2026-04-27,Active
BEN-04081,2026-05-04,Active
BEN-04081,2026-05-11,Active
BEN-04081,2026-05-18,Active
BEN-04081,2026-05-25,Active
BEN-04081,2026-06-01,Active
BEN-04081,2026-06-08,Active
BEN-04081,2026-06-15,Active
BEN-04081,2026-06-22,Active
BEN-04081,2026-06-29,Active
BEN-04081,2026-07-06,Active
BEN-04081,2026-07-13,Active
BEN-04081,2026-07-20,Active
BEN-04081,2026-07-27,Active
BEN-04081,2026-08-03,Active
BEN-04081,2026-08-10,Active
BEN-04081,2026-08-17,At-Risk
BEN-04081,2026-08-24,Dropout
BEN-04082,2025-09-06,Active
BEN-04082,2025-09-13,Active
BEN-04082,2025-09-20,Active
BEN-04082,2025-09-27,Active
BEN-04082,2025-10-04,Active
BEN-04082,2025-10-11,Active
BEN-04082,2025-10-18,Active
BEN-04082,2025-10-25,Active
BEN-04082,2025-11-01,At-Risk
BEN-04082,2025-11-08,At-Risk
BEN-04082,2025-11-15,At-Risk
BEN-04082,2025-11-22,At-Risk
BEN-04082,2025-11-29,At-Risk
BEN-04082,2025-12-06,At-Risk
BEN-04082,2025-12-13,At-Risk
BEN-04082,2025-12-20,Disengaged
BEN-04082,2025-12-27,Disengaged
BEN-04082,2026-01-03,Disengaged
BEN-04082,2026-01-10,Disengaged
BEN-04082,2026-01-17,Disengaged
BEN-04082,2026-01-24,Disengaged
BEN-04082,2026-01-31,Dropout
BEN-04082,2026-02-07,Dropout
BEN-04082,2026-02-14,Dropout
BEN-04082,2026-02-21,Dropout
BEN-04082,2026-02-28,Dropout
BEN-04082,2026-03-07,Dropout
BEN-04082,2026-03-14,Dropout
BEN-04082,2026-03-21,Dropout
BEN-04082,2026-03-28,Dropout
BEN-04082,2026-04-04,Dropout
BEN-04082,2026-04-11,Dropout
BEN-04082,2026-04-18,Dropout
BEN-04082,2026-04-25,Dropout
BEN-04082,2026-05-02,Dropout
BEN-04082,2026-05-09,Dropout
BEN-04082,2026-05-16,Dropout
BEN-04082,2026-05-23,Dropout
BEN-04082,2026-05-30,Dropout
BEN-04082,2026-06-06,Dropout
BEN-04082,2026-06-13,Dropout
BEN-04082,2026-06-20,Dropout
BEN-04082,2026-06-27,Dropout
BEN-04082,2026-07-04,Dropout
BEN-04082,2026-07-11,Dropout
BEN-04082,2026-07-18,Dropout
BEN-04082,2026-07-25,Dropout
BEN-04082,2026-08-01,Dropout
BEN-04082,2026-08-08,Dropout
BEN-04082,2026-08-15,Dropout
BEN-04082,2026-08-22,Dropout
BEN-04082,2026-08-29,Dropout
BEN-04083,2025-09-09,Active
BEN-04083,2025-09-16,Active
BEN-04083,2025-09-23,Active
BEN-04083,2025-09-30,Active
BEN-04083,2025-10-07,Active
BEN-04083,2025-10-14,Active
BEN-04083,2025-10-21,Active
BEN-04083,2025-10-28,Active
BEN-04083,2025-11-04,Active
BEN-04083,2025-11-11,Active
BEN-04083,2025-11-18,Active
BEN-04083,2025-11-25,Active
BEN-04083,2025-12-02,Active
BEN-04083,2025-12-09,Active
BEN-04083,2025-12-16,Active
BEN-04083,2025-12-23,Active
BEN-04083,2025-12-30,Active
BEN-04083,2026-01-06,Active
BEN-04083,2026-01-13,Active
BEN-04083,2026-01-20,Active
BEN-04083,2026-01-27,Active
BEN-04083,2026-02-03,Active
BEN-04083,2026-02-10,Active
BEN-04083,2026-02-17,Active
BEN-04083,2026-02-24,Active
BEN-04083,2026-03-03,Active
BEN-04083,2026-03-10,Active
BEN-04083,2026-03-17,Active
BEN-04083,2026-03-24,Active
BEN-04083,2026-03-31,Active
BEN-04083,2026-04-07,Active
BEN-04083,2026-04-14,Active
BEN-04083,2026-04-21,Active
BEN-04083,2026-04-28,Active
BEN-04083,2026-05-05,Active
BEN-04083,2026-05-12,Active
BEN-04083,2026-05-19,Active
BEN-04083,2026-05-26,Active
BEN-04083,2026-06-02,Active
BEN-04083,2026-06-09,Active
BEN-04083,2026-06-16,Active
BEN-04083,2026-06-23,Active
BEN-04083,2026-06-30,Active
BEN-04083,2026-07-07,Active
BEN-04083,2026-07-14,Active
BEN-04083,2026-07-21,Active
BEN-04083,2026-07-28,Active
BEN-04083,2026-08-04,Active
BEN-04083,2026-08-11,Active
BEN-04083,2026-08-18,Active
BEN-04083,2026-08-25,Active
BEN-04083,2026-09-01,Active
BEN-04084,2025-09-18,Active
BEN-04084,2025-09-25,Active
BEN-04084,2025-10-02,Active
BEN-04084,2025-10-09,Active
BEN-04084,2025-10-16,Active
BEN-04084,2025-10-23,Active
BEN-04084,2025-10-30,Active
BEN-04084,2025-11-06,Active
BEN-04084,2025-11-13,Active
BEN-04084,2025-11-20,Active
BEN-04084,2025-11-27,Active
BEN-04084,2025-12-04,Active
BEN-04084,2025-12-11,Active
BEN-04084,2025-12-18,Active
BEN-04084,2025-12-25,Active
BEN-04084,2026-01-01,Active
BEN-04084,2026-01-08,Active
BEN-04084,2026-01-15,Active
BEN-04084,2026-01-22,Active
