disbursement_id,beneficiary_id,cohort_id,expected_date,actual_date,amount_kes,status,delay_days,payment_method
DISB-0025329,BEN-02390,COHORT-PL-003,2026-03-06,2026-03-06,7079,Paid,0,M-Pesa
DISB-0025330,BEN-02390,COHORT-PL-003,2026-04-06,2026-05-05,3021,Delayed,29,Cash
DISB-0025331,BEN-02390,COHORT-PL-003,2026-05-06,2026-05-06,7855,Paid,0,Bank Transfer
DISB-0025332,BEN-02390,COHORT-PL-003,2026-06-06,2026-06-06,4300,Paid,0,M-Pesa
DISB-0025333,BEN-02390,COHORT-PL-003,2026-07-06,2026-07-06,5910,Paid,0,Bank Transfer
DISB-0025334,BEN-02390,COHORT-PL-003,2026-08-06,2026-08-06,6674,Paid,0,Bank Transfer
DISB-0025335,BEN-02391,COHORT-PL-003,2025-09-06,,3253,Withheld,0,Bank Transfer
DISB-0025336,BEN-02391,COHORT-PL-003,2025-10-06,2025-11-02,5122,Delayed,27,Cash
DISB-0025337,BEN-02391,COHORT-PL-003,2025-11-06,2025-11-28,7026,PAID,22,Cash
DISB-0025338,BEN-02391,COHORT-PL-003,2025-12-06,2025-12-06,3809,Paid,0,Bank Transfer
DISB-0025339,BEN-02391,COHORT-PL-003,2026-01-06,2026-01-06,4161,Paid,0,Bank Transfer
DISB-0025340,BEN-02391,COHORT-PL-003,2026-02-06,,3370,Withheld,0,Bank Transfer
DISB-0025341,BEN-02391,COHORT-PL-003,2026-03-06,,3369,Withheld,0,Cash
DISB-0025342,BEN-02391,COHORT-PL-003,2026-04-06,2026-04-06,6528,Paid,0,Bank Transfer
DISB-0025343,BEN-02391,COHORT-PL-003,2026-05-06,2026-05-06,6504,Paid,0,M-Pesa
DISB-0025344,BEN-02391,COHORT-PL-003,2026-06-06,2026-06-26,4106,Delayed,20,Bank Transfer
DISB-0025345,BEN-02391,COHORT-PL-003,2026-07-06,2026-07-06,5883,Paid,0,Bank Transfer
DISB-0025346,BEN-02391,COHORT-PL-003,2026-08-06,2026-08-06,3325,Paid,0,Bank Transfer
DISB-0025347,BEN-02392,COHORT-PL-003,2025-10-06,2025-10-06,7286,Paid,0,Cash
DISB-0025348,BEN-02392,COHORT-PL-003,2025-11-06,2025-11-06,5453,Paid,0,M-Pesa
DISB-0025349,BEN-02392,COHORT-PL-003,2025-12-06,2025-12-06,3756,Paid,0,Cash
DISB-0025350,BEN-02392,COHORT-PL-003,2026-01-06,2026-01-17,5380,Delayed,11,Cash
DISB-0025351,BEN-02392,COHORT-PL-003,2026-02-06,2026-02-06,7139,Paid,0,Cash
DISB-0025352,BEN-02392,COHORT-PL-003,2026-03-06,2026-03-06,5426,Paid,0,Bank Transfer
DISB-0025353,BEN-02392,COHORT-PL-003,2026-04-06,,3507,Withheld,0,Bank Transfer
DISB-0025354,BEN-02392,COHORT-PL-003,2026-05-06,2026-05-06,4677,withheld,0,M-Pesa
DISB-0025355,BEN-02392,COHORT-PL-003,2026-06-06,2026-06-06,5513,Paid,0,Bank Transfer
DISB-0025356,BEN-02392,COHORT-PL-003,2026-07-06,2026-07-06,3895,Paid,0,Cash
DISB-0025357,BEN-02392,COHORT-PL-003,2026-08-06,,4599,Withheld,0,Bank Transfer
DISB-0025358,BEN-02393,COHORT-PL-003,2025-10-06,2025-10-06,3061,Paid,0,Bank Transfer
DISB-0025359,BEN-02393,COHORT-PL-003,2025-11-06,2025-11-06,6878,Pending,0,M-Pesa
DISB-0025360,BEN-02393,COHORT-PL-003,2025-12-06,2025-12-06,6556,Paid,0,Cash
DISB-0025361,BEN-02393,COHORT-PL-003,2026-01-06,2026-01-06,7370,Paid,0,M-Pesa
DISB-0025362,BEN-02393,COHORT-PL-003,2026-02-06,2026-02-06,7751,Pending,0,Bank Transfer
DISB-0025363,BEN-02393,COHORT-PL-003,2026-03-06,2026-03-06,3821,Paid,0,Bank Transfer
DISB-0025364,BEN-02393,COHORT-PL-003,2026-04-06,2026-04-06,5596,withheld,0,M-Pesa
DISB-0025365,BEN-02393,COHORT-PL-003,2026-05-06,2026-05-06,7655,Paid,0,Bank Transfer
DISB-0025366,BEN-02393,COHORT-PL-003,2026-06-06,2026-06-06,3313,Paid,0,Cash
DISB-0025367,BEN-02393,COHORT-PL-003,2026-07-06,2026-07-06,3135,Paid,0,Bank Transfer
DISB-0025368,BEN-02393,COHORT-PL-003,2026-08-06,2026-08-06,7394,Paid,0,M-Pesa
DISB-0025369,BEN-02394,COHORT-PL-003,2025-09-06,2025-09-06,4067,Paid,0,Bank Transfer
DISB-0025370,BEN-02394,COHORT-PL-003,2025-10-06,2025-10-06,4834,Pending,0,Cash
DISB-0025371,BEN-02394,COHORT-PL-003,2025-11-06,2025-11-06,4273,Paid,0,Bank Transfer
DISB-0025372,BEN-02394,COHORT-PL-003,2025-12-06,,5470,Withheld,0,Cash
DISB-0025373,BEN-02394,COHORT-PL-003,2026-01-06,2026-01-06,6039,Pending,0,M-Pesa
DISB-0025374,BEN-02394,COHORT-PL-003,2026-02-06,2026-02-06,3002,Paid,0,Bank Transfer
DISB-0025375,BEN-02394,COHORT-PL-003,2026-03-06,2026-03-06,3579,Paid,0,Cash
DISB-0025376,BEN-02394,COHORT-PL-003,2026-04-06,2026-05-02,6485,Delayed,26,Bank Transfer
DISB-0025377,BEN-02394,COHORT-PL-003,2026-05-06,2026-05-06,6174,Paid,0,M-Pesa
DISB-0025378,BEN-02394,COHORT-PL-003,2026-06-06,2026-06-06,4251,Paid,0,Cash
DISB-0025379,BEN-02394,COHORT-PL-003,2026-07-06,2026-07-06,6909,Pending,0,Cash
DISB-0025380,BEN-02394,COHORT-PL-003,2026-08-06,2026-08-19,7039,Delayed,13,Cash
DISB-0025381,BEN-02395,COHORT-PL-003,2025-09-06,2025-09-06,5697,Paid,0,Cash
DISB-0025382,BEN-02395,COHORT-PL-003,2025-10-06,2025-10-06,6913,Paid,0,Bank Transfer
DISB-0025383,BEN-02395,COHORT-PL-003,2025-11-06,2025-11-19,3015,Delayed,13,M-Pesa
DISB-0025384,BEN-02395,COHORT-PL-003,2025-12-06,2025-12-06,4886,Paid,0,Bank Transfer
DISB-0025385,BEN-02395,COHORT-PL-003,2026-01-06,2026-01-06,3614,Paid,0,M-Pesa
DISB-0025386,BEN-02395,COHORT-PL-003,2026-02-06,2026-02-06,3193,Paid,0,M-Pesa
DISB-0025387,BEN-02395,COHORT-PL-003,2026-03-06,2026-03-06,5401,Paid,0,M-Pesa
DISB-0025388,BEN-02395,COHORT-PL-003,2026-04-06,,4226,Withheld,0,Cash
DISB-0025389,BEN-02395,COHORT-PL-003,2026-05-06,2026-05-06,5709,Pending,0,Cash
DISB-0025390,BEN-02395,COHORT-PL-003,2026-06-06,2026-06-06,5095,Paid,0,Cash
DISB-0025391,BEN-02395,COHORT-PL-003,2026-07-06,2026-07-06,3893,Paid,0,M-Pesa
DISB-0025392,BEN-02395,COHORT-PL-003,2026-08-06,,7026,Withheld,0,Cash
DISB-0025393,BEN-02396,COHORT-PL-003,2025-10-06,2025-11-01,7444,Delayed,26,M-Pesa
DISB-0025394,BEN-02396,COHORT-PL-003,2025-11-06,2025-11-06,3462,Paid,0,Bank Transfer
DISB-0025395,BEN-02396,COHORT-PL-003,2025-12-06,2025-12-06,3195,withheld,0,M-Pesa
DISB-0025396,BEN-02396,COHORT-PL-003,2026-01-06,2026-01-06,5311,Paid,0,M-Pesa
DISB-0025397,BEN-02396,COHORT-PL-003,2026-02-06,2026-02-06,7391,Paid,0,M-Pesa
DISB-0025398,BEN-02397,COHORT-PL-003,2025-10-06,2025-10-06,6318,Paid,0,M-Pesa
DISB-0025399,BEN-02397,COHORT-PL-003,2025-11-06,2025-11-06,5152,Pending,0,M-Pesa
DISB-0025400,BEN-02397,COHORT-PL-003,2025-12-06,2025-12-06,7831,Paid,0,Bank Transfer
DISB-0025401,BEN-02397,COHORT-PL-003,2026-01-06,2026-01-06,4962,Paid,0,Bank Transfer
DISB-0025402,BEN-02397,COHORT-PL-003,2026-02-06,2026-02-06,7034,Pending,0,M-Pesa
DISB-0025403,BEN-02398,COHORT-PL-003,2025-10-06,2025-10-06,6895,Paid,0,Cash
DISB-0025404,BEN-02398,COHORT-PL-003,2025-11-06,2025-11-06,7942,Pending,0,Bank Transfer
DISB-0025405,BEN-02398,COHORT-PL-003,2025-12-06,2025-12-06,4120,Paid,0,Cash
DISB-0025406,BEN-02398,COHORT-PL-003,2026-01-06,2026-01-06,5909,Paid,0,M-Pesa
DISB-0025407,BEN-02398,COHORT-PL-003,2026-02-06,2026-02-26,4908,Delayed,20,Cash
DISB-0025408,BEN-02398,COHORT-PL-003,2026-03-06,2026-03-06,5159,Pending,0,Bank Transfer
DISB-0025409,BEN-02398,COHORT-PL-003,2026-04-06,,3278,PAID,0,Cash
DISB-0025410,BEN-02398,COHORT-PL-003,2026-05-06,2026-05-06,7908,paid,0,Cash
DISB-0025411,BEN-02398,COHORT-PL-003,2026-06-06,2026-06-06,5113,Pending,0,Cash
DISB-0025412,BEN-02398,COHORT-PL-003,2026-07-06,2026-07-06,5411,Paid,0,Cash
DISB-0025413,BEN-02398,COHORT-PL-003,2026-08-06,2026-08-06,7683,PAID,0,Cash
DISB-0025414,BEN-02399,COHORT-PL-003,2025-09-06,2025-09-06,6989,Paid,0,Bank Transfer
DISB-0025415,BEN-02399,COHORT-PL-003,2025-10-06,,4447,Withheld,0,Cash
DISB-0025416,BEN-02399,COHORT-PL-003,2025-11-06,2025-12-04,3086,Delayed,28,Bank Transfer
DISB-0025417,BEN-02399,COHORT-PL-003,2025-12-06,2025-12-06,5823,Paid,0,M-Pesa
DISB-0025418,BEN-02399,COHORT-PL-003,2026-01-06,2026-02-02,7096,Delayed,27,M-Pesa
DISB-0025419,BEN-02399,COHORT-PL-003,2026-02-06,2026-02-06,3861,paid,0,Cash
DISB-0025420,BEN-02399,COHORT-PL-003,2026-03-06,2026-03-06,5718,Paid,0,Cash
DISB-0025421,BEN-02399,COHORT-PL-003,2026-04-06,2026-04-06,3816,Paid,0,Bank Transfer
DISB-0025422,BEN-02399,COHORT-PL-003,2026-05-06,2026-05-06,7842,Paid,0,Cash
DISB-0025423,BEN-02399,COHORT-PL-003,2026-06-06,2026-06-06,5701,Paid,0,M-Pesa
DISB-0025424,BEN-02399,COHORT-PL-003,2026-07-06,2026-07-06,7420,Paid,0,M-Pesa
DISB-0025425,BEN-02399,COHORT-PL-003,2026-08-06,2026-08-06,5794,Paid,0,Bank Transfer
DISB-0025426,BEN-02400,COHORT-PL-003,2025-10-06,2025-10-24,3855,Delayed,18,Cash
DISB-0025427,BEN-02400,COHORT-PL-003,2025-11-06,2025-11-06,5877,Paid,0,Bank Transfer
DISB-0025428,BEN-02400,COHORT-PL-003,2025-12-06,2025-12-06,3630,Paid,0,Cash
DISB-0025429,BEN-02400,COHORT-PL-003,2026-01-06,2026-01-06,3910,Paid,0,Bank Transfer
DISB-0025430,BEN-02400,COHORT-PL-003,2026-02-06,2026-02-06,7152,Paid,0,Cash
DISB-0025431,BEN-02400,COHORT-PL-003,2026-03-06,2026-03-06,5568,Pending,0,Cash
DISB-0025432,BEN-02400,COHORT-PL-003,2026-04-06,,4010,Withheld,0,M-Pesa
DISB-0025433,BEN-02400,COHORT-PL-003,2026-05-06,2026-05-06,4638,paid,0,M-Pesa
DISB-0025434,BEN-02400,COHORT-PL-003,2026-06-06,2026-06-06,7315,Pending,0,Bank Transfer
DISB-0025435,BEN-02400,COHORT-PL-003,2026-07-06,2026-07-06,7888,Paid,0,Cash
DISB-0025436,BEN-02400,COHORT-PL-003,2026-08-06,2026-08-06,6217,Paid,0,Bank Transfer
DISB-0025437,BEN-02401,COHORT-PL-003,2025-10-06,2025-10-06,5636,Paid,0,Bank Transfer
DISB-0025438,BEN-02401,COHORT-PL-003,2025-11-06,2025-11-06,4814,paid,0,Cash
DISB-0025439,BEN-02401,COHORT-PL-003,2025-12-06,2025-12-06,5284,Paid,0,M-Pesa
DISB-0025440,BEN-02401,COHORT-PL-003,2026-01-06,2026-01-06,6024,Paid,0,Cash
DISB-0025441,BEN-02401,COHORT-PL-003,2026-02-06,2026-02-19,7404,Delayed,13,Bank Transfer
DISB-0025442,BEN-02401,COHORT-PL-003,2026-03-06,2026-03-06,4167,Paid,0,M-Pesa
DISB-0025443,BEN-02401,COHORT-PL-003,2026-04-06,2026-04-06,7677,paid,0,M-Pesa
DISB-0025444,BEN-02401,COHORT-PL-003,2026-05-06,2026-05-06,6654,Paid,0,M-Pesa
DISB-0025445,BEN-02401,COHORT-PL-003,2026-06-06,2026-06-06,6765,Paid,0,Cash
DISB-0025446,BEN-02401,COHORT-PL-003,2026-07-06,2026-07-06,6188,Paid,0,Bank Transfer
DISB-0025447,BEN-02401,COHORT-PL-003,2026-08-06,2026-09-03,3246,paid,28,Cash
DISB-0025448,BEN-02402,COHORT-PL-003,2025-10-06,2025-10-06,4611,Paid,0,Bank Transfer
DISB-0025449,BEN-02402,COHORT-PL-003,2025-11-06,2025-11-06,3062,Paid,0,Cash
DISB-0025450,BEN-02402,COHORT-PL-003,2025-12-06,2025-12-06,4070,Paid,0,Cash
DISB-0025451,BEN-02402,COHORT-PL-003,2026-01-06,2026-01-06,3301,Paid,0,Cash
DISB-0025452,BEN-02402,COHORT-PL-003,2026-02-06,2026-02-06,7309,Paid,0,M-Pesa
DISB-0025453,BEN-02402,COHORT-PL-003,2026-03-06,2026-03-06,5772,Pending,0,Cash
DISB-0025454,BEN-02402,COHORT-PL-003,2026-04-06,2026-04-06,6764,Pending,0,Bank Transfer
DISB-0025455,BEN-02402,COHORT-PL-003,2026-05-06,2026-05-06,4851,Pending,0,Bank Transfer
DISB-0025456,BEN-02402,COHORT-PL-003,2026-06-06,2026-06-06,5507,Paid,0,M-Pesa
DISB-0025457,BEN-02402,COHORT-PL-003,2026-07-06,2026-07-06,7011,Paid,0,Cash
DISB-0025458,BEN-02402,COHORT-PL-003,2026-08-06,2026-08-06,5748,Paid,0,Bank Transfer
DISB-0025459,BEN-02403,COHORT-PL-003,2025-10-06,2025-10-06,5454,Paid,0,M-Pesa
DISB-0025460,BEN-02403,COHORT-PL-003,2025-11-06,2025-11-30,5651,Delayed,24,Cash
DISB-0025461,BEN-02403,COHORT-PL-003,2025-12-06,2025-12-06,4577,Paid,0,Cash
DISB-0025462,BEN-02403,COHORT-PL-003,2026-01-06,2026-01-06,6178,Paid,0,Cash
DISB-0025463,BEN-02403,COHORT-PL-003,2026-02-06,2026-02-06,5619,withheld,0,Bank Transfer
DISB-0025464,BEN-02403,COHORT-PL-003,2026-03-06,2026-03-06,4881,Paid,0,M-Pesa
DISB-0025465,BEN-02403,COHORT-PL-003,2026-04-06,2026-04-23,3584,Delayed,17,M-Pesa
DISB-0025466,BEN-02403,COHORT-PL-003,2026-05-06,2026-05-06,3381,Paid,0,M-Pesa
DISB-0025467,BEN-02403,COHORT-PL-003,2026-06-06,2026-06-06,3273,Paid,0,Cash
DISB-0025468,BEN-02403,COHORT-PL-003,2026-07-06,2026-07-25,6681,Delayed,19,Bank Transfer
DISB-0025469,BEN-02403,COHORT-PL-003,2026-08-06,2026-08-06,6398,Paid,0,Cash
DISB-0025470,BEN-02404,COHORT-PL-003,2025-10-06,2025-10-06,5824,Paid,0,Bank Transfer
DISB-0025471,BEN-02404,COHORT-PL-003,2025-11-06,2025-11-06,4023,Paid,0,M-Pesa
DISB-0025472,BEN-02404,COHORT-PL-003,2025-12-06,2025-12-06,4579,Paid,0,Cash
DISB-0025473,BEN-02404,COHORT-PL-003,2026-01-06,2026-01-06,7778,Paid,0,Bank Transfer
DISB-0025474,BEN-02404,COHORT-PL-003,2026-02-06,2026-02-06,5780,Paid,0,M-Pesa
DISB-0025475,BEN-02404,COHORT-PL-003,2026-03-06,2026-03-06,7811,Paid,0,Bank Transfer
DISB-0025476,BEN-02404,COHORT-PL-003,2026-04-06,2026-04-16,4128,Delayed,10,M-Pesa
DISB-0025477,BEN-02404,COHORT-PL-003,2026-05-06,2026-05-06,3225,Paid,0,Bank Transfer
DISB-0025478,BEN-02404,COHORT-PL-003,2026-06-06,2026-06-06,3245,Paid,0,Bank Transfer
DISB-0025479,BEN-02404,COHORT-PL-003,2026-07-06,2026-07-06,4104,Paid,0,Bank Transfer
DISB-0025480,BEN-02404,COHORT-PL-003,2026-08-06,2026-08-06,3303,Paid,0,Cash
DISB-0025481,BEN-02405,COHORT-PL-003,2025-10-06,2025-10-06,7235,Paid,0,Bank Transfer
DISB-0025482,BEN-02405,COHORT-PL-003,2025-11-06,2025-11-06,7739,Paid,0,Bank Transfer
DISB-0025483,BEN-02405,COHORT-PL-003,2025-12-06,,7375,Withheld,0,Cash
DISB-0025484,BEN-02405,COHORT-PL-003,2026-01-06,2026-01-06,5422,Paid,0,Bank Transfer
DISB-0025485,BEN-02405,COHORT-PL-003,2026-02-06,2026-02-06,5354,Paid,0,Cash
DISB-0025486,BEN-02405,COHORT-PL-003,2026-03-06,2026-03-06,6145,Paid,0,M-Pesa
DISB-0025487,BEN-02405,COHORT-PL-003,2026-04-06,2026-04-06,6686,PAID,0,M-Pesa
DISB-0025488,BEN-02405,COHORT-PL-003,2026-05-06,2026-05-06,3285,Pending,0,Bank Transfer
DISB-0025489,BEN-02405,COHORT-PL-003,2026-06-06,2026-06-06,3145,Paid,0,M-Pesa
DISB-0025490,BEN-02405,COHORT-PL-003,2026-07-06,2026-07-06,6549,Paid,0,Bank Transfer
DISB-0025491,BEN-02405,COHORT-PL-003,2026-08-06,2026-08-06,6514,Pending,0,M-Pesa
DISB-0025492,BEN-02406,COHORT-PL-003,2025-10-06,2025-10-06,5501,Paid,0,Bank Transfer
DISB-0025493,BEN-02406,COHORT-PL-003,2025-11-06,2025-11-06,6464,Paid,0,M-Pesa
DISB-0025494,BEN-02406,COHORT-PL-003,2025-12-06,2025-12-06,6231,Paid,0,M-Pesa
DISB-0025495,BEN-02406,COHORT-PL-003,2026-01-06,2026-01-06,6916,Paid,0,Cash
DISB-0025496,BEN-02406,COHORT-PL-003,2026-02-06,2026-02-06,3310,Pending,0,Bank Transfer
DISB-0025497,BEN-02406,COHORT-PL-003,2026-03-06,2026-03-06,6480,Pending,0,Cash
DISB-0025498,BEN-02406,COHORT-PL-003,2026-04-06,2026-04-06,6144,paid,0,Bank Transfer
DISB-0025499,BEN-02406,COHORT-PL-003,2026-05-06,2026-05-06,7382,Pending,0,Bank Transfer
DISB-0025500,BEN-02406,COHORT-PL-003,2026-06-06,2026-06-06,3700,Paid,0,Bank Transfer
DISB-0025501,BEN-02406,COHORT-PL-003,2026-07-06,2026-07-06,3351,Paid,0,M-Pesa
DISB-0025502,BEN-02406,COHORT-PL-003,2026-08-06,2026-08-06,4363,Paid,0,Bank Transfer
DISB-0025503,BEN-02407,COHORT-PL-003,2025-09-06,2025-09-06,7505,Paid,0,M-Pesa
DISB-0025504,BEN-02407,COHORT-PL-003,2025-10-06,2025-10-06,5424,Paid,0,M-Pesa
DISB-0025505,BEN-02407,COHORT-PL-003,2025-11-06,2025-11-06,3296,Paid,0,M-Pesa
DISB-0025506,BEN-02407,COHORT-PL-003,2025-12-06,2025-12-06,4728,Paid,0,Bank Transfer
DISB-0025507,BEN-02407,COHORT-PL-003,2026-01-06,2026-01-06,6819,Paid,0,M-Pesa
DISB-0025508,BEN-02407,COHORT-PL-003,2026-02-06,2026-02-06,7137,Pending,0,Bank Transfer
DISB-0025509,BEN-02407,COHORT-PL-003,2026-03-06,2026-03-06,7237,Paid,0,Bank Transfer
DISB-0025510,BEN-02407,COHORT-PL-003,2026-04-06,2026-04-06,3863,Paid,0,M-Pesa
DISB-0025511,BEN-02407,COHORT-PL-003,2026-05-06,,3096,Withheld,0,Cash
DISB-0025512,BEN-02407,COHORT-PL-003,2026-06-06,2026-06-06,4397,PAID,0,Bank Transfer
DISB-0025513,BEN-02407,COHORT-PL-003,2026-07-06,,5194,Withheld,0,Bank Transfer
DISB-0025514,BEN-02407,COHORT-PL-003,2026-08-06,2026-08-06,3124,Paid,0,M-Pesa
DISB-0025515,BEN-02408,COHORT-PL-003,2025-09-06,2025-09-06,5615,Paid,0,Bank Transfer
DISB-0025516,BEN-02408,COHORT-PL-003,2025-10-06,2025-10-06,4711,Paid,0,Bank Transfer
DISB-0025517,BEN-02408,COHORT-PL-003,2025-11-06,2025-11-06,5753,Pending,0,Bank Transfer
DISB-0025518,BEN-02408,COHORT-PL-003,2025-12-06,2025-12-06,3526,Pending,0,Cash
DISB-0025519,BEN-02408,COHORT-PL-003,2026-01-06,2026-01-06,6738,Paid,0,Bank Transfer
DISB-0025520,BEN-02408,COHORT-PL-003,2026-02-06,,4970,delayed,0,Cash
DISB-0025521,BEN-02408,COHORT-PL-003,2026-03-06,2026-03-06,6135,Paid,0,Bank Transfer
DISB-0025522,BEN-02408,COHORT-PL-003,2026-04-06,2026-04-06,7072,Paid,0,Bank Transfer
DISB-0025523,BEN-02408,COHORT-PL-003,2026-05-06,2026-05-06,6829,Paid,0,Bank Transfer
DISB-0025524,BEN-02408,COHORT-PL-003,2026-06-06,2026-06-06,8006,Paid,0,M-Pesa
DISB-0025525,BEN-02408,COHORT-PL-003,2026-07-06,2026-07-06,3272,Paid,0,Bank Transfer
DISB-0025526,BEN-02408,COHORT-PL-003,2026-08-06,2026-08-06,6679,Pending,0,Cash
DISB-0025527,BEN-02409,COHORT-PL-003,2025-10-06,2025-10-06,6467,Paid,0,Bank Transfer
DISB-0025528,BEN-02409,COHORT-PL-003,2025-11-06,2025-11-06,4870,Paid,0,Bank Transfer
DISB-0025529,BEN-02409,COHORT-PL-003,2025-12-06,2025-12-06,6150,Paid,0,Bank Transfer
DISB-0025530,BEN-02409,COHORT-PL-003,2026-01-06,2026-01-06,3294,Paid,0,M-Pesa
DISB-0025531,BEN-02409,COHORT-PL-003,2026-02-06,2026-02-06,7665,Paid,0,Cash
DISB-0025532,BEN-02409,COHORT-PL-003,2026-03-06,2026-03-18,4317,Delayed,12,M-Pesa
DISB-0025533,BEN-02409,COHORT-PL-003,2026-04-06,2026-04-06,3890,Paid,0,Cash
DISB-0025534,BEN-02409,COHORT-PL-003,2026-05-06,2026-05-13,4180,Delayed,7,Cash
DISB-0025535,BEN-02409,COHORT-PL-003,2026-06-06,2026-06-06,3653,Pending,0,Bank Transfer
DISB-0025536,BEN-02409,COHORT-PL-003,2026-07-06,2026-07-06,7379,Paid,0,Bank Transfer
DISB-0025537,BEN-02409,COHORT-PL-003,2026-08-06,2026-08-06,6965,Paid,0,Bank Transfer
DISB-0025538,BEN-02410,COHORT-PL-003,2025-10-06,2025-10-06,7806,Paid,0,Cash
DISB-0025539,BEN-02410,COHORT-PL-003,2025-11-06,2025-11-06,5023,Paid,0,Cash
DISB-0025540,BEN-02410,COHORT-PL-003,2025-12-06,2025-12-06,4439,Paid,0,M-Pesa
DISB-0025541,BEN-02410,COHORT-PL-003,2026-01-06,2026-01-06,3913,Paid,0,M-Pesa
DISB-0025542,BEN-02410,COHORT-PL-003,2026-02-06,2026-02-06,7600,Paid,0,Bank Transfer
DISB-0025543,BEN-02410,COHORT-PL-003,2026-03-06,2026-03-06,5546,Paid,0,M-Pesa
DISB-0025544,BEN-02410,COHORT-PL-003,2026-04-06,2026-04-06,3189,Paid,0,M-Pesa
DISB-0025545,BEN-02410,COHORT-PL-003,2026-05-06,2026-06-02,5330,Delayed,27,Bank Transfer
DISB-0025546,BEN-02410,COHORT-PL-003,2026-06-06,2026-06-06,5107,Paid,0,Bank Transfer
DISB-0025547,BEN-02410,COHORT-PL-003,2026-07-06,2026-07-06,5162,Paid,0,Bank Transfer
DISB-0025548,BEN-02410,COHORT-PL-003,2026-08-06,2026-08-06,6798,Paid,0,M-Pesa
DISB-0025549,BEN-02411,COHORT-PL-003,2025-10-06,2025-10-06,3574,Pending,0,Cash
DISB-0025550,BEN-02411,COHORT-PL-003,2025-11-06,2025-11-06,6649,Pending,0,M-Pesa
DISB-0025551,BEN-02411,COHORT-PL-003,2025-12-06,2025-12-06,5507,Paid,0,Bank Transfer
DISB-0025552,BEN-02411,COHORT-PL-003,2026-01-06,2026-01-06,3392,Paid,0,Cash
DISB-0025553,BEN-02411,COHORT-PL-003,2026-02-06,2026-02-06,5690,Paid,0,Bank Transfer
DISB-0025554,BEN-02411,COHORT-PL-003,2026-03-06,2026-03-06,7403,paid,0,Cash
DISB-0025555,BEN-02411,COHORT-PL-003,2026-04-06,2026-04-06,7987,Paid,0,Cash
DISB-0025556,BEN-02411,COHORT-PL-003,2026-05-06,2026-05-06,3331,Paid,0,M-Pesa
DISB-0025557,BEN-02411,COHORT-PL-003,2026-06-06,2026-06-06,6492,Pending,0,Bank Transfer
DISB-0025558,BEN-02411,COHORT-PL-003,2026-07-06,2026-07-06,3595,Paid,0,M-Pesa
DISB-0025559,BEN-02411,COHORT-PL-003,2026-08-06,2026-08-06,7080,Pending,0,Bank Transfer
DISB-0025560,BEN-02412,COHORT-PL-003,2025-10-06,2025-10-06,5216,paid,0,M-Pesa
DISB-0025561,BEN-02412,COHORT-PL-003,2025-11-06,2025-11-06,5400,Paid,0,M-Pesa
DISB-0025562,BEN-02412,COHORT-PL-003,2025-12-06,2025-12-06,5742,Paid,0,Cash
DISB-0025563,BEN-02412,COHORT-PL-003,2026-01-06,2026-01-06,7379,Paid,0,Bank Transfer
DISB-0025564,BEN-02412,COHORT-PL-003,2026-02-06,2026-02-06,5549,Paid,0,Bank Transfer
DISB-0025565,BEN-02412,COHORT-PL-003,2026-03-06,2026-03-06,5015,Paid,0,Bank Transfer
DISB-0025566,BEN-02412,COHORT-PL-003,2026-04-06,2026-04-30,3260,Delayed,24,Cash
DISB-0025567,BEN-02412,COHORT-PL-003,2026-05-06,2026-05-06,3141,Paid,0,Bank Transfer
DISB-0025568,BEN-02412,COHORT-PL-003,2026-06-06,2026-06-06,3011,Pending,0,Cash
DISB-0025569,BEN-02412,COHORT-PL-003,2026-07-06,2026-07-23,5071,Delayed,17,Bank Transfer
DISB-0025570,BEN-02412,COHORT-PL-003,2026-08-06,2026-09-05,5350,Delayed,30,Bank Transfer
DISB-0025571,BEN-02413,COHORT-PL-003,2025-09-06,2025-09-06,5077,Paid,0,Bank Transfer
DISB-0025572,BEN-02413,COHORT-PL-003,2025-10-06,2025-10-06,5525,Paid,0,Cash
DISB-0025573,BEN-02413,COHORT-PL-003,2025-11-06,2025-11-06,7245,Paid,0,M-Pesa
DISB-0025574,BEN-02413,COHORT-PL-003,2025-12-06,2025-12-06,5443,Paid,0,Cash
DISB-0025575,BEN-02413,COHORT-PL-003,2026-01-06,,5102,Withheld,0,M-Pesa
DISB-0025576,BEN-02413,COHORT-PL-003,2026-02-06,2026-02-06,4538,Paid,0,M-Pesa
DISB-0025577,BEN-02413,COHORT-PL-003,2026-03-06,2026-03-06,6784,Paid,0,M-Pesa
DISB-0025578,BEN-02413,COHORT-PL-003,2026-04-06,2026-04-06,4500,Paid,0,Cash
DISB-0025579,BEN-02413,COHORT-PL-003,2026-05-06,2026-05-06,4653,Paid,0,M-Pesa
DISB-0025580,BEN-02413,COHORT-PL-003,2026-06-06,2026-06-06,7075,Paid,0,M-Pesa
DISB-0025581,BEN-02413,COHORT-PL-003,2026-07-06,2026-07-06,6824,Paid,0,Bank Transfer
DISB-0025582,BEN-02413,COHORT-PL-003,2026-08-06,,6929,Withheld,0,M-Pesa
DISB-0025583,BEN-02414,COHORT-PL-003,2025-10-06,2025-10-06,5684,Paid,0,Bank Transfer
DISB-0025584,BEN-02414,COHORT-PL-003,2025-11-06,2025-11-06,5609,Paid,0,Cash
DISB-0025585,BEN-02414,COHORT-PL-003,2025-12-06,2025-12-06,5003,Paid,0,Bank Transfer
